hhcode,weight,food_total,nonfood_total,selfemp_income,total_income,treatment,loan_amount
2421739,1,587,4970,0,5557,1,39500
2421839,1,1034,12650,0,13684,1,75000
2430131,1,451,25190,65,25706,1,108000
2430141,1,643,86400,0,87043,0,60000
2430142,1,323,2850,80,3253,1,66000
2430143,1,427,4710,210,5347,0,0
2430151,1,229,2390,0,2619,0,35000
2430231,1,430,106690,0,107120,1,25000
2430241,1,305,53150,210,53665,1,5000
2430242,1,301,63930,0,64231,1,89000
2430251,1,3481,64200,0,67681,0,0
2430331,1,615,10300,0,10915,1,72000
2430351,1,1633,78950,0,80583,0,0
2430431,1,582,34010,0,34592,1,77000
2430441,1,478,26470,350,27298,1,56000
2430459,1,626,7890,0,8516,0,0
2430531,1,443,8125,0,8568,1,67000
2430541,1,433,56355,210,56998,0,0
2430631,1,377,208780,0,209157,1,57500
2430731,1,488,7350,0,7838,1,55000
2430831,1,355,13700,275,14330,1,59000
2430931,1,579,44220,200,44999,1,67500
2430932,1,303,3785,80,4168,0,0
2431031,1,716,14370,0,15086,1,53000
2431131,1,614,31100,85,31799,1,30000
2431231,1,380,4560,0,4940,1,47000
2431339,1,486,7500,200,8186,1,97500
2431439,1,799,121650,225,122674,1,83000
2431539,1,634,9050,0,9684,1,60000
2431639,1,354,7360,0,7714,1,17000
2431739,1,401,5380,0,5781,1,89000
2510141,1,159.5,1238,0,1397.5,0,0
2510151,1,909,141860,0,142769,0,53000
2510241,1,552,3268,0,3820,0,0
2510251,1,594.5,15050,0,15644.5,0,0
2510341,1,498,5880,0,6378,0,0
2510351,1,406,9530,0,9936,0,6600
2510441,1,546,5211,0,5757,0,0
2510442,1,229,2808,0,3037,0,0
2510459,1,473,6519,0,6992,0,3000
2510541,1,489,4611,0,5100,0,0
2510641,1,428,2978,0,3406,0,1500
2510642,1,433.5,3047,60,3540.5,0,0
2510741,1,364.5,12632,0,12996.5,0,5000
2510841,1,1389,5270,0,6659,0,3000
2510941,1,830,28013,0,28843,0,19000
2511041,1,463,24660,0,25123,0,0
2511141,1,533,8343,0,8876,0,0
2511241,1,612,5279,0,5891,0,5000
2511341,1,616.5,6560,0,7176.5,0,0
2511342,1,341,3059,0,3400,0,2000
2511441,1,417,5460,0,5877,1,14000
2511541,1,560,10020,0,10580,0,10000
2511641,1,355,4905,0,5260,0,9500
2511741,1,499,5775,0,6274,1,52000
2520141,1,704,34655,0,35359,1,12000
2520151,1,792.5,18450,0,19242.5,1,73000
2520241,1,661,7730,0,8391,0,6000
2520251,1,539,6455,0,6994,0,8500
2520341,1,832.5,5590,0,6422.5,1,69500
2520351,1,484,29580,0,30064,0,36000
2520441,1,450.5,4740,0,5190.5,0,13000
2520459,1,962,16415,0,17377,0,12000
2520541,1,255,3745,0,4000,0,9000
2520542,1,657.5,7166,0,7823.5,1,50800
2520641,1,691,86720,0,87411,1,30800
2520741,1,683.25,66316,0,66999.25,0,18000
2520841,1,467,6960,0,7427,0,15500
2520941,1,554,7610,0,8164,1,45000
2521041,1,435,3790,0,4225,0,2000
2521141,1,588,6850,0,7438,1,7000
2521241,1,59,1685,0,1744,1,8000
2521341,1,439,3655,0,4094,0,1000
2521441,1,412,3660,100,4172,0,4000
2521541,1,579,6075,0,6654,1,4000
2521542,1,391,24760,0,25151,0,5000
2521641,1,522,6725,0,7247,0,19000
2521741,1,632,21610,0,22242,0,9000
2530141,1,421,16685,0,17106,1,30000
2530151,1,520,108070,0,108590,0,19000
2530241,1,770.5,7600,0,8370.5,0,32000
2530251,1,642,35370,0,36012,1,24000
2530341,1,599,23730,0,24329,0,20000
2530351,1,1135.5,336255,0,337390.5,0,44000
2530441,1,784.5,83432,0,84216.5,0,24000
2530459,1,302,33300,0,33602,0,0
2530541,1,557,17670,40,18267,0,9500
2530641,1,404,11132,0,11536,0,2000
2530741,1,942,47836,0,48778,0,62000
2530841,1,557,12450,225,13232,0,2500
2530941,1,340,74300,160,74800,0,15000
2531041,1,770,44485,0,45255,0,40000
2531141,1,893,33265,0,34158,0,6000
2531241,1,468,5245,80,5793,1,20000
2531341,1,162.5,2936,0,3098.5,0,3200
2531441,1,786.5,29495,0,30281.5,1,44000
2531541,1,854,15600,167,16621,0,132500
2531641,1,412,18040,0,18452,1,24000
2531741,1,402,3970,0,4372,0,6000
2540149,1,178,4685,0,4863,0,0
2540159,1,562.5,17456,0,18018.5,0,28000
2540249,1,695,12216,0,12911,0,4000
2540259,1,391.5,17157,0,17548.5,0,7000
2540349,1,380,10996,0,11376,0,8000
2540359,1,895,25998,0,26893,0,10000
2540449,1,388,7189,0,7577,0,2500
2540459,1,529,24787,0,25316,0,5000
2540549,1,305.5,3620,200,4125.5,0,6000
2540559,1,610,10255,0,10865,0,10000
2540649,1,308,3649,0,3957,0,0
2540749,1,202,4574,0,4776,0,1000
2540849,1,240,5819,0,6059,0,6000
2540949,1,465,8431,0,8896,0,0
2541049,1,394,4442,100,4936,0,0
2541149,1,235.5,3135,0,3370.5,0,1000
2541249,1,291,4500,100,4891,0,0
2541349,1,177,2990,0,3167,0,1000
2541449,1,262,18209,100,18571,0,13500
2541549,1,226.5,8426,0,8652.5,0,3000
2610141,1,292,2885,0,3177,1,6000
2610151,1,392,4345,0,4737,1,8000
2610152,1,276,3625,0,3901,1,3000
2610241,1,377,3665,120,4162,1,5000
2610251,1,410,4680,0,5090,1,5000
2610252,1,402,21270,0,21672,0,0
2610253,1,317,4300,0,4617,0,0
2610341,1,326,7105,0,7431,1,8000
2610351,1,194,2755,0,2949,0,0
2610441,1,554,6290,0,6844,1,3000
2610459,1,613,8040,0,8653,0,0
2610541,1,284,2555,0,2839,1,3000
2610641,1,410,4840,110,5360,1,2000
2610741,1,253,2665,0,2918,1,3000
2610841,1,360,3275,0,3635,0,0
2610941,1,236,3050,0,3286,0,1000
2611041,1,301,2915,0,3216,1,10000
2611141,1,324,3330,0,3654,1,23000
2611241,1,301,9495,0,9796,0,0
2611242,1,181.5,2555,0,2736.5,0,0
2611341,1,363,3345,0,3708,1,5000
2611441,1,275,6130,0,6405,1,7000
2611549,1,0,0,0,0,0,0
2611641,1,257,4760,0,5017,0,0
2611741,1,378,6580,0,6958,0,0
2620141,1,1032,10355,0,11387,0,0
2620241,1,398,12556,0,12954,0,8200
2620251,1,455,30740,0,31195,1,18000
2620341,1,213,2955,0,3168,1,6000
2620351,1,714,50280,0,50994,0,10000
2620441,1,369,2997,0,3366,1,5000
2620459,1,283,10700,0,10983,1,14000
2620549,1,0,0,0,0,0,0
2620641,1,460,6685,0,7145,1,14000
2620741,1,278,4050,0,4328,1,0
2620841,1,67,1403,0,1470,0,1000
2620941,1,240,3090,0,3330,0,0
2621041,1,131,1240,0,1371,1,0
2621141,1,338,4320,0,4658,1,9500
2621241,1,353,4155,0,4508,1,2500
2621341,1,397,6275,0,6672,1,13000
2621441,1,156,1180,0,1336,0,0
2621541,1,388,5463,175,6026,1,35000
2621641,1,309,8755,0,9064,1,12000
2621741,1,383,22350,0,22733,1,14000
2630141,1,213,1716,0,1929,1,0
2630151,1,473,30067,65,30605,0,3000
2630152,1,522,7780,0,8302,0,0
2630241,1,264,11045,95,11404,1,1000
2630251,1,463,26700,0,27163,1,6500
2630341,1,174,1800,0,1974,0,1000
2630441,1,240,4540,120,4900,1,0
2630459,1,339,3995,90,4424,0,1000
2630641,1,44,140,35,219,0,0
2630841,1,106,1005,0,1111,0,0
2631141,1,254,2605,0,2859,0,0
2631241,1,259,2987,100,3346,0,3000
2631341,1,344,3798,0,4142,0,1000
2631541,1,228,2005,0,2233,0,0
2631741,1,196,2000,0,2196,1,0
2710141,1,689,19995,0,20684,0,0
2710151,1,1314,53340,0,54654,0,0
2710241,1,709,7860,0,8569,1,4000
2710251,1,479,6210,60,6749,1,16000
2710341,1,690,35685,125,36500,1,16000
2710351,1,946,9260,0,10206,1,26000
2710441,1,600,6866,0,7466,1,0
2710459,1,417,7470,0,7887,1,25000
2710541,1,549,3150,0,3699,1,14000
2710641,1,524,10345,0,10869,1,14000
2710642,1,410,2880,0,3290,1,21000
2710741,1,385,4020,0,4405,1,12000
2710841,1,615,8270,50,8935,1,18000
2710941,1,791,12800,0,13591,1,91000
2711041,1,501,5130,0,5631,1,26000
2711141,1,924,21830,860,23614,0,0
2711241,1,440,11050,0,11490,1,3000
2711341,1,743,63630,0,64373,1,17000
2711541,1,617,12981,0,13598,0,3000
2711641,1,604,5900,120,6624,1,0
2711741,1,431,4750,130,5311,1,13000
2720141,1,724,18820,0,19544,0,0
2720151,1,514,7710,0,8224,0,0
2720241,1,544,22650,35,23229,1,0
2720251,1,420,7000,80,7500,1,18000
2720341,1,631,14780,0,15411,0,0
2720342,1,295,7930,0,8225,0,0
2720343,1,430,13205,0,13635,0,0
2720344,1,380,8380,0,8760,0,0
2720351,1,325,3905,0,4230,1,0
2720441,1,295,7865,42,8202,1,25000
2720459,1,717,22910,0,23627,0,0
2720541,1,344,4480,0,4824,1,0
2720641,1,617,32670,0,33287,0,0
2720741,1,240,3130,0,3370,0,0
2720841,1,452,21400,0,21852,0,0
2720941,1,339,6790,0,7129,1,45000
2720942,1,1014,10330,0,11344,1,0
2721041,1,285,2100,100,2485,1,2000
2721141,1,791,8800,0,9591,0,0
2721241,1,437,2710,0,3147,1,31000
2721341,1,390,1785,90,2265,1,16000
2721441,1,514,9830,0,10344,0,0
2721541,1,260,3685,0,3945,0,0
2721641,1,294,7720,0,8014,1,4000
2721741,1,639,39895,300,40834,0,5000
2730141,1,344,11760,0,12104,0,5000
2730151,1,287,3925,0,4212,0,0
2730241,1,356,10300,0,10656,0,0
2730251,1,322,7440,0,7762,0,0
2730341,1,209,3120,0,3329,0,0
2730351,1,536,323365,0,323901,0,0
2730441,1,355,4120,0,4475,0,65000
2730459,1,735,15650,0,16385,0,0
2730641,1,156,1150,0,1306,0,0
2730941,1,180,1480,0,1660,0,0
2731041,1,268,1900,125,2293,0,1000
2731141,1,327,7020,320,7667,1,13000
2731241,1,173,2520,120,2813,0,0
2731341,1,347,3350,90,3787,0,0
2731541,1,350,1840,0,2190,0,0
2731641,1,445,12760,110,13315,1,38000
2731741,1,240,3605,0,3845,0,0
2810141,1,403,6538,0,6941,0,0
2810151,1,470,11256,0,11726,0,0
2810241,1,457.5,3915,0,4372.5,0,0
2810251,1,454,6473,0,6927,1,4000
2810252,1,255,4125,0,4380,1,2000
2810341,1,208.5,896,0,1104.5,0,0
2810351,1,1427.5,61781,0,63208.5,0,9000
2810459,1,962,18706,0,19668,0,10000
2810541,1,678.5,7887,0,8565.5,0,3000
2810641,1,848,9618,0,10466,0,7000
2810741,1,878.5,23132,0,24010.5,0,5000
2810841,1,552,4532,0,5084,0,3000
2810941,1,256,3219.5,0,3475.5,1,10000
2811141,1,390.5,3735,0,4125.5,0,1000
2811341,1,243.5,3303,0,3546.5,0,0
2811441,1,458,6133,0,6591,0,2000
2811741,1,383.5,6682,100,7165.5,1,0
2820141,1,342,3608,0,3950,0,0
2820151,1,895,12362,0,13257,0,0
2820241,1,311.5,9758,250,10319.5,0,0
2820251,1,548,16770,0,17318,1,13000
2820351,1,509,8615,0,9124,0,16000
2820441,1,469.5,5720,0,6189.5,0,7000
2820459,1,623,22987,0,23610,0,1300
2820541,1,337.5,2800,0,3137.5,1,3000
2820741,1,510,10873,0,11383,0,0
2820841,1,289.5,13474,0,13763.5,0,0
2820941,1,570,5101,0,5671,0,0
2821041,1,108,641,0,749,0,0
2821141,1,197,3379,0,3576,0,0
2821241,1,247,10981,0,11228,1,8000
2821341,1,634,8495,0,9129,1,3000
2821441,1,197,6700,34,6931,1,2000
2821541,1,196,2152,0,2348,1,5000
2821542,1,225,4686,125,5036,1,8000
2821543,1,157.5,6744,130,7031.5,0,0
2821544,1,247,2544,0,2791,1,3000
2821641,1,440,4693,0,5133,0,0
2821741,1,252,10862,0,11114,1,2000
2830141,1,270,4783,0,5053,1,11000
2830151,1,564.5,23160,0,23724.5,1,3000
2830241,1,449.5,9059,0,9508.5,1,14500
2830251,1,169,4326,0,4495,0,6000
2830252,1,292.5,3892,0,4184.5,1,12000
2830253,1,224,3055,0,3279,1,22000
2830341,1,463,5028,0,5491,1,15000
2830342,1,179.5,2188,0,2367.5,1,2000
2830343,1,173,1765,0,1938,1,2000
2830351,1,201,6019,0,6220,0,0
2830441,1,472.5,5830,0,6302.5,1,12000
2830459,1,302,303101,0,303403,0,0
2830541,1,279,10467,0,10746,1,9000
2830641,1,320.5,5121,0,5441.5,1,12000
2830741,1,230,15642,0,15872,0,0
2830841,1,248,3920,0,4168,1,34500
2830941,1,434.5,3518,0,3952.5,1,29000
2831041,1,249.5,2582,0,2831.5,1,24500
2831141,1,323.5,3428,0,3751.5,1,2000
2831241,1,364,15738,0,16102,1,28500
2831341,1,364.5,4556,100,5020.5,1,8000
2831441,1,556,13282,75,13913,1,21000
2831442,1,300,2493,0,2793,0,4000
2831541,1,552,11432,0,11984,1,28500
2831641,1,237,3850,0,4087,0,0
2831741,1,357,8798,100,9255,0,0
2840149,1,260,3141,0,3401,0,0
2840159,1,870,95150,0,96020,0,0
2840249,1,173,2045,0,2218,0,0
2840259,1,233,3972,0,4205,0,0
2840349,1,234,1177,0,1411,0,0
2840359,1,515.5,12721,0,13236.5,0,0
2840449,1,250,2690,0,2940,0,0
2840459,1,316,1766,40,2122,0,0
2840549,1,277,3511,0,3788,0,0
2840559,1,290,2254,0,2544,0,0
2840649,1,325.5,2644,0,2969.5,0,0
2840749,1,230,2572,0,2802,0,0
2840849,1,194,1914,0,2108,0,0
2840949,1,305,7487,0,7792,0,0
2841049,1,264,3820,0,4084,0,0
2841149,1,437,3815,0,4252,0,0
2841249,1,364.5,4594,0,4958.5,0,0
2841349,1,488,3595,0,4083,0,0
2841449,1,189.5,1997,0,2186.5,0,0
2841549,1,241,2150,0,2391,0,0
2910141,1,400,5770,0,6170,0,0
2910151,1,290,4090,0,4380,1,15000
2910241,1,420,35080,0,35500,0,3000
2910251,1,273.5,12890,50,13213.5,0,0
2910341,1,178.5,3810,0,3988.5,1,6000
2910351,1,681,10190,0,10871,0,0
2910441,1,272,1457,0,1729,0,0
2910459,1,972.5,40490,0,41462.5,1,20000
2910541,1,245,2480,0,2725,0,2000
2910641,1,166.5,2670,0,2836.5,0,0
2910741,1,267,2200,65,2532,0,0
2910841,1,232,2545,0,2777,1,2000
2911041,1,307,2965,0,3272,0,0
2911141,1,261,3130,70,3461,0,0
2911241,1,172,9300,0,9472,0,0
2911242,1,314.5,2700,0,3014.5,0,0
2911243,1,178.5,2831,0,3009.5,0,0
2911341,1,401,7265,0,7666,0,0
2911441,1,317,6280,180,6777,1,11000
2911541,1,284,4940,80,5304,0,0
2911641,1,290,5680,0,5970,1,5000
2911741,1,373.5,3335,0,3708.5,1,13000
2920141,1,172,3590,0,3762,1,19000
2920142,1,270,2685,0,2955,1,3000
2920151,1,282,4015,0,4297,0,0
2920152,1,282.5,2630,0,2912.5,0,0
2920241,1,80,3910,0,3990,0,0
2920242,1,408,3880,75,4363,1,3000
2920251,1,89,1658,0,1747,0,0
2920341,1,294,2594,0,2888,0,0
2920342,1,185,1647,0,1832,1,19000
2920343,1,175,3250,0,3425,1,20000
2920351,1,644.5,10820,40,11504.5,0,0
2920441,1,308,18261,30,18599,1,26500
2920459,1,451,7335,0,7786,1,12000
2920541,1,291,3510,0,3801,1,14000
2920641,1,257,5130,60,5447,1,10000
2920741,1,289.5,2985,0,3274.5,0,0
2920841,1,383,8714,0,9097,1,15000
2920941,1,509,4240,80,4829,0,3000
2921041,1,531,2650,0,3181,0,2000
2921141,1,160,1990,0,2150,0,0
2921241,1,58,500,11,569,0,0
2921341,1,287,3010,60,3357,0,0
2921441,1,62,816,6,884,0,0
2921442,1,325,2925,65,3315,0,0
2921541,1,351,8580,0,8931,0,0
2921542,1,183,3145,0,3328,0,0
2930141,1,254,7730,0,7984,0,0
2930151,1,1018,32835,0,33853,0,0
2930241,1,400,3960,0,4360,1,25000
2930242,1,356,2460,0,2816,0,1000
2930251,1,787,9650,0,10437,0,0
2930341,1,325,3370,0,3695,0,0
2930351,1,319,3390,0,3709,0,0
2930352,1,347,3225,0,3572,0,0
2930353,1,223,2630,0,2853,0,5000
2930441,1,716,23115,0,23831,1,24000
2930459,1,263.5,2600,0,2863.5,0,0
2930541,1,402.5,3420,0,3822.5,0,4500
2930641,1,560.5,5000,220,5780.5,0,0
2930741,1,679,4850,0,5529,1,24000
2930841,1,338,2640,0,2978,0,0
2930941,1,324,7010,0,7334,0,0
2931041,1,70,960,10,1040,1,14000
2931141,1,292,2905,0,3197,0,0
2931241,1,352.5,3420,0,3772.5,1,2000
2931341,1,565.5,4765,0,5330.5,1,17000
2931441,1,281,3395,0,3676,1,21000
2931541,1,214.5,1813,0,2027.5,0,2000
2931641,1,444,4520,0,4964,1,8000
3010119,1,501,10133,0,10634,1,16000
3010149,1,1163,21200,0,22363,1,30000
3010159,1,1162,67244,0,68406,0,50000
3010219,1,829,6160,150,7139,1,25000
3010249,1,373,2635,0,3008,0,0
3010259,1,1132.5,27250,100,28482.5,0,110000
3010319,1,677,13152,0,13829,1,32000
3010349,1,875,16910,0,17785,0,13000
3010359,1,756.5,58572,0,59328.5,0,0
3010419,1,634,8486,0,9120,1,11000
3010449,1,454.5,4770,0,5224.5,0,7000
3010459,1,743.5,31962,0,32705.5,0,16000
3010519,1,826,17890,0,18716,1,27000
3010549,1,407,2940,220,3567,0,0
3010619,1,500.5,23900,0,24400.5,1,41000
3010649,1,736.5,56005,0,56741.5,1,12000
3010719,1,1299,36120,0,37419,1,97000
3010839,1,289,10090,0,10379,1,63000
3010919,1,711.5,8152,0,8863.5,1,20000
3011019,1,405,3530,0,3935,1,29000
3011119,1,463,6390,0,6853,1,5000
3020139,1,296.5,5710,0,6006.5,1,32000
3020149,1,325.5,4119,0,4444.5,1,12000
3020159,1,782,41670,200,42652,0,75000
3020239,1,352,32540,150,33042,1,78000
3020249,1,181.5,21100,110,21391.5,1,18000
3020259,1,892,29410,0,30302,0,0
3020339,1,298.5,7900,150,8348.5,1,54000
3020349,1,420,3808,115,4343,1,7000
3020359,1,1352.5,39680,500,41532.5,0,99000
3020439,1,386,3040,130,3556,1,31000
3020449,1,315.25,14600,0,14915.25,0,0
3020459,1,646,67280,0,67926,0,23300
3020539,1,589,34270,0,34859,1,67000
3020549,1,405,9315,0,9720,0,0
3020639,1,360,4030,120,4510,1,59000
3020649,1,376,6165,100,6641,1,27000
3020739,1,267.5,2735,0,3002.5,1,55000
3020749,1,74,1640,20,1734,0,0
3020839,1,374,7670,100,8144,1,52000
3020939,1,467,3645,120,4232,1,56000
3021039,1,918,54870,100,55888,1,70000
3030139,1,608,38520,100,39228,1,54000
3030149,1,504,4812,100,5416,1,20000
3030159,1,738,19625,0,20363,0,25000
3030239,1,453,7350,450,8253,1,60000
3030249,1,437.5,2530,0,2967.5,1,18000
3030259,1,1488,82540,0,84028,0,27000
3030339,1,214,1260,100,1574,1,24000
3030349,1,195.5,4760,0,4955.5,1,5000
3030359,1,1475,32330,0,33805,0,0
3030439,1,439,14580,90,15109,1,56000
3030449,1,270,3190,80,3540,1,4000
3030459,1,980,25180,200,26360,0,5000
3030539,1,383,4540,80,5003,1,37000
3030549,1,329,17145,90,17564,1,25000
3030649,1,267,2610,100,2977,1,25000
3030749,1,340,12425,130,12895,1,25000
3030849,1,401,34022,80,34503,0,8000
3030949,1,333,4650,80,5063,0,2000
3031049,1,558,8970,0,9528,0,2000
3031149,1,642,8190,150,8982,0,3500
3031249,1,261,3080,90,3431,0,0
3110139,1,1420,54000,0,55420,1,112000
3110149,1,479,5890,50,6419,1,5000
3110159,1,1076,14290,0,15366,0,340000
3110239,1,715,7880,290,8885,1,44000
3110249,1,1107,16880,1000,18987,0,1000
3110259,1,1235,50100,0,51335,0,0
3110339,1,683,11155,0,11838,1,34000
3110349,1,439,7495,350,8284,0,8000
3110359,1,2723,66450,0,69173,0,0
3110439,1,448,9106,115,9669,1,42000
3110449,1,347,3460,30,3837,0,6000
3110459,1,978.5,20521,0,21499.5,0,0
3110539,1,585,5585,110,6280,1,34000
3110549,1,923,19030,0,19953,0,0
3110639,1,396,19525,110,20031,1,36000
3110649,1,1368,102110,0,103478,0,80000
3110739,1,506,10305,0,10811,1,99000
3110839,1,985,16720,0,17705,1,10000
3110939,1,410,4025,0,4435,1,8000
3111039,1,463,11925,0,12388,1,24000
3111139,1,366,6750,110,7226,1,18000
3120139,1,578,14295,75,14948,1,46000
3120149,1,129,1560,0,1689,1,17000
3120159,1,355,7050,0,7405,0,75000
3120239,1,400,6015,250,6665,1,91500
3120249,1,888,16295,0,17183,1,10000
3120259,1,651,25825,0,26476,0,5000
3120339,1,702.5,8125,120,8947.5,1,81000
3120349,1,1041,11950,0,12991,0,745000
3120359,1,415.5,8377,0,8792.5,0,0
3120439,1,454,36590,0,37044,1,63500
3120449,1,708,8240,0,8948,0,50000
3120459,1,716,45670,0,46386,0,40000
3120539,1,543,13310,0,13853,1,98000
3120549,1,478,4730,0,5208,0,5000
3120639,1,1180,14820,850,16850,1,178000
3120649,1,411,11250,0,11661,0,1000
3120739,1,692,10840,120,11652,1,78000
3120749,1,888,25600,0,26488,0,0
3120839,1,865,16015,0,16880,1,33000
3120939,1,457,3950,0,4407,1,45000
3121039,1,735,10310,420,11465,1,33000
3130139,1,414,3125,80,3619,1,9000
3130149,1,519,9015,0,9534,1,52000
3130159,1,482.5,3002,0,3484.5,0,0
3130239,1,337,55120,0,55457,1,41000
3130249,1,1150,11315,0,12465,1,55000
3130259,1,779.5,47815,0,48594.5,0,183000
3130339,1,797.5,10920,0,11717.5,1,18000
3130349,1,1393,96330,0,97723,1,16000
3130359,1,562.5,19100,0,19662.5,0,0
3130439,1,353,6890,0,7243,1,17000
3130449,1,241,2800,0,3041,1,9000
3130459,1,2362,30480,0,32842,0,0
3130539,1,453,57127,0,57580,1,78000
3130549,1,357,2830,0,3187,1,9000
3130629,1,419,2510,140,3069,1,3000
3130649,1,456,4250,0,4706,1,5000
3130749,1,552,12600,0,13152,0,20000
3130849,1,397,35720,0,36117,0,0
3130949,1,562,8140,0,8702,0,0
3131049,1,339,3678,0,4017,0,0
3131149,1,378,6400,0,6778,0,0
3210139,1,472.5,16438,440,17350.5,1,74500
3210149,1,628,12500,0,13128,1,2000
3210159,1,595,60166,0,60761,0,0
3210239,1,633,65581,0,66214,1,5000
3210249,1,536,30058,0,30594,0,0
3210259,1,797,20476,0,21273,0,7000
3210339,1,383,7613,0,7996,1,12000
3210349,1,400,5586,125,6111,0,0
3210359,1,641,36136,0,36777,0,0
3210439,1,505.5,6734,0,7239.5,1,29000
3210449,1,480.5,12572,0,13052.5,0,7000
3210459,1,913,172316,0,173229,0,0
3210539,1,667.5,9140,100,9907.5,1,35500
3210549,1,216,5741,0,5957,0,0
3210619,1,722,5241,0,5963,1,11600
3210649,1,862,16243,0,17105,0,42000
3210739,1,750.8000001907349,12806,110,13666.800000190735,1,37000
3210749,1,532,10908,0,11440,1,11000
3210829,1,679,8702,120,9501,1,28000
3210929,1,737.5,44590,0,45327.5,1,3000
3211039,1,454,8986,0,9440,1,38000
3220139,1,219,1277,0,1496,1,10000
3220149,1,449,52512,0,52961,0,25000
3220159,1,982,42034,0,43016,0,8000
3220239,1,388,3420,0,3808,1,23000
3220249,1,242,9445,0,9687,0,0
3220259,1,1219.2000007629395,26975,0,28194.20000076294,0,0
3220339,1,148.5,1912,0,2060.5,1,9000
3220349,1,443,87600,0,88043,0,0
3220359,1,914,68084,0,68998,0,0
3220419,1,868,14374,0,15242,1,35000
3220449,1,320,4796,0,5116,0,0
3220459,1,1653,36455,0,38108,0,0
3220539,1,500.5,2420,0,2920.5,1,24000
3220549,1,200,1716,10,1926,0,0
3220619,1,516,6072,0,6588,1,13000
3220739,1,350.8000001907349,6716,0,7066.800000190735,1,24500
3220839,1,819,2636,0,3455,1,25000
3220939,1,418.5,4560,0,4978.5,1,12000
3221019,1,423,15887,0,16310,1,12000
3221139,1,256,10045,0,10301,1,40000
3221239,1,365,5459,0,5824,1,23000
3230139,1,324,4300,0,4624,1,21000
3230149,1,673.5,13050,0,13723.5,1,24000
3230159,1,692,7750,200,8642,0,0
3230219,1,160.5,7991,0,8151.5,1,4000
3230249,1,342,1212,0,1554,1,12000
3230259,1,342.25,143685,0,144027.25,0,0
3230339,1,461,5380,125,5966,1,13000
3230349,1,672,14755,0,15427,0,0
3230359,1,1168.1000003814697,41065,850,43083.10000038147,0,0
3230439,1,964,29306,300,30570,1,12000
3230449,1,726,14685,0,15411,0,25000
3230459,1,639.75,5377,100,6116.75,0,0
3230539,1,243,770,0,1013,1,36000
3230549,1,628.5,34645,250,35523.5,0,80000
3230639,1,312,2030,25,2367,1,5000
3230649,1,633.5,10305,0,10938.5,0,0
3230719,1,405.5,3250,0,3655.5,1,4000
3230749,1,263,2140,100,2503,0,0
3230839,1,392,4432,100,4924,1,7500
3230939,1,586,7650,160,8396,1,22000
3231039,1,347,6725,85,7157,1,9000
