"hhcode","casenum","date","weight_","day","month","year","thanaid","thanade","villid","villde","hhid","partcptn","hhtype","hhserial","relign","relhh","distance","lat_type","electric","samity","member","d_hat","d_bcentr","d_bank"
1840239,2,"9/13/99",1,3,8,99,18,"JALDHAKA",4,"",2,3,9,2,1,1,0.00999999977648258,1,2,1,2,0.100000001490116,1,8.5
1840249,23,"9/13/99",1,17,7,99,18,"JALDHAKA",4,"",2,4,9,23,1,1,0.100000001490116,1,2,1,2,0.5,1.10000002384186,9
1840259,28,"9/13/99",1,14,7,99,18,"JALDHAKA",4,"",2,5,9,28,1,1,0.200000002980232,3,2,1,2,0.5,1.20000004768372,9
1840339,3,"9/13/99",1,11,8,99,18,"JALDHAKA",4,"",3,3,9,3,1,1,0.150000005960464,3,2,1,2,0.25,1.60000002384186,9.5
1840349,24,"9/13/99",1,13,7,99,18,"JALDHAKA",4,"",3,4,9,24,1,1,0.200000002980232,1,2,1,2,0.200000002980232,1.20000004768372,9
1840359,29,"9/13/99",1,9,7,99,18,"JALDHAKA",4,"",3,5,9,29,1,1,0.600000023841858,2,2,1,2,0.600000023841858,1.60000002384186,9
1840439,4,"9/13/99",1,3,8,99,18,"JALDHAKA",4,"",4,3,9,4,1,1,0.200000002980232,2,2,1,2,0.200000002980232,1.29999995231628,9
1840449,25,"9/13/99",1,21,7,99,18,"JALDHAKA",4,"",4,4,9,25,1,1,0.100000001490116,2,2,1,2,0.5,1,9
1840459,30,"9/13/99",1,10,7,99,18,"JALDHAKA",4,"",4,5,9,30,1,1,0.5,3,2,1,2,0.5,1.5,9
1840539,5,"9/13/99",1,12,8,99,18,"JALDHAKA",4,"",5,3,9,5,1,1,0.400000005960464,1,2,1,2,0.800000011920929,1,9
1840549,26,"9/13/99",1,12,7,99,18,"JALDHAKA",4,"",5,4,9,26,1,1,0.5,2,2,1,2,0.75,1.5,9
1840559,31,"9/13/99",1,22,7,99,18,"JALDHAKA",4,"",5,5,9,31,1,1,0.5,2,2,1,2,0.5,1.5,9
1840639,6,"9/13/99",1,21,7,99,18,"JALDHAKA",4,"",6,3,9,6,1,1,0.200000002980232,3,2,1,2,1.20000004768372,1.20000004768372,9
1840739,7,"9/13/99",1,10,8,99,18,"JALDHAKA",4,"",7,3,9,7,1,1,0.5,1,2,1,2,0.699999988079071,1.20000004768372,9
1840839,8,"9/13/99",1,6,8,99,18,"JALDHAKA",4,"",8,3,9,8,1,1,0.400000005960464,1,2,1,2,0.600000023841858,1,9
1840939,9,"9/13/99",1,15,8,99,18,"JALDHAKA",4,"",9,3,9,9,1,2,0.5,1,2,1,2,0.800000011920929,1.29999995231628,9
1841039,10,"9/13/99",1,4,8,99,18,"JALDHAKA",4,"",10,3,9,10,1,1,0.5,2,2,1,2,0.5,1.20000004768372,9
1841139,11,"9/13/99",1,27,7,99,18,"JALDHAKA",4,"",11,3,9,11,1,1,0.5,3,2,1,2,0.5,0.5,9
1841239,12,"9/13/99",1,28,7,99,18,"JALDHAKA",4,"",12,3,9,12,1,1,0.400000005960464,1,2,1,2,0.600000023841858,1.20000004768372,9
1841339,13,"9/13/99",1,29,7,99,18,"JALDHAKA",4,"",13,3,9,13,1,1,0.400000005960464,1,2,1,2,0.400000005960464,1.39999997615814,9
1841439,14,"9/13/99",1,31,7,99,18,"JALDHAKA",4,"",14,3,9,14,1,3,0.100000001490116,3,2,1,2,0.600000023841858,0.600000023841858,9
1841539,15,"9/13/99",1,7,8,99,18,"JALDHAKA",4,"",15,3,9,15,1,1,0.5,3,2,1,2,0.5,0.5,9
1841639,16,"9/13/99",1,9,8,99,18,"JALDHAKA",4,"",16,3,9,16,1,1,0.600000023841858,1,2,1,2,0.5,1,9
1841739,17,"9/13/99",1,11,8,99,18,"JALDHAKA",4,"",17,3,9,17,1,1,0.5,1,2,1,2,0.699999988079071,1.20000004768372,9
1841839,18,"9/13/99",1,7,8,99,18,"JALDHAKA",4,"",18,3,9,18,1,1,0.200000002980232,1,2,1,2,0.699999988079071,1,9
1841939,19,"9/13/99",1,5,8,99,18,"JALDHAKA",4,"",19,3,9,19,1,1,1,2,1,2,1.79769313486232e+308,0.800000011920929,1,8.80000019073486
1842039,20,"9/13/99",1,9,8,99,18,"JALDHAKA",4,"",20,3,9,20,1,1,0.00999999977648258,1,2,2,1.79769313486232e+308,0.5,1.79999995231628,9.5
1842139,21,"9/13/99",1,4,8,99,18,"JALDHAKA",4,"",21,3,9,21,1,1,0.150000005960464,1,2,1,2,0.600000023841858,1,8.69999980926514
1910141,40,"9/16/99",1,1,7,99,19,"PATUAKHALI SADAR",1,"",1,4,1,20,1,2,1,2,2,2,1.79769313486232e+308,1.5,4,3.5
1910151,45,"9/16/99",1,24,6,99,19,"PATUAKHALI SADAR",1,"",1,5,1,25,1,1,1,2,2,2,1.79769313486232e+308,1,4,3.5
1910231,21,"9/16/99",1,28,6,99,19,"PATUAKHALI SADAR",1,"",2,3,1,1,1,2,0.200000002980232,2,1,2,1.79769313486232e+308,0.300000011920929,4,3.5
1910232,22,"9/16/99",1,4,7,99,19,"PATUAKHALI SADAR",1,"",2,3,2,2,1,2,0.300000011920929,2,2,2,1.79769313486232e+308,0.400000005960464,4,3.5
1910241,41,"9/16/99",1,19,6,99,19,"PATUAKHALI SADAR",1,"",2,4,1,21,1,2,0.5,2,2,2,1.79769313486232e+308,0.5,5,5
1910251,46,"9/16/99",1,26,6,99,19,"PATUAKHALI SADAR",1,"",2,5,1,26,1,3,1.5,2,2,2,1.79769313486232e+308,1.5,4,3.5
1910331,23,"9/16/99",1,29,6,99,19,"PATUAKHALI SADAR",1,"",3,3,1,3,1,3,0.100000001490116,2,2,2,1.79769313486232e+308,0.400000005960464,4,3.5
1910431,24,"9/16/99",1,21,6,99,19,"PATUAKHALI SADAR",1,"",4,3,1,4,2,2,1.5,2,1,2,1.79769313486232e+308,1.5,4,3.5
1910441,42,"9/16/99",1,15,6,99,19,"PATUAKHALI SADAR",1,"",4,4,1,22,2,2,0.5,2,2,2,1.79769313486232e+308,0.5,7,6
1910459,47,"9/16/99",1,3,7,99,19,"PATUAKHALI SADAR",1,"",4,5,9,27,1,2,1.5,2,2,2,1.79769313486232e+308,1.5,4,3.5
1910531,25,"9/16/99",1,23,6,99,19,"PATUAKHALI SADAR",1,"",5,3,1,5,1,1,1,2,2,2,1.79769313486232e+308,1,4,3.5
1910541,43,"9/16/99",1,18,6,99,19,"PATUAKHALI SADAR",1,"",5,4,1,23,1,8,0.5,2,1,2,1.79769313486232e+308,0.5,5,5
1910631,26,"9/16/99",1,27,6,99,19,"PATUAKHALI SADAR",1,"",6,3,1,6,1,2,0.300000011920929,2,1,2,1.79769313486232e+308,1,3.5,4
1910641,44,"9/16/99",1,17,6,99,19,"PATUAKHALI SADAR",1,"",6,4,1,24,1,1,0.5,2,2,2,1.79769313486232e+308,0.5,5,5
1910731,27,"9/16/99",1,25,6,99,19,"PATUAKHALI SADAR",1,"",7,3,1,7,2,2,1.5,2,1,2,1.79769313486232e+308,1.5,4,3.5
1910831,28,"9/16/99",1,26,6,99,19,"PATUAKHALI SADAR",1,"",8,3,1,8,1,1,0.200000002980232,2,2,2,1.79769313486232e+308,0.5,3.5,4
1910931,29,"9/16/99",1,30,6,99,19,"PATUAKHALI SADAR",1,"",9,3,1,9,1,1,1,2,2,2,1.79769313486232e+308,1.5,4.5,4
1911031,30,"9/16/99",1,16,6,99,19,"PATUAKHALI SADAR",1,"",10,3,1,10,1,8,1,2,2,2,1.79769313486232e+308,1,5,6
1911231,31,"9/16/99",1,22,6,99,19,"PATUAKHALI SADAR",1,"",12,3,1,11,1,1,1.5,2,2,2,1.79769313486232e+308,1.5,4,3.5
1911331,32,"9/16/99",1,14,6,99,19,"PATUAKHALI SADAR",1,"",13,3,1,12,1,1,1,2,2,2,1.79769313486232e+308,1,4,4
1911431,33,"9/16/99",1,2,7,99,19,"PATUAKHALI SADAR",1,"",14,3,1,13,1,2,1.5,2,2,2,1.79769313486232e+308,1.5,4,3.5
1911539,34,"9/16/99",1,6,7,99,19,"PATUAKHALI SADAR",1,"",15,3,9,14,1,2,1.5,2,2,2,1.79769313486232e+308,1,4,3.5
1911639,35,"9/16/99",1,7,7,99,19,"PATUAKHALI SADAR",1,"",16,3,9,15,1,2,1.5,2,2,2,1.79769313486232e+308,1,4,3.5
1911739,36,"9/16/99",1,9,7,99,19,"PATUAKHALI SADAR",1,"",17,3,9,16,1,2,1.5,2,2,2,1.79769313486232e+308,1,4,3.5
1911839,37,"9/16/99",1,10,7,99,19,"PATUAKHALI SADAR",1,"",18,3,9,17,1,2,1,2,2,2,1.79769313486232e+308,1,5,4
1911939,38,"9/16/99",1,13,7,99,19,"PATUAKHALI SADAR",1,"",19,3,9,18,1,2,1.5,2,2,2,1.79769313486232e+308,1,4,3.5
1912039,39,"9/16/99",1,14,7,99,19,"PATUAKHALI SADAR",1,"",20,3,9,19,1,2,1.5,2,2,2,1.79769313486232e+308,1,4,3.5
1920131,284,"6/28/99",1,6,4,99,19,"PATUAKHALI SADAR",2,"",1,3,1,1,1,8,0.800000011920929,2,2,2,1.79769313486232e+308,0.200000002980232,2,5
1920141,307,"6/29/99",1,26,2,99,19,"PATUAKHALI SADAR",2,"",1,4,1,24,2,2,0.300000011920929,2,2,2,1.79769313486232e+308,0.200000002980232,0.400000005960464,5
1920151,312,"6/29/99",1,1,4,99,19,"PATUAKHALI SADAR",2,"",1,5,1,29,1,2,1,4,1,2,1.79769313486232e+308,0.5,3.5,5
1920231,285,"6/28/99",1,21,2,99,19,"PATUAKHALI SADAR",2,"",2,3,1,2,1,2,1,3,2,2,1.79769313486232e+308,0.5,2,5
1920241,308,"6/29/99",1,5,3,99,19,"PATUAKHALI SADAR",2,"",2,4,1,25,1,2,0.5,1,2,2,1.79769313486232e+308,1,4,5
1920251,313,"6/29/99",1,28,2,99,19,"PATUAKHALI SADAR",2,"",2,5,1,30,2,3,0.400000005960464,2,2,2,1.79769313486232e+308,0.5,3.5,5.5
1920331,286,"6/28/99",1,18,3,99,19,"PATUAKHALI SADAR",2,"",3,3,1,3,1,2,0.300000011920929,3,2,2,1.79769313486232e+308,0.5,3.5,5.5
1920351,314,"6/29/99",1,24,2,99,19,"PATUAKHALI SADAR",2,"",3,5,1,31,1,2,0.300000011920929,2,1,2,1.79769313486232e+308,2,0.5,5.5
1920431,287,"6/28/99",1,3,3,99,19,"PATUAKHALI SADAR",2,"",4,3,1,4,1,1,0.0500000007450581,2,2,2,1.79769313486232e+308,0.5,4,4.5
1920441,309,"6/29/99",1,7,4,99,19,"PATUAKHALI SADAR",2,"",4,4,1,26,1,1,0.5,4,1,2,1.79769313486232e+308,1,3,5.5
1920459,315,"6/29/99",1,9,4,99,19,"PATUAKHALI SADAR",2,"",4,5,9,32,1,1,0.200000002980232,2,1,2,1.79769313486232e+308,0.5,4,5
1920531,288,"6/28/99",1,28,2,99,19,"PATUAKHALI SADAR",2,"",5,3,1,5,1,2,0.0500000007450581,3,2,2,1.79769313486232e+308,0.400000005960464,4,5.5
1920541,310,"6/29/99",1,27,2,99,19,"PATUAKHALI SADAR",2,"",5,4,1,27,1,2,0.0500000007450581,2,1,2,1.79769313486232e+308,0.5,2.5,5.5
1920631,289,"6/28/99",1,19,2,99,19,"PATUAKHALI SADAR",2,"",6,3,1,6,1,1,1,2,2,2,1.79769313486232e+308,0.5,5.5,5
1920641,311,"6/29/99",1,6,3,99,19,"PATUAKHALI SADAR",2,"",6,4,1,28,1,1,0.200000002980232,2,2,2,1.79769313486232e+308,0.5,4,5
1920731,290,"6/28/99",1,22,2,99,19,"PATUAKHALI SADAR",2,"",7,3,1,7,1,2,1,4,1,2,1.79769313486232e+308,0.5,5,5
1920831,291,"6/28/99",1,23,2,99,19,"PATUAKHALI SADAR",2,"",8,3,1,8,1,2,0.5,1,2,2,1.79769313486232e+308,1,4,5
1920931,292,"6/28/99",1,20,3,99,19,"PATUAKHALI SADAR",2,"",9,3,1,9,1,2,0.00999999977648258,2,2,2,1.79769313486232e+308,0.200000002980232,3,5
1921031,293,"6/28/99",1,25,2,99,19,"PATUAKHALI SADAR",2,"",10,3,1,10,1,3,0.5,2,1,2,1.79769313486232e+308,0.5,2.5,5
1921231,294,"6/28/99",1,4,3,99,19,"PATUAKHALI SADAR",2,"",12,3,1,11,1,8,1,3,2,2,1.79769313486232e+308,0.5,3.5,4
1921331,295,"6/28/99",1,5,4,99,19,"PATUAKHALI SADAR",2,"",13,3,1,12,2,1,0.300000011920929,3,2,2,1.79769313486232e+308,0.5,4.5,5
1921431,296,"6/28/99",1,22,3,99,19,"PATUAKHALI SADAR",2,"",14,3,1,13,1,1,0.00999999977648258,2,2,2,1.79769313486232e+308,0.200000002980232,3,5
1921539,297,"6/28/99",1,10,4,99,19,"PATUAKHALI SADAR",2,"",15,3,9,14,1,1,0.200000002980232,2,2,2,1.79769313486232e+308,0.300000011920929,0.400000005960464,4.40000009536743
1921639,298,"6/28/99",1,11,4,99,19,"PATUAKHALI SADAR",2,"",16,3,9,15,1,2,1,3,1,2,1.79769313486232e+308,1.5,3,5
1921739,299,"6/29/99",1,12,6,99,19,"PATUAKHALI SADAR",2,"",17,3,9,16,1,2,1,3,2,2,1.79769313486232e+308,1,3,5
1921839,300,"6/29/99",1,13,4,99,19,"PATUAKHALI SADAR",2,"",18,3,9,17,1,2,0.5,2,2,2,1.79769313486232e+308,0.200000002980232,4,4.40000009536743
1921939,301,"6/29/99",1,22,4,99,19,"PATUAKHALI SADAR",2,"",19,3,9,18,1,1,0.200000002980232,2,2,2,1.79769313486232e+308,0.300000011920929,4,5
1922039,302,"6/29/99",1,15,4,99,19,"PATUAKHALI SADAR",2,"",20,3,9,19,1,2,1,2,1,2,1.79769313486232e+308,1.5,3,5
1922139,303,"6/29/99",1,14,4,99,19,"PATUAKHALI SADAR",2,"",21,3,9,20,1,2,1,2,2,2,1.79769313486232e+308,0.5,4,4
1922239,304,"6/29/99",1,15,4,99,19,"PATUAKHALI SADAR",2,"",22,3,9,21,1,2,0.200000002980232,2,2,2,1.79769313486232e+308,0.400000005960464,0.5,5
1922339,305,"6/29/99",1,16,4,99,19,"PATUAKHALI SADAR",2,"",23,3,9,22,1,2,0.400000005960464,2,2,2,1.79769313486232e+308,1,3,5.5
1922439,306,"6/29/99",1,17,4,99,19,"PATUAKHALI SADAR",2,"",24,3,9,23,1,1,0.300000011920929,3,1,2,1.79769313486232e+308,0.5,5,5.5
1930131,25,"7/09/99",1,3,5,99,19,"PATUAKHALI SADAR",3,"",1,3,1,1,1,2,8,2,2,2,1.79769313486232e+308,4,8,8
1930141,39,"7/09/99",1,1,5,99,19,"PATUAKHALI SADAR",3,"",1,4,1,15,1,1,3,2,2,2,1.79769313486232e+308,2,8,8
1930151,45,"7/09/99",1,9,5,99,19,"PATUAKHALI SADAR",3,"",1,5,1,21,1,1,8,2,2,2,1.79769313486232e+308,4,8,8
1930231,26,"7/09/99",1,5,5,99,19,"PATUAKHALI SADAR",3,"",2,3,1,2,1,1,8,2,2,2,1.79769313486232e+308,4,8,8
1930241,40,"7/09/99",1,12,5,99,19,"PATUAKHALI SADAR",3,"",2,4,1,16,1,2,8,2,2,2,1.79769313486232e+308,3,8,8
1930251,46,"7/09/99",1,24,5,99,19,"PATUAKHALI SADAR",3,"",2,5,1,22,2,9,6,3,2,2,1.79769313486232e+308,0.5,7,7
1930331,27,"7/09/99",1,27,5,99,19,"PATUAKHALI SADAR",3,"",3,3,1,3,2,2,7,3,2,2,1.79769313486232e+308,0.5,6,7
1930341,41,"7/09/99",1,13,5,99,19,"PATUAKHALI SADAR",3,"",3,4,1,17,1,2,8,2,2,2,1.79769313486232e+308,4,8,8
1930351,47,"7/09/99",1,11,5,99,19,"PATUAKHALI SADAR",3,"",3,5,1,23,1,2,7,2,2,2,1.79769313486232e+308,2.5,8,8
1930441,42,"7/09/99",1,26,5,99,19,"PATUAKHALI SADAR",3,"",4,4,1,18,2,2,7,2,2,2,1.79769313486232e+308,3.5,8,8
1930459,48,"7/09/99",1,29,5,99,19,"PATUAKHALI SADAR",3,"",4,5,9,24,1,1,7,2,2,2,1.79769313486232e+308,2.5,8,8
1930531,28,"7/09/99",1,6,5,99,19,"PATUAKHALI SADAR",3,"",5,3,1,4,1,2,8,2,2,2,1.79769313486232e+308,4,8,8
1930541,43,"7/09/99",1,19,5,99,19,"PATUAKHALI SADAR",3,"",5,4,1,19,1,1,7,2,2,2,1.79769313486232e+308,2,6,8
1930631,29,"7/09/99",1,4,5,99,19,"PATUAKHALI SADAR",3,"",6,3,1,5,1,3,8,2,2,2,1.79769313486232e+308,4,8,8
1930641,44,"7/09/99",1,20,5,99,19,"PATUAKHALI SADAR",3,"",6,4,1,20,1,2,3,2,2,2,1.79769313486232e+308,2,8,8
1930731,30,"7/09/99",1,8,5,99,19,"PATUAKHALI SADAR",3,"",7,3,1,6,1,2,7,2,2,2,1.79769313486232e+308,4,8,8
1930839,31,"7/09/99",1,21,5,99,19,"PATUAKHALI SADAR",3,"",8,3,9,7,1,1,6,2,2,2,1.79769313486232e+308,0.200000002980232,5,5
1930931,32,"7/09/99",1,16,5,99,19,"PATUAKHALI SADAR",3,"",9,3,1,8,1,1,8,1,2,2,1.79769313486232e+308,4,8,8
1931031,33,"7/09/99",1,20,5,99,19,"PATUAKHALI SADAR",3,"",10,3,1,9,1,2,8,1,2,2,1.79769313486232e+308,3,8,8
1931131,34,"7/09/99",1,7,5,99,19,"PATUAKHALI SADAR",3,"",11,3,1,10,1,1,8,2,2,2,1.79769313486232e+308,4,8,8
1931231,35,"7/09/99",1,28,5,99,19,"PATUAKHALI SADAR",3,"",12,3,1,11,1,2,7,2,2,2,1.79769313486232e+308,2,6,7
1931232,36,"7/09/99",1,30,5,99,19,"PATUAKHALI SADAR",3,"",12,3,2,12,1,2,7,2,2,2,1.79769313486232e+308,2,6,7
1931331,37,"7/09/99",1,23,5,99,19,"PATUAKHALI SADAR",3,"",13,3,1,13,1,3,5,3,2,2,1.79769313486232e+308,0.100000001490116,5,5
1931431,38,"7/09/99",1,17,5,99,19,"PATUAKHALI SADAR",3,"",14,3,1,14,1,3,8,3,2,2,1.79769313486232e+308,2,8,8
1940139,1,"9/09/99",1,12,7,99,19,"PATUAKHALI SADAR",4,"",1,3,9,1,1,2,1.5,2,2,2,1.79769313486232e+308,2,2,1.5
1940149,16,"9/11/99",1,1,8,99,19,"PATUAKHALI SADAR",4,"",1,4,9,16,1,1,1.5,3,2,2,1.79769313486232e+308,1.5,1.5,1.5
1940159,21,"9/11/99",1,6,8,99,19,"PATUAKHALI SADAR",4,"",1,5,9,21,1,1,1.5,2,2,2,1.79769313486232e+308,2,2,1.5
1940239,2,"9/09/99",1,18,7,99,19,"PATUAKHALI SADAR",4,"",2,3,9,2,1,1,1.5,3,2,2,1.79769313486232e+308,2,2,1.5
1940249,17,"9/11/99",1,17,7,99,19,"PATUAKHALI SADAR",4,"",2,4,9,17,1,1,1.5,2,2,2,1.79769313486232e+308,2,2,1.5
1940259,22,"9/11/99",1,14,7,99,19,"PATUAKHALI SADAR",4,"",2,5,9,22,1,1,2,2,2,2,1.79769313486232e+308,2,2,2
1940339,3,"9/09/99",1,11,7,99,19,"PATUAKHALI SADAR",4,"",3,3,9,3,1,2,1.5,2,2,2,1.79769313486232e+308,2,2,2
1940349,18,"9/11/99",1,3,8,99,19,"PATUAKHALI SADAR",4,"",3,4,9,18,1,1,1.5,2,2,2,1.79769313486232e+308,1.5,1.5,1.5
1940359,23,"9/11/99",1,10,7,99,19,"PATUAKHALI SADAR",4,"",3,5,9,23,1,1,2,2,2,2,1.79769313486232e+308,2,2,2
1940439,4,"9/09/99",1,10,7,99,19,"PATUAKHALI SADAR",4,"",4,3,9,4,1,2,1.5,2,2,2,1.79769313486232e+308,2,2,1.5
1940449,19,"9/11/99",1,28,7,99,19,"PATUAKHALI SADAR",4,"",4,4,9,19,1,1,1.5,2,2,2,1.79769313486232e+308,3,3,2
1940459,24,"9/11/99",1,8,8,99,19,"PATUAKHALI SADAR",4,"",4,5,9,24,1,1,1.5,3,2,2,1.79769313486232e+308,2,2,1.5
1940539,5,"9/09/99",1,12,7,99,19,"PATUAKHALI SADAR",4,"",5,3,9,5,1,2,1.5,3,2,2,1.79769313486232e+308,1.5,1.5,1.5
1940549,20,"9/11/99",1,5,8,99,19,"PATUAKHALI SADAR",4,"",5,4,9,20,1,1,2,2,2,2,1.79769313486232e+308,2,2,2
1940559,25,"9/11/99",1,8,8,99,19,"PATUAKHALI SADAR",4,"",5,5,9,25,1,1,1.5,3,2,2,1.79769313486232e+308,3,3,1.5
1940639,6,"9/09/99",1,13,7,99,19,"PATUAKHALI SADAR",4,"",6,3,9,6,1,2,1.5,2,2,2,1.79769313486232e+308,2,2,1.5
1940739,7,"9/09/99",1,14,7,99,19,"PATUAKHALI SADAR",4,"",7,3,9,7,1,2,1.5,3,2,2,1.79769313486232e+308,2,1.5,1.5
1940839,8,"9/09/99",1,16,7,99,19,"PATUAKHALI SADAR",4,"",8,3,9,8,1,1,1,3,1,2,1.79769313486232e+308,1.5,1.5,1
1940939,9,"9/09/99",1,17,7,99,19,"PATUAKHALI SADAR",4,"",9,3,9,9,1,2,1.5,3,2,2,1.79769313486232e+308,2,2,1.5
1941039,10,"9/09/99",1,19,7,99,19,"PATUAKHALI SADAR",4,"",10,3,9,10,1,2,1.5,3,2,2,1.79769313486232e+308,2,2,1.5
1941139,11,"9/09/99",1,21,7,99,19,"PATUAKHALI SADAR",4,"",11,3,9,11,2,1,1.5,2,2,2,1.79769313486232e+308,2,2,1.5
1941239,12,"9/09/99",1,24,7,99,19,"PATUAKHALI SADAR",4,"",12,3,9,12,1,2,1.5,3,2,2,1.79769313486232e+308,2,2,1.5
1941339,13,"9/09/99",1,25,7,99,19,"PATUAKHALI SADAR",4,"",13,3,9,13,1,2,1.5,3,2,2,1.79769313486232e+308,2,2,1.5
1941439,14,"9/09/99",1,25,7,99,19,"PATUAKHALI SADAR",4,"",14,3,9,14,1,2,1.5,2,2,2,1.79769313486232e+308,2,2,1.5
1941539,15,"9/11/99",1,28,7,99,19,"PATUAKHALI SADAR",4,"",15,3,9,15,1,2,1.5,3,2,2,1.79769313486232e+308,2,2,1.5
2010131,74,"10/03/99",1,13,7,99,20,"PIRGONJ",1,"",1,3,1,1,1,2,0.25,2,2,2,1.79769313486232e+308,1.5,6,3
2010141,95,"10/03/99",1,17,7,99,20,"PIRGONJ",1,"",1,4,1,22,1,1,0.25,2,2,2,1.79769313486232e+308,1.5,6,3
2010151,102,"10/03/99",1,20,7,99,20,"PIRGONJ",1,"",1,5,1,29,1,1,2,1,2,2,1.79769313486232e+308,2.5,8,5
2010231,75,"10/03/99",1,13,7,99,20,"PIRGONJ",1,"",2,3,1,2,1,2,0.25,1,2,2,1.79769313486232e+308,1.5,6,3
2010241,96,"10/03/99",1,14,7,99,20,"PIRGONJ",1,"",2,4,1,23,1,1,0.25,1,2,2,1.79769313486232e+308,1.5,5,3
2010251,103,"10/03/99",1,21,7,99,20,"PIRGONJ",1,"",2,5,1,30,1,1,1,1,2,2,1.79769313486232e+308,2,6,3.5
2010252,104,"10/03/99",1,30,7,99,20,"PIRGONJ",1,"",2,5,2,31,1,1,1,1,2,2,1.79769313486232e+308,2,6,3.5
2010331,76,"10/03/99",1,14,7,99,20,"PIRGONJ",1,"",3,3,1,3,1,1,0.25,1,2,2,1.79769313486232e+308,1.5,6,3
2010341,97,"10/03/99",1,15,7,99,20,"PIRGONJ",1,"",3,4,1,24,1,1,0.25,2,2,2,1.79769313486232e+308,1.5,6,3
2010351,105,"10/03/99",1,28,7,99,20,"PIRGONJ",1,"",3,5,1,32,1,3,0.100000001490116,3,2,2,1.79769313486232e+308,3,8,3
2010431,77,"10/03/99",1,18,7,99,20,"PIRGONJ",1,"",4,3,1,4,1,1,1,1,2,2,1.79769313486232e+308,2.5,6,3.5
2010441,98,"10/03/99",1,26,7,99,20,"PIRGONJ",1,"",4,4,1,25,1,1,0.200000002980232,2,2,2,1.79769313486232e+308,3,8,3
2010459,106,"10/03/99",1,11,8,99,20,"PIRGONJ",1,"",4,5,9,33,1,1,0.25,3,2,2,1.79769313486232e+308,3,8,3
2010531,78,"10/03/99",1,22,7,99,20,"PIRGONJ",1,"",5,3,1,5,1,1,0,1,2,2,1.79769313486232e+308,1.5,6,3.5
2010541,99,"10/03/99",1,31,7,99,20,"PIRGONJ",1,"",5,4,1,26,1,1,0.100000001490116,3,2,2,1.79769313486232e+308,3,8,3
2010542,100,"10/03/99",1,2,8,99,20,"PIRGONJ",1,"",5,4,2,27,1,2,0.100000001490116,3,2,2,1.79769313486232e+308,3,8,3
2010543,101,"10/03/99",1,3,8,99,20,"PIRGONJ",1,"",5,4,3,28,1,2,0.100000001490116,1,2,2,1.79769313486232e+308,3,8,3
2010631,79,"10/03/99",1,20,7,99,20,"PIRGONJ",1,"",6,3,1,6,1,2,1,1,2,2,1.79769313486232e+308,2,6,3.5
2010731,80,"10/03/99",1,24,7,99,20,"PIRGONJ",1,"",7,3,1,7,1,2,1.5,1,2,2,1.79769313486232e+308,3,8,4.5
2010831,81,"10/03/99",1,22,7,99,20,"PIRGONJ",1,"",8,3,1,8,1,2,1.5,1,2,2,1.79769313486232e+308,2.5,8,4
2010931,82,"10/03/99",1,17,7,99,20,"PIRGONJ",1,"",9,3,1,9,1,1,0,1,2,2,1.79769313486232e+308,1.5,6,3
2011031,83,"10/03/99",1,18,7,99,20,"PIRGONJ",1,"",10,3,1,10,1,2,0.100000001490116,1,2,2,1.79769313486232e+308,1.5,5,3
2011131,84,"10/03/99",1,20,7,99,20,"PIRGONJ",1,"",11,3,1,11,1,1,1,1,2,2,1.79769313486232e+308,2.5,7,3.5
2011132,85,"10/03/99",1,29,7,99,20,"PIRGONJ",1,"",11,3,2,12,1,2,1,1,2,2,1.79769313486232e+308,1.5,6,3.5
2011231,86,"10/03/99",1,25,7,99,20,"PIRGONJ",1,"",12,3,1,13,1,1,1,1,2,2,1.79769313486232e+308,1.5,6,3.5
2011339,87,"10/03/99",1,31,7,99,20,"PIRGONJ",1,"",13,3,9,14,1,1,0.25,2,1,2,1.79769313486232e+308,1.5,6,3
2011439,88,"10/03/99",1,2,8,99,20,"PIRGONJ",1,"",14,3,9,15,1,1,0,1,2,2,1.79769313486232e+308,1.5,6,3
2011539,89,"10/03/99",1,4,8,99,20,"PIRGONJ",1,"",15,3,9,16,1,2,1,1,2,2,1.79769313486232e+308,2,6,3.5
2011639,90,"10/03/99",1,7,8,99,20,"PIRGONJ",1,"",16,3,9,17,1,1,0.5,1,2,2,1.79769313486232e+308,1.5,6,3.5
2011739,91,"10/03/99",1,4,8,99,20,"PIRGONJ",1,"",17,3,9,18,1,1,0.0500000007450581,2,2,2,1.79769313486232e+308,3,8,3
2011839,92,"10/03/99",1,6,8,99,20,"PIRGONJ",1,"",18,3,9,19,1,2,0.25,1,2,2,1.79769313486232e+308,2,7,3
2011939,93,"10/03/99",1,8,8,99,20,"PIRGONJ",1,"",19,3,9,20,1,1,0.25,2,2,2,1.79769313486232e+308,3,8,3
2012039,94,"10/03/99",1,10,8,99,20,"PIRGONJ",1,"",20,3,9,20,1,2,0.25,2,2,2,1.79769313486232e+308,2,8,3
2020131,32,"9/22/99",1,1,9,99,20,"PIRGONJ",2,"",1,3,1,1,1,1,0.25,2,2,2,1.79769313486232e+308,2,2,2
2020132,33,"9/22/99",1,4,9,99,20,"PIRGONJ",2,"",1,3,2,2,1,1,0.100000001490116,3,2,2,1.79769313486232e+308,2,2,2
