"hhcode","casenum","date","weight_","day","month","year","thanaid","thanade","villid","villde","hhid","partcptn","hhtype","hhserial","relign","relhh","distance","lat_type","electric","samity","member","d_hat","d_bcentr","d_bank"
910221,345,"7/12/99",1,17,5,99,9,"BIRGANJ",1,"",2,2,1,2,2,1,0.25,1,1,2,1.79769313486232e+308,0.25,4,4
910222,346,"7/12/99",1,20,5,99,9,"BIRGANJ",1,"",2,2,2,3,2,1,0.25,1,1,2,1.79769313486232e+308,0.25,5,5
910241,361,"7/12/99",1,12,6,99,9,"BIRGANJ",1,"",2,4,1,18,2,1,0,1,2,2,1.79769313486232e+308,0,6,6
910251,366,"7/12/99",1,13,6,99,9,"BIRGANJ",1,"",2,5,1,23,2,1,0,1,2,2,1.79769313486232e+308,0,6,6
910321,347,"7/12/99",1,19,5,99,9,"BIRGANJ",1,"",3,2,1,4,2,1,0,1,2,2,1.79769313486232e+308,0,5,5
910322,348,"7/12/99",1,27,5,99,9,"BIRGANJ",1,"",3,2,2,5,2,1,0,1,2,2,1.79769313486232e+308,0,5,5
910341,362,"7/12/99",1,20,6,99,9,"BIRGANJ",1,"",3,4,1,19,1,1,0,3,2,2,1.79769313486232e+308,0.5,0.5,0.5
910351,367,"7/12/99",1,16,6,99,9,"BIRGANJ",1,"",3,5,1,24,2,1,0.25,1,1,2,1.79769313486232e+308,0,6,6
910352,368,"7/12/99",1,17,6,99,9,"BIRGANJ",1,"",3,5,2,25,2,1,0.25,1,1,2,1.79769313486232e+308,0.25,6,6
910421,349,"7/12/99",1,26,5,99,9,"BIRGANJ",1,"",4,2,1,6,2,1,0,1,2,2,1.79769313486232e+308,0,5,5
910441,363,"7/12/99",1,15,6,99,9,"BIRGANJ",1,"",4,4,1,20,1,1,0,3,1,2,1.79769313486232e+308,0.25,6,6
910459,369,"7/12/99",1,19,6,99,9,"BIRGANJ",1,"",4,5,9,26,1,1,0,1,1,2,1.79769313486232e+308,0,6,6
910521,350,"7/12/99",1,29,5,99,9,"BIRGANJ",1,"",5,2,1,7,2,1,0,1,2,2,1.79769313486232e+308,0,5,5
910541,364,"7/12/99",1,14,6,99,9,"BIRGANJ",1,"",5,4,1,21,1,1,0,4,2,2,1.79769313486232e+308,0.25,6,6
910622,351,"7/12/99",1,2,6,99,9,"BIRGANJ",1,"",6,2,2,8,2,1,0,1,2,2,1.79769313486232e+308,0,5,5
910721,352,"7/12/99",1,31,5,99,9,"BIRGANJ",1,"",7,2,1,9,2,1,0,1,2,2,1.79769313486232e+308,0.25,5,5
910722,353,"7/12/99",1,1,6,99,9,"BIRGANJ",1,"",7,2,2,10,2,2,0,1,2,2,1.79769313486232e+308,0.25,5,5
910821,354,"7/12/99",1,3,6,99,9,"BIRGANJ",1,"",8,2,1,11,2,1,0.25,1,2,2,1.79769313486232e+308,0.25,6,6
910822,355,"7/12/99",1,5,6,99,9,"BIRGANJ",1,"",8,2,2,12,2,1,0.25,1,2,2,1.79769313486232e+308,0.25,6,6
910921,356,"7/12/99",1,9,6,99,9,"BIRGANJ",1,"",9,2,1,13,1,1,0,1,1,2,1.79769313486232e+308,0.25,6,6
911021,357,"7/12/99",1,6,6,99,9,"BIRGANJ",1,"",10,2,1,14,2,1,0.25,1,2,2,1.79769313486232e+308,0.25,6,6
911121,358,"7/12/99",1,22,6,99,9,"BIRGANJ",1,"",11,2,1,15,2,1,0.25,1,2,2,1.79769313486232e+308,0.25,6,6
911221,359,"7/12/99",1,10,6,99,9,"BIRGANJ",1,"",12,2,1,16,1,1,0,2,1,2,1.79769313486232e+308,0,6,6
920121,99,"6/06/99",1,7,4,99,9,"BIRGANJ",2,"",1,2,1,1,2,1,0,3,2,2,1.79769313486232e+308,0.5,0.5,0.5
920141,111,"6/10/99",1,10,4,99,9,"BIRGANJ",2,"",1,4,1,13,2,1,0,3,2,2,1.79769313486232e+308,1,1,1
920221,100,"6/10/99",1,25,4,99,9,"BIRGANJ",2,"",2,2,1,2,2,1,0.25,1,2,2,1.79769313486232e+308,0.5,0.5,0.5
920241,112,"6/10/99",1,11,4,99,9,"BIRGANJ",2,"",2,4,1,14,2,1,0,3,2,2,1.79769313486232e+308,1,1,1
920251,116,"6/10/99",1,21,4,99,9,"BIRGANJ",2,"",2,5,1,18,2,1,0.25,2,2,2,1.79769313486232e+308,0.5,0.5,0.5
920252,117,"6/10/99",1,22,4,99,9,"BIRGANJ",2,"",2,5,2,19,2,1,0.25,2,2,2,1.79769313486232e+308,0.5,0.5,0.5
920321,101,"6/10/99",1,5,4,99,9,"BIRGANJ",2,"",3,2,1,3,2,1,0.25,1,2,2,1.79769313486232e+308,0.5,0.5,0.5
920341,113,"6/10/99",1,15,4,99,9,"BIRGANJ",2,"",3,4,1,15,3,1,0,3,2,2,1.79769313486232e+308,1,1,1
920351,118,"6/10/99",1,2,5,99,9,"BIRGANJ",2,"",3,5,1,20,1,3,1.5,4,1,2,1.79769313486232e+308,1.5,1.5,1.5
920352,119,"6/10/99",1,4,5,99,9,"BIRGANJ",2,"",3,5,2,21,1,1,1.5,4,1,2,1.79769313486232e+308,1.5,1.5,1.5
920353,120,"6/10/99",1,5,5,99,9,"BIRGANJ",2,"",3,5,3,22,1,6,1.5,4,1,2,1.79769313486232e+308,1.5,1.5,1.5
920421,102,"6/10/99",1,26,4,99,9,"BIRGANJ",2,"",4,2,1,4,2,1,0.25,2,2,2,1.79769313486232e+308,0.5,0.5,0.5
920441,114,"6/10/99",1,13,4,99,9,"BIRGANJ",2,"",4,4,1,16,2,1,0.5,1,2,2,1.79769313486232e+308,1,1,1
920459,121,"6/10/99",1,29,4,99,9,"BIRGANJ",2,"",4,5,9,23,2,1,0.25,1,2,2,1.79769313486232e+308,0.5,0.5,0.5
920521,103,"6/10/99",1,6,4,99,9,"BIRGANJ",2,"",5,2,1,5,2,1,0.25,1,2,2,1.79769313486232e+308,0.5,0.5,0.5
920541,115,"6/10/99",1,18,4,99,9,"BIRGANJ",2,"",5,4,1,17,3,3,0,1,2,2,1.79769313486232e+308,1,1,1
920621,104,"6/10/99",1,12,4,99,9,"BIRGANJ",2,"",6,2,1,6,2,1,0.25,1,2,2,1.79769313486232e+308,0.5,0.5,0.5
920721,105,"6/10/99",1,20,4,99,9,"BIRGANJ",2,"",7,2,1,7,1,1,0,3,1,2,1.79769313486232e+308,0.5,0.5,0.5
920821,106,"6/10/99",1,19,4,99,9,"BIRGANJ",2,"",8,2,1,8,1,3,0.25,2,2,2,1.79769313486232e+308,1,1,1
920921,107,"6/10/99",1,24,4,99,9,"BIRGANJ",2,"",9,2,1,9,1,1,0,4,1,2,1.79769313486232e+308,0.5,0.5,0.5
921021,108,"6/10/99",1,8,4,99,9,"BIRGANJ",2,"",10,2,1,10,1,1,0.25,1,2,2,1.79769313486232e+308,1,1,1
921121,109,"6/10/99",1,27,4,99,9,"BIRGANJ",2,"",11,2,1,11,2,1,0.25,1,2,2,1.79769313486232e+308,0.5,0.5,0.5
921221,110,"6/10/99",1,28,4,99,9,"BIRGANJ",2,"",12,2,1,12,1,2,0.5,1,2,2,1.79769313486232e+308,1.5,1.5,1.5
930121,52,"5/12/99",1,2,3,99,9,"BIRGANJ",3,"",1,2,1,1,1,1,1,3,2,2,1.79769313486232e+308,1,3,3
930141,66,"5/12/99",1,20,2,99,9,"BIRGANJ",3,"",1,4,1,15,1,1,1,1,2,2,1.79769313486232e+308,1,3,3
930151,72,"5/12/99",1,21,2,99,9,"BIRGANJ",3,"",1,5,1,21,1,1,9,3,1,2,1.79769313486232e+308,1,3,3
930221,53,"5/12/99",1,18,2,99,9,"BIRGANJ",3,"",2,2,1,2,1,1,0.5,3,2,2,1.79769313486232e+308,1,3,3
930241,67,"5/12/99",1,25,2,99,9,"BIRGANJ",3,"",2,4,1,16,1,1,1,3,2,2,1.79769313486232e+308,1,3,3
930251,73,"5/12/99",1,27,2,99,9,"BIRGANJ",3,"",2,5,1,22,1,1,1,2,2,2,1.79769313486232e+308,1,3,3
930321,54,"5/12/99",1,23,2,99,9,"BIRGANJ",3,"",3,2,1,3,1,1,1,1,2,2,1.79769313486232e+308,1,3,3
930341,68,"5/12/99",1,4,3,99,9,"BIRGANJ",3,"",3,4,1,17,1,1,1,1,2,2,1.79769313486232e+308,1,3,3
930342,69,"5/12/99",1,21,3,99,9,"BIRGANJ",3,"",3,4,2,18,1,1,1,1,2,2,1.79769313486232e+308,1,1.5,1.5
930351,74,"5/12/99",1,9,3,99,9,"BIRGANJ",3,"",3,5,1,23,2,1,0.25,3,2,2,1.79769313486232e+308,0.5,3.5,3.5
930352,75,"5/12/99",1,22,3,99,9,"BIRGANJ",3,"",3,5,2,24,2,1,0.25,1,2,2,1.79769313486232e+308,1,4,4
930421,55,"5/12/99",1,24,2,99,9,"BIRGANJ",3,"",4,2,1,4,1,1,1,1,2,2,1.79769313486232e+308,1,3,3
930441,70,"5/12/99",1,1,3,99,9,"BIRGANJ",3,"",4,4,1,19,1,1,1,3,2,2,1.79769313486232e+308,1,3,3
930459,76,"5/12/99",1,15,3,99,9,"BIRGANJ",3,"",4,5,9,25,1,1,1,3,2,2,1.79769313486232e+308,1,3,3
930541,71,"5/12/99",1,8,3,99,9,"BIRGANJ",3,"",5,4,1,20,2,1,0.25,1,2,2,1.79769313486232e+308,0.5,3.5,3.5
930621,57,"5/12/99",1,28,2,99,9,"BIRGANJ",3,"",6,2,1,6,1,1,1,3,2,2,1.79769313486232e+308,1,3,3
930721,58,"5/12/99",1,3,3,99,9,"BIRGANJ",3,"",7,2,1,7,1,1,0.5,1,2,2,1.79769313486232e+308,0.5,4,4
930821,59,"5/12/99",1,6,3,99,9,"BIRGANJ",3,"",8,2,1,8,1,1,0.5,1,2,2,1.79769313486232e+308,0.5,4,4
930921,60,"5/12/99",1,10,3,99,9,"BIRGANJ",3,"",9,2,1,9,2,1,0.25,1,2,2,1.79769313486232e+308,0.5,3.5,3.5
931021,61,"5/12/99",1,14,3,99,9,"BIRGANJ",3,"",10,2,1,10,1,1,0.25,3,2,2,1.79769313486232e+308,0.5,3.5,3.5
931022,62,"5/12/99",1,23,3,99,9,"BIRGANJ",3,"",10,2,2,11,1,1,0.25,3,2,2,1.79769313486232e+308,1,3.5,3.5
931121,63,"5/12/99",1,7,3,99,9,"BIRGANJ",3,"",11,2,1,12,1,1,0.25,1,1,2,1.79769313486232e+308,0.5,3.5,3.5
931221,64,"5/12/99",1,13,3,99,9,"BIRGANJ",3,"",12,2,1,13,2,1,0,1,2,2,1.79769313486232e+308,0,3,3
931222,65,"5/12/99",1,20,3,99,9,"BIRGANJ",3,"",12,2,2,14,2,1,0,1,2,2,1.79769313486232e+308,0,3,3
1010121,33,"5/12/99",1,20,2,99,10,"DUMURIA",1,"",1,2,1,1,1,1,0.5,2,2,1,1,1.25,5,5
1010141,44,"5/12/99",1,17,3,99,10,"DUMURIA",1,"",1,4,1,12,1,1,1.25,2,2,1,2,1.5,4,4
1010151,48,"5/12/99",1,3,3,99,10,"DUMURIA",1,"",1,5,1,17,1,3,0.5,2,1,1,1,1,5,5
1010152,49,"5/12/99",1,6,3,99,10,"DUMURIA",1,"",1,5,2,18,1,1,0.400000005960464,2,1,1,1,1,5,5
1010153,71,"9/10/99",1,4,3,99,10,"DUMURIA",1,"",1,5,3,19,1,1,0.400000005960464,2,1,1,2,1.25,5,5
1010221,34,"5/12/99",1,21,2,99,10,"DUMURIA",1,"",2,2,1,2,1,6,0.5,2,1,1,1,1.25,5,5
1010249,67,"9/10/99",1,15,3,99,10,"DUMURIA",1,"",2,4,9,13,1,1,0.75,2,2,1,1,1.5,5,5
1010251,50,"5/12/99",1,16,3,99,10,"DUMURIA",1,"",2,5,1,20,1,1,1,3,2,1,2,1.25,5,5
1010321,35,"5/12/99",1,22,2,99,10,"DUMURIA",1,"",3,2,1,3,1,1,0.5,2,2,1,1,1.5,5,5
1010341,45,"5/12/99",1,13,3,99,10,"DUMURIA",1,"",3,4,1,14,1,1,0.25,2,2,1,1,2,4,4
1010351,51,"5/12/99",1,17,3,99,10,"DUMURIA",1,"",3,5,1,21,1,3,0.5,3,2,1,2,1,4,4
1010421,36,"5/12/99",1,23,2,99,10,"DUMURIA",1,"",4,2,1,4,1,1,0.5,4,1,1,1,1,5,5
1010422,37,"5/12/99",1,24,2,99,10,"DUMURIA",1,"",4,2,2,5,1,1,0.5,2,2,1,1,1.5,4,4
1010441,46,"5/12/99",1,14,3,99,10,"DUMURIA",1,"",4,4,1,15,1,1,0.25,2,2,1,2,1.5,5,5
1010459,52,"5/12/99",1,18,3,99,10,"DUMURIA",1,"",4,5,9,22,1,1,1,2,2,1,1,2,4,4
1010542,47,"5/12/99",1,18,3,99,10,"DUMURIA",1,"",5,4,2,16,1,1,0.25,2,2,1,1,1.5,4,4
1010621,38,"5/12/99",1,25,2,99,10,"DUMURIA",1,"",6,2,1,6,1,1,0.5,2,2,1,1,1.5,5,5
1010821,39,"5/12/99",1,28,2,99,10,"DUMURIA",1,"",8,2,1,7,1,3,0.25,3,2,1,2,1,4,4
1010921,40,"5/12/99",1,27,2,99,10,"DUMURIA",1,"",9,2,1,8,1,1,0.5,2,2,1,1,1,4,4
1011021,41,"5/12/99",1,2,3,99,10,"DUMURIA",1,"",10,2,1,9,1,1,0.25,2,2,1,1,2,4,4
1011121,42,"5/12/99",1,7,3,99,10,"DUMURIA",1,"",11,2,1,10,1,1,0.5,2,2,1,2,2.5,4,4
1011221,43,"5/12/99",1,8,3,99,10,"DUMURIA",1,"",12,2,1,11,1,1,0.5,3,2,1,2,2.25,5,5
1020121,61,"9/10/99",1,4,4,99,10,"DUMURIA",2,"",1,2,1,1,1,1,0.25,2,2,1,2,1,4,4
1020122,77,"6/06/99",1,28,4,99,10,"DUMURIA",2,"",1,2,2,2,1,1,0.5,2,2,1,1,1,4,4
1020123,78,"6/06/99",1,29,4,99,10,"DUMURIA",2,"",1,2,3,3,1,1,0.5,2,2,1,2,1,4,4
1020141,92,"6/06/99",1,18,4,99,10,"DUMURIA",2,"",1,4,1,17,1,1,1,2,1,1,2,1.5,4,4
1020151,97,"6/06/99",1,23,4,99,10,"DUMURIA",2,"",1,5,1,22,1,1,1.5,3,2,1,2,1,4,4
1020221,79,"6/06/99",1,5,4,99,10,"DUMURIA",2,"",2,2,1,4,1,1,1.5,3,1,1,2,0.5,5,5
1020241,93,"6/06/99",1,19,4,99,10,"DUMURIA",2,"",2,4,1,18,1,1,1.5,2,2,1,1,1,4,4
1020251,98,"6/06/99",1,24,4,99,10,"DUMURIA",2,"",2,5,1,23,1,1,1.5,3,2,1,2,1,4,4
1020321,80,"6/06/99",1,6,3,99,10,"DUMURIA",2,"",3,2,1,5,1,1,1.75,3,2,1,1,1,4,4
1020341,94,"6/06/99",1,20,4,99,10,"DUMURIA",2,"",3,4,1,19,1,3,1.5,2,2,1,2,1,5,5
1020351,99,"6/06/99",1,25,4,99,10,"DUMURIA",2,"",3,5,1,24,1,1,1,2,2,1,2,1,5,5
1020421,81,"6/06/99",1,7,4,99,10,"DUMURIA",2,"",4,2,1,6,1,3,1.25,2,2,1,2,1,4,4
1020422,82,"6/06/99",1,27,4,99,10,"DUMURIA",2,"",4,2,2,7,1,1,1.25,2,2,1,2,1,4,4
1020441,95,"6/06/99",1,21,4,99,10,"DUMURIA",2,"",4,4,1,20,1,1,1.5,2,2,1,2,1,4,4
1020459,100,"6/06/99",1,26,4,99,10,"DUMURIA",2,"",4,5,9,25,1,1,1.5,3,2,1,2,1,4,4
1020521,83,"6/06/99",1,8,4,99,10,"DUMURIA",2,"",5,2,1,8,1,1,1,2,2,1,1.79769313486232e+308,1,4,4
1020541,96,"6/06/99",1,22,4,99,10,"DUMURIA",2,"",5,4,1,21,1,1,1,3,2,1,1,1,4,4
1020621,84,"6/06/99",1,10,4,99,10,"DUMURIA",2,"",6,2,1,9,1,1,1,3,2,1,2,1,4,4
1020622,85,"6/06/99",1,11,4,99,10,"DUMURIA",2,"",6,2,2,10,1,1,1,2,2,1,2,1.5,4,4
1020721,86,"6/06/99",1,12,4,99,10,"DUMURIA",2,"",7,2,1,11,1,1,1,2,2,1,1,2,4,4
1020821,87,"6/06/99",1,13,4,99,10,"DUMURIA",2,"",8,2,1,12,1,1,1.25,3,2,1,1,1,5,5
1020921,88,"6/06/99",1,14,4,99,10,"DUMURIA",2,"",9,2,1,13,1,1,1,2,2,1,1,2.40000009536743,4,4
1021021,89,"6/06/99",1,15,4,99,10,"DUMURIA",2,"",10,2,1,14,1,1,1.25,2,2,1,1,1,5,5
1021121,90,"6/06/99",1,17,4,99,10,"DUMURIA",2,"",11,2,1,15,1,1,1,2,2,1,1,1.5,4,4
1021221,91,"6/06/99",1,17,4,99,10,"DUMURIA",2,"",12,2,1,16,1,1,1,2,2,1,1,2.5,4,4
1030121,84,"8/11/99",1,1,5,99,10,"DUMURIA",3,"",1,2,1,1,1,1,0.5,3,2,1,1,2.5,2.5,2.5
1030141,97,"8/11/99",1,17,6,99,10,"DUMURIA",3,"",1,4,1,14,1,1,0.5,2,2,1,1,2.5,2.5,2.5
1030151,103,"8/11/99",1,24,6,99,10,"DUMURIA",3,"",1,5,1,20,1,1,0.5,4,1,1,2,0.75,0.75,0.75
1030221,85,"8/11/99",1,2,5,99,10,"DUMURIA",3,"",2,2,1,2,1,1,0.5,2,2,1,2,0.5,2.5,2.5
1030222,86,"8/11/99",1,30,6,99,10,"DUMURIA",3,"",2,2,2,3,1,1,0.25,2,2,1,2,1,1,1.25
1030241,98,"8/11/99",1,19,6,99,10,"DUMURIA",3,"",2,4,1,15,1,2,0.5,2,2,1,1,2.25,2.25,2.25
1030251,104,"8/11/99",1,26,6,99,10,"DUMURIA",3,"",2,5,1,21,1,1,0.100000001490116,3,2,1,2,1,1,1
1030321,87,"8/11/99",1,4,5,99,10,"DUMURIA",3,"",3,2,1,4,1,1,0.5,3,2,1,2,2.5,2.5,2.5
1030341,99,"8/11/99",1,20,6,99,10,"DUMURIA",3,"",3,4,1,16,2,1,1,3,2,1,1,1,1,1
1030342,100,"8/11/99",1,21,6,99,10,"DUMURIA",3,"",3,4,2,17,2,2,0.75,3,2,1,1,1,1,1
1030351,105,"8/11/99",1,1,7,99,10,"DUMURIA",3,"",3,5,1,22,1,1,0.25,2,2,1,1,1.5,1.5,1.5
1030352,106,"8/11/99",1,1,7,99,10,"DUMURIA",3,"",3,5,2,23,1,1,0.25,2,2,1,2,1.5,1.5,1.5
1030421,88,"8/11/99",1,5,5,99,10,"DUMURIA",3,"",4,2,1,5,1,1,0.5,3,2,1,2,3.5,3.5,3.5
1030441,101,"8/11/99",1,22,6,99,10,"DUMURIA",3,"",4,4,1,18,1,1,1.25,2,2,1,1,1.25,1.25,1.25
1030459,107,"8/11/99",1,29,6,99,10,"DUMURIA",3,"",4,5,9,24,1,1,0.25,3,2,1,2,2,2,2
1030521,89,"8/11/99",1,6,5,99,10,"DUMURIA",3,"",5,2,1,6,1,1,0.5,3,2,1,1,2.5,2.5,2.5
1030541,102,"8/11/99",1,23,6,99,10,"DUMURIA",3,"",5,4,1,19,1,1,1.25,2,2,1,1,1.25,1.25,1.25
1030621,90,"8/11/99",1,9,5,99,10,"DUMURIA",3,"",6,2,1,7,1,1,0.5,2,2,1,2,2.5,2.5,2.5
1030721,91,"8/11/99",1,10,5,99,10,"DUMURIA",3,"",7,2,1,8,1,1,0.5,2,2,1,2,2.5,2.5,2.5
1030821,92,"8/11/99",1,23,5,99,10,"DUMURIA",3,"",8,2,1,9,1,1,0.5,2,2,1,2,2.5,2.5,2.5
1030921,93,"8/11/99",1,25,5,99,10,"DUMURIA",3,"",9,2,1,10,2,2,0.25,3,2,1,2,2.5,2.5,2.5
1031021,94,"8/11/99",1,26,5,99,10,"DUMURIA",3,"",10,2,1,11,2,2,0.5,4,1,1,1,2.5,2.5,2.5
1031121,95,"8/11/99",1,27,5,99,10,"DUMURIA",3,"",11,2,1,12,1,1,0.5,3,2,1,2,2.5,2.5,2.5
1031221,96,"8/11/99",1,30,5,99,10,"DUMURIA",3,"",12,2,1,13,1,1,0.5,3,2,1,1,2,2,2
1110121,1,"5/10/99",1,14,3,99,11,"FAKIRHAT",1,"",1,2,1,1,1,1,1,2,2,2,1.79769313486232e+308,1,1,1
1110141,15,"5/10/99",1,27,2,99,11,"FAKIRHAT",1,"",1,4,1,15,1,2,0,3,1,1,2,0.100000001490116,0.100000001490116,0.100000001490116
1110151,20,"5/10/99",1,12,3,99,11,"FAKIRHAT",1,"",1,5,1,20,1,1,0,4,1,2,1.79769313486232e+308,0.119999997317791,0.119999997317791,0.119999997317791
1110152,21,"5/10/99",1,15,3,99,11,"FAKIRHAT",1,"",1,5,2,21,1,1,0.25,3,2,2,1.79769313486232e+308,0.25,0.25,0.25
1110221,2,"5/10/99",1,24,2,99,11,"FAKIRHAT",1,"",2,2,1,2,1,1,1,3,2,2,1.79769313486232e+308,1,1,1
1110241,16,"5/10/99",1,11,3,99,11,"FAKIRHAT",1,"",2,4,1,16,1,5,0,3,1,2,1.79769313486232e+308,0.25,0.25,0.25
1110251,22,"5/10/99",1,13,3,99,11,"FAKIRHAT",1,"",2,5,1,22,1,3,0,3,2,2,1.79769313486232e+308,0.25,0.25,0.25
1110321,3,"5/10/99",1,20,2,99,11,"FAKIRHAT",1,"",3,2,1,3,1,1,0.25,3,2,2,1.79769313486232e+308,0.75,0.75,0.75
1110341,17,"5/10/99",1,2,3,99,11,"FAKIRHAT",1,"",3,4,1,17,1,1,0.25,3,2,2,1.79769313486232e+308,1,1,1
1110351,23,"5/10/99",1,7,3,99,11,"FAKIRHAT",1,"",3,5,1,23,1,1,0.119999997317791,4,1,2,1.79769313486232e+308,0.119999997317791,0.119999997317791,0.119999997317791
1110421,4,"5/10/99",1,5,3,99,11,"FAKIRHAT",1,"",4,2,1,4,1,1,0,3,2,2,1.79769313486232e+308,1,1,1
1110441,18,"5/10/99",1,10,3,99,11,"FAKIRHAT",1,"",4,4,1,18,2,1,0.25,3,2,2,1.79769313486232e+308,0.25,0.25,0.25
1110459,24,"5/10/99",1,8,3,99,11,"FAKIRHAT",1,"",4,5,9,24,2,1,0,3,2,2,1.79769313486232e+308,0,0,0
1110521,5,"5/10/99",1,1,3,99,11,"FAKIRHAT",1,"",5,2,1,5,1,1,0,3,1,2,1.79769313486232e+308,0.5,0.5,0.5
1110541,19,"5/10/99",1,9,3,99,11,"FAKIRHAT",1,"",5,4,1,19,2,3,0,3,1,2,1.79769313486232e+308,0.25,0.25,0.25
1110621,6,"5/10/99",1,28,2,99,11,"FAKIRHAT",1,"",6,2,1,6,1,1,0.25,2,2,2,1.79769313486232e+308,0.75,0.75,0.75
1110721,7,"5/10/99",1,26,2,99,11,"FAKIRHAT",1,"",7,2,1,7,1,1,0.100000001490116,3,1,2,1.79769313486232e+308,1,1,1
1110821,8,"5/10/99",1,25,2,99,11,"FAKIRHAT",1,"",8,2,1,8,1,1,0,3,2,2,1.79769313486232e+308,0.5,0.5,0.5
1110921,9,"5/10/99",1,22,2,99,11,"FAKIRHAT",1,"",9,2,1,9,1,1,0.25,3,2,2,1.79769313486232e+308,0.5,0.5,0.5
1111021,10,"5/10/99",1,23,2,99,11,"FAKIRHAT",1,"",10,2,1,10,1,1,0.25,3,2,2,1.79769313486232e+308,0.5,0.75,0.25
1111022,11,"5/10/99",1,4,3,99,11,"FAKIRHAT",1,"",10,2,2,11,1,1,1,3,2,2,1.79769313486232e+308,1,1,1
1111121,12,"5/10/99",1,21,2,99,11,"FAKIRHAT",1,"",11,2,1,12,1,1,0.25,2,2,2,1.79769313486232e+308,0.5,0.75,0.5
1111221,13,"5/10/99",1,3,3,99,11,"FAKIRHAT",1,"",12,2,1,13,1,1,0.25,3,2,2,1.79769313486232e+308,1,1,1
1111222,14,"5/10/99",1,6,3,99,11,"FAKIRHAT",1,"",12,2,2,14,1,1,0.5,3,2,2,1.79769313486232e+308,1.25,1.25,1.25
1120121,51,"7/17/99",1,24,5,99,11,"FAKIRHAT",2,"",1,2,1,1,1,1,0,2,2,1,2,1,1,1
1120141,66,"7/17/99",1,12,5,99,11,"FAKIRHAT",2,"",1,4,1,16,1,3,0.119999997317791,2,2,1,1,1,1,1
1120142,67,"7/17/99",1,14,5,99,11,"FAKIRHAT",2,"",1,4,2,17,1,1,0.119999997317791,2,2,1,2,1,1,1
1120151,72,"7/17/99",1,18,5,99,11,"FAKIRHAT",2,"",1,5,1,22,1,1,0.119999997317791,4,1,1,2,1,1,1
1120221,52,"7/17/99",1,6,5,99,11,"FAKIRHAT",2,"",2,2,1,2,1,1,0,2,1,2,1.79769313486232e+308,1,1,1
1120241,68,"7/17/99",1,8,5,99,11,"FAKIRHAT",2,"",2,4,1,18,1,1,0.25,2,2,1,2,2,2,2
1120251,73,"7/17/99",1,16,5,99,11,"FAKIRHAT",2,"",2,5,1,23,1,1,0.119999997317791,3,1,1,2,1,1,1
1120321,53,"7/17/99",1,18,6,99,11,"FAKIRHAT",2,"",3,2,1,3,1,2,0,2,1,1,2,1,1,1
1120341,69,"7/17/99",1,22,5,99,11,"FAKIRHAT",2,"",3,4,1,19,1,2,0,4,1,1,2,1,1,1
1120351,74,"7/17/99",1,19,5,99,11,"FAKIRHAT",2,"",3,5,1,24,1,1,0.119999997317791,4,1,1,2,1,1,1
1120421,54,"7/17/99",1,1,6,99,11,"FAKIRHAT",2,"",4,2,1,4,1,1,0,2,2,1,2,1,1,1
1120441,70,"7/17/99",1,10,5,99,11,"FAKIRHAT",2,"",4,4,1,20,1,1,0.25,2,2,1,1,2,2,2
1120459,75,"7/17/99",1,27,5,99,11,"FAKIRHAT",2,"",4,5,9,25,1,1,0,2,1,1,2,1,1,1
1120521,55,"7/17/99",1,11,6,99,11,"FAKIRHAT",2,"",5,2,1,5,1,1,0,2,2,1,2,1,1,1
1120522,56,"7/17/99",1,20,6,99,11,"FAKIRHAT",2,"",5,2,2,6,1,1,0,2,2,1,2,1,1,1
1120549,71,"7/17/99",1,29,5,99,11,"FAKIRHAT",2,"",5,4,9,21,1,1,0,2,2,1,2,1,1,1
1120621,57,"7/17/99",1,7,6,99,11,"FAKIRHAT",2,"",6,2,1,7,1,1,0,2,1,1,2,1,1,1
1120622,58,"7/17/99",1,6,6,99,11,"FAKIRHAT",2,"",6,2,2,8,1,1,0,2,2,1,2,1,1,1
1120721,59,"7/17/99",1,5,6,99,11,"FAKIRHAT",2,"",7,2,1,9,1,2,0,2,2,1,2,1,1,1
1120821,60,"7/17/99",1,22,6,99,11,"FAKIRHAT",2,"",8,2,1,10,1,2,0.125,4,1,1,2,1,1,1
1120921,61,"7/17/99",1,5,5,99,11,"FAKIRHAT",2,"",9,2,1,11,1,1,0.119999997317791,2,2,1,1,1.25,1.25,1.25
1121021,62,"7/17/99",1,24,6,99,11,"FAKIRHAT",2,"",10,2,1,12,1,1,0.119999997317791,2,2,1,2,1,1,1
1121121,63,"7/17/99",1,3,6,99,11,"FAKIRHAT",2,"",11,2,1,13,1,1,0,2,2,1,2,1,1,1
1121122,64,"7/17/99",1,9,6,99,11,"FAKIRHAT",2,"",11,2,2,14,1,1,0.125,2,2,1,2,1,1,1
1121221,65,"7/17/99",1,13,6,99,11,"FAKIRHAT",2,"",12,2,1,15,1,1,0,2,2,1,2,2,2,2
1130121,1,"7/06/99",1,26,3,99,11,"FAKIRHAT",3,"",1,2,1,1,1,1,1,3,2,2,1.79769313486232e+308,2,2,2
1130141,14,"7/06/99",1,1,4,99,11,"FAKIRHAT",3,"",1,4,1,14,1,1,0.119999997317791,2,2,2,1.79769313486232e+308,2,3,3
1130151,18,"7/06/99",1,5,5,99,11,"FAKIRHAT",3,"",1,5,1,18,1,1,0,3,2,2,1.79769313486232e+308,2,3,3
