"casenum","date","weight_","hhcode","pid","htrid","htrde","s12_2q2","s12_2q3","s12_2q4","s12_2q5","s12_2q6","s12_2q7"
100,"8/08/99",1,1531122,1,4,"Obtained as dowry",0,0,1800,0,0,0
101,"8/08/99",1,1531221,1,11,"Purchased since 1992",70000,0,1500,0,0,0
155,"6/15/99",1,1610121,2,3,"Obtained as gift",6000,0,0,0,0,0
154,"6/13/99",1,1610121,2,11,"Purchased since 1992",4000,0,0,25000,0,0
183,"6/15/99",1,1610141,1,11,"Purchased since 1992",4000,0,0,0,0,0
182,"6/15/99",1,1610141,1,1,"Purchased before 1992",4000,0,0,0,0,0
192,"6/15/99",1,1610151,1,1,"Purchased before 1992",1000000,0,0,0,0,0
157,"6/15/99",1,1610221,1,11,"Purchased since 1992",500,0,0,2500,0,0
156,"6/15/99",1,1610221,1,1,"Purchased before 1992",2000,0,0,0,0,0
184,"6/15/99",1,1610241,1,1,"Purchased before 1992",25000,0,800,0,0,0
193,"6/15/99",1,1610251,1,1,"Purchased before 1992",15000,0,0,0,0,0
194,"6/15/99",1,1610252,1,1,"Purchased before 1992",8700,0,0,0,0,0
195,"6/15/99",1,1610252,1,11,"Purchased since 1992",1300,0,600,0,0,0
185,"6/15/99",1,1610341,1,3,"Obtained as gift",3000,0,0,0,0,0
186,"6/15/99",1,1610342,1,11,"Purchased since 1992",5000,0,0,0,0,0
197,"6/15/99",1,1610351,1,11,"Purchased since 1992",0,0,700,0,0,0
196,"6/15/99",1,1610351,1,1,"Purchased before 1992",30000,0,0,0,0,0
159,"6/15/99",1,1610421,1,11,"Purchased since 1992",10000,0,0,0,0,0
158,"6/15/99",1,1610421,1,1,"Purchased before 1992",5000,0,0,0,0,0
187,"6/15/99",1,1610441,1,1,"Purchased before 1992",15000,0,0,0,0,0
161,"6/15/99",1,1610521,2,11,"Purchased since 1992",15000,0,0,0,0,0
160,"6/15/99",1,1610521,2,1,"Purchased before 1992",0,0,300,0,0,0
162,"6/15/99",1,1610521,2,2,"Inherited",85000,0,0,0,0,0
188,"6/15/99",1,1610541,1,1,"Purchased before 1992",20000,0,0,0,0,0
189,"6/15/99",1,1610541,1,11,"Purchased since 1992",0,0,500,0,0,0
191,"6/15/99",1,1610542,1,2,"Inherited",2500,0,0,0,0,0
190,"6/15/99",1,1610542,1,11,"Purchased since 1992",0,0,0,3000,0,0
163,"6/15/99",1,1610621,1,11,"Purchased since 1992",30000,0,0,0,0,0
166,"6/15/99",1,1610721,3,5,"Obtained from other sources",0,4000,0,0,0,0
164,"6/15/99",1,1610721,3,11,"Purchased since 1992",15000,0,0,25000,0,0
165,"6/15/99",1,1610721,3,2,"Inherited",5000,0,0,0,0,0
167,"6/15/99",1,1610722,1,11,"Purchased since 1992",0,0,0,2500,0,0
168,"6/15/99",1,1610821,1,1,"Purchased before 1992",2500,0,0,0,0,0
169,"6/15/99",1,1610822,1,1,"Purchased before 1992",2000,0,0,0,0,0
170,"6/15/99",1,1610921,2,2,"Inherited",2000,0,0,0,0,0
171,"6/15/99",1,1610922,1,2,"Inherited",2000,0,0,0,0,0
174,"6/15/99",1,1611021,1,1,"Purchased before 1992",3000,0,0,0,0,0
178,"6/15/99",1,1611121,1,11,"Purchased since 1992",0,0,2000,0,0,0
177,"6/15/99",1,1611121,1,1,"Purchased before 1992",200000,0,0,0,0,0
179,"6/15/99",1,1611221,1,1,"Purchased before 1992",3000,0,0,0,0,0
180,"6/15/99",1,1611221,1,11,"Purchased since 1992",1000,0,0,0,0,0
181,"6/15/99",1,1611222,1,11,"Purchased since 1992",2500,0,0,0,0,0
30,"8/03/99",1,1620121,1,11,"Purchased since 1992",1000,0,0,0,0,0
29,"8/01/99",1,1620121,1,1,"Purchased before 1992",4000,0,0,0,0,0
57,"8/03/99",1,1620151,1,1,"Purchased before 1992",30000,0,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,1620151,1,11,"",900,0,0,0,0,0
31,"8/03/99",1,1620221,1,1,"Purchased before 1992",6000,0,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,1620221,1,11,"",3900,0,0,0,0,0
52,"8/03/99",1,1620241,1,3,"Obtained as gift",1500,0,0,0,0,0
58,"8/03/99",1,1620251,1,1,"Purchased before 1992",150000,0,0,0,0,0
59,"8/03/99",1,1620251,1,11,"Purchased since 1992",0,0,0,1500,0,0
32,"8/03/99",1,1620321,1,11,"Purchased since 1992",3000,0,0,2000,0,0
33,"8/03/99",1,1620321,1,2,"Inherited",3000,0,0,0,0,0
53,"8/03/99",1,1620341,1,1,"Purchased before 1992",2000,0,0,0,0,0
60,"8/03/99",1,1620351,1,2,"Inherited",15000,0,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,1620441,1,11,"",500,0,0,0,0,0
54,"8/03/99",1,1620441,1,1,"Purchased before 1992",5000,0,0,0,0,0
55,"8/03/99",1,1620441,1,2,"Inherited",5000,0,0,0,0,0
61,"8/03/99",1,1620459,1,1,"Purchased before 1992",30000,0,0,0,0,0
34,"8/03/99",1,1620521,1,1,"Purchased before 1992",15000,0,0,0,0,0
35,"8/03/99",1,1620521,1,11,"Purchased since 1992",15000,0,3500,0,0,0
37,"8/03/99",1,1620522,1,2,"Inherited",15000,0,0,0,0,0
36,"8/03/99",1,1620522,1,1,"Purchased before 1992",15000,0,0,0,0,0
56,"8/03/99",1,1620541,1,11,"Purchased since 1992",10000,9000,0,0,0,0
38,"8/03/99",1,1620721,1,1,"Purchased before 1992",30000,0,0,0,0,0
39,"8/03/99",1,1620821,1,1,"Purchased before 1992",4000,0,0,0,0,0
40,"8/03/99",1,1620821,1,3,"Obtained as gift",1000,0,0,0,0,0
41,"8/03/99",1,1620921,1,1,"Purchased before 1992",4000,0,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,1620921,1,11,"",500,0,0,0,0,0
42,"8/03/99",1,1620922,1,2,"Inherited",4000,0,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,1620922,1,11,"",500,0,0,0,0,0
43,"8/03/99",1,1621021,1,11,"Purchased since 1992",18000,10000,0,0,0,0
44,"8/03/99",1,1621121,1,2,"Inherited",3000,0,0,0,0,0
45,"8/03/99",1,1621122,1,2,"Inherited",3000,0,0,0,0,0
46,"8/03/99",1,1621221,1,1,"Purchased before 1992",9000,0,0,0,0,0
47,"8/03/99",1,1621221,1,11,"Purchased since 1992",1500,0,0,0,0,0
48,"8/03/99",1,1621222,1,2,"Inherited",4000,0,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,1621222,1,11,"",1200,0,0,0,0,0
49,"8/03/99",1,1621223,1,2,"Inherited",20000,0,0,0,0,0
79,"5/28/99",1,1630121,1,11,"Purchased since 1992",20000,0,0,0,0,0
99,"6/03/99",1,1630141,1,11,"Purchased since 1992",3000,0,0,0,0,0
100,"6/03/99",1,1630142,1,2,"Inherited",2000,0,0,0,0,0
106,"6/03/99",1,1630151,1,11,"Purchased since 1992",150000,0,1000,0,0,0
80,"6/03/99",1,1630221,1,1,"Purchased before 1992",500,0,0,0,0,0
81,"6/03/99",1,1630221,1,11,"Purchased since 1992",1500,0,0,0,0,0
82,"6/03/99",1,1630221,1,12,"Sale since 1992",0,0,0,2000,0,0
101,"6/03/99",1,1630241,1,1,"Purchased before 1992",700,0,0,0,0,0
83,"6/03/99",1,1630321,1,1,"Purchased before 1992",4000,0,300,0,0,0
84,"6/03/99",1,1630321,1,12,"Sale since 1992",0,0,500,0,0,0
102,"6/03/99",1,1630341,1,11,"Purchased since 1992",2000,0,0,0,0,0
109,"6/03/99",1,1630351,1,11,"Purchased since 1992",40000,0,0,0,0,0
85,"6/03/99",1,1630421,1,1,"Purchased before 1992",7000,0,0,2000,0,0
110,"6/03/99",1,1630459,1,1,"Purchased before 1992",10000,0,0,0,0,0
87,"6/03/99",1,1630521,1,11,"Purchased since 1992",0,0,0,2000,0,0
86,"6/03/99",1,1630521,1,1,"Purchased before 1992",8000,0,0,0,0,0
88,"6/03/99",1,1630621,1,11,"Purchased since 1992",2500,0,0,1500,0,0
89,"6/03/99",1,1630721,1,11,"Purchased since 1992",5000,0,0,0,0,0
90,"6/03/99",1,1630821,1,11,"Purchased since 1992",2000,0,0,0,0,0
91,"6/03/99",1,1630921,1,11,"Purchased since 1992",2000,0,500,0,0,0
93,"6/03/99",1,1631021,1,11,"Purchased since 1992",3500,0,0,0,0,0
94,"6/03/99",1,1631022,1,11,"Purchased since 1992",2500,0,0,2800,0,0
95,"6/03/99",1,1631121,1,1,"Purchased before 1992",3000,0,0,0,0,0
96,"6/03/99",1,1631121,1,11,"Purchased since 1992",0,0,650,0,0,0
98,"6/03/99",1,1631221,1,2,"Inherited",7000,0,0,0,0,0
97,"6/03/99",1,1631221,1,11,"Purchased since 1992",0,0,1200,0,0,0
1,"8/01/99",1,1710131,1,11,"Purchased since 1992",30000,0,0,0,0,0
2,"8/01/99",1,1710132,1,11,"Purchased since 1992",3000,0,0,0,0,0
20,"8/01/99",1,1710241,1,11,"Purchased since 1992",4000,0,0,0,0,0
26,"8/01/99",1,1710251,1,11,"Purchased since 1992",100000,0,2500,0,0,0
21,"8/01/99",1,1710341,1,1,"Purchased before 1992",25000,0,1000,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,1710341,1,11,"",200,0,0,0,0,0
27,"8/01/99",1,1710351,1,11,"Purchased since 1992",30000,0,0,0,0,0
3,"8/01/99",1,1710431,1,11,"Purchased since 1992",10000,10000,0,0,0,0
4,"8/01/99",1,1710431,1,2,"Inherited",5000,0,0,0,0,0
22,"8/01/99",1,1710441,1,11,"Purchased since 1992",150000,0,0,0,0,120000
28,"8/01/99",1,1710459,1,11,"Purchased since 1992",25000,0,0,0,0,0
5,"8/01/99",1,1710531,1,11,"Purchased since 1992",5000,0,0,0,0,0
23,"8/01/99",1,1710541,1,11,"Purchased since 1992",2000,0,0,0,0,0
24,"8/01/99",1,1710542,1,11,"Purchased since 1992",2000,0,0,0,0,0
25,"8/01/99",1,1710543,1,11,"Purchased since 1992",10000,0,0,0,0,0
6,"8/01/99",1,1710731,1,11,"Purchased since 1992",4000,0,0,0,2000,0
7,"8/01/99",1,1710831,1,11,"Purchased since 1992",30000,0,0,0,0,0
1.79769313486232e+308,"",1.79769313486232e+308,1710931,1,11,"",300,0,0,0,0,0
8,"8/01/99",1,1710931,1,1,"Purchased before 1992",1500,0,0,0,0,0
9,"8/01/99",1,1710932,1,11,"Purchased since 1992",2500,0,0,0,0,0
10,"8/01/99",1,1711031,1,11,"Purchased since 1992",4000,0,0,0,0,0
11,"8/01/99",1,1711131,1,11,"Purchased since 1992",4000,0,0,0,0,0
12,"8/01/99",1,1711231,1,11,"Purchased since 1992",5000,0,0,0,0,0
18,"8/01/99",1,1711739,1,1,"Purchased before 1992",10000,0,0,0,1000,0
124,"6/14/99",1,1720131,1,2,"Inherited",500,0,0,0,0,0
143,"6/14/99",1,1720141,1,2,"Inherited",25000,0,0,0,0,0
148,"6/14/99",1,1720151,1,2,"Inherited",6000,0,0,0,0,0
125,"6/14/99",1,1720231,1,11,"Purchased since 1992",10000,0,0,0,0,0
144,"6/14/99",1,1720241,2,2,"Inherited",10000,0,0,0,0,0
149,"6/14/99",1,1720251,1,11,"Purchased since 1992",130000,0,0,0,0,0
126,"6/14/99",1,1720331,1,11,"Purchased since 1992",2000,0,0,0,0,0
145,"6/14/99",1,1720341,1,2,"Inherited",10000,0,0,0,0,0
150,"6/14/99",1,1720351,1,2,"Inherited",5000,0,0,0,0,0
127,"6/14/99",1,1720431,1,11,"Purchased since 1992",1500,0,0,0,0,0
146,"6/14/99",1,1720441,4,11,"Purchased since 1992",300000,0,0,0,0,0
151,"6/14/99",1,1720459,1,11,"Purchased since 1992",250000,0,0,0,0,0
128,"6/14/99",1,1720531,1,2,"Inherited",5000,0,0,0,0,0
147,"6/14/99",1,1720541,1,2,"Inherited",150000,0,0,0,0,0
129,"6/14/99",1,1720631,1,4,"Obtained as dowry",3000,0,0,0,0,0
130,"6/14/99",1,1720731,1,5,"Obtained from other sources",15000,0,0,0,0,0
131,"6/14/99",1,1720831,1,11,"Purchased since 1992",2000,0,0,0,0,0
132,"6/14/99",1,1720931,3,2,"Inherited",5000,0,0,0,0,0
133,"6/14/99",1,1721031,1,11,"Purchased since 1992",5000,0,0,0,0,0
134,"6/14/99",1,1721131,1,11,"Purchased since 1992",12000,0,0,0,0,0
274,"6/24/99",1,1730131,1,11,"Purchased since 1992",2000,0,0,0,0,0
303,"6/30/99",1,1730151,1,1,"Purchased before 1992",30000,0,0,0,0,0
275,"6/30/99",1,1730231,1,11,"Purchased since 1992",10000,0,0,0,0,0
276,"6/30/99",1,1730232,1,11,"Purchased since 1992",5000,0,0,0,0,0
296,"6/30/99",1,1730241,1,1,"Purchased before 1992",15000,0,0,0,0,0
278,"6/30/99",1,1730331,1,11,"Purchased since 1992",5000,0,0,0,0,0
297,"6/30/99",1,1730341,1,1,"Purchased before 1992",4000,0,0,0,0,0
279,"6/30/99",1,1730431,2,1,"Purchased before 1992",20000,10000,0,0,0,0
304,"6/30/99",1,1730459,1,1,"Purchased before 1992",35000,0,0,0,0,0
280,"6/30/99",1,1730531,1,11,"Purchased since 1992",12000,12000,0,0,0,0
298,"6/30/99",1,1730541,1,1,"Purchased before 1992",5000,0,0,0,0,0
299,"6/30/99",1,1730542,1,11,"Purchased since 1992",18000,0,0,0,0,0
300,"6/30/99",1,1730543,1,1,"Purchased before 1992",12000,0,0,0,0,0
301,"6/30/99",1,1730543,1,12,"Sale since 1992",0,0,1200,0,0,0
302,"6/30/99",1,1730544,1,11,"Purchased since 1992",1000,0,0,0,0,0
281,"6/30/99",1,1730631,3,1,"Purchased before 1992",2500,0,0,0,0,0
282,"6/30/99",1,1730631,3,11,"Purchased since 1992",9500,9500,0,0,0,0
283,"6/30/99",1,1730731,5,1,"Purchased before 1992",17000,0,0,0,0,0
284,"6/30/99",1,1730731,5,11,"Purchased since 1992",0,12000,1300,0,0,0
285,"6/30/99",1,1730931,1,11,"Purchased since 1992",3000,0,0,0,0,0
287,"6/30/99",1,1731031,1,11,"Purchased since 1992",15000,15000,0,0,0,0
286,"6/30/99",1,1731031,1,1,"Purchased before 1992",35000,0,0,0,0,0
288,"6/30/99",1,1731131,1,11,"Purchased since 1992",7000,0,0,0,0,0
289,"6/30/99",1,1731231,1,1,"Purchased before 1992",5000,0,0,0,0,0
290,"6/30/99",1,1731339,1,11,"Purchased since 1992",4000,0,0,0,0,0
291,"6/30/99",1,1731439,1,11,"Purchased since 1992",32000,0,0,0,0,0
292,"6/30/99",1,1731539,1,11,"Purchased since 1992",8000,0,0,0,0,0
293,"6/30/99",1,1731639,1,11,"Purchased since 1992",7000,0,0,0,0,0
294,"6/30/99",1,1731739,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
137,"9/24/95",1,1740149,1,1,"Purchased before 1992",1200,0,0,0,0,0
142,"9/24/95",1,1740159,1,1,"Purchased before 1992",150000,0,0,0,0,0
138,"9/24/95",1,1740249,1,11,"Purchased since 1992",1000,0,0,0,0,0
143,"9/24/95",1,1740259,1,5,"Obtained from other sources",60000,0,0,0,0,0
139,"9/24/95",1,1740349,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
145,"9/24/95",1,1740359,1,11,"Purchased since 1992",10000,0,0,0,0,0
144,"9/24/95",1,1740359,1,1,"Purchased before 1992",10000,0,0,0,0,0
112,"9/24/95",1,1740439,1,1,"Purchased before 1992",2600,0,0,0,0,0
140,"9/24/95",1,1740449,1,1,"Purchased before 1992",100000,0,0,0,0,0
146,"9/24/95",1,1740459,1,1,"Purchased before 1992",100000,0,0,0,0,0
141,"9/24/95",1,1740549,1,1,"Purchased before 1992",4000,0,0,0,0,0
147,"9/24/95",1,1740559,1,11,"Purchased since 1992",150000,0,0,0,0,0
1,"5/20/99",1,1810131,1,1,"Purchased before 1992",3000,0,0,0,0,0
2,"5/23/99",1,1810131,1,14,"Loss due to  1998 flood",1000,0,0,0,0,0
43,"5/23/99",1,1810141,1,11,"Purchased since 1992",600,0,0,0,0,0
48,"5/23/99",1,1810151,1,1,"Purchased before 1992",10000,0,0,0,0,0
49,"5/23/99",1,1810151,1,11,"Purchased since 1992",0,0,1500,0,0,0
3,"5/23/99",1,1810231,1,1,"Purchased before 1992",2000,0,0,0,0,0
4,"5/23/99",1,1810231,1,11,"Purchased since 1992",0,0,800,0,0,0
6,"5/23/99",1,1810331,1,11,"Purchased since 1992",1000,0,2000,0,0,0
5,"5/23/99",1,1810331,1,1,"Purchased before 1992",3000,0,0,0,0,0
8,"5/23/99",1,1810431,1,11,"Purchased since 1992",16000,0,400,0,500,0
7,"5/23/99",1,1810431,1,1,"Purchased before 1992",9000,0,0,0,0,0
9,"5/23/99",1,1810531,1,11,"Purchased since 1992",1000,0,0,0,0,0
10,"5/23/99",1,1810531,1,14,"Loss due to  1998 flood",1000,0,0,0,0,0
11,"5/23/99",1,1810532,1,1,"Purchased before 1992",800,0,0,0,0,0
47,"5/23/99",1,1810541,1,2,"Inherited",1000,0,0,0,0,0
14,"5/23/99",1,1810631,3,2,"Inherited",5000,0,0,0,0,0
13,"5/23/99",1,1810631,3,11,"Purchased since 1992",0,0,600,0,0,0
15,"5/23/99",1,1810731,3,11,"Purchased since 1992",7000,0,0,0,0,0
16,"5/23/99",1,1810731,3,2,"Inherited",17000,0,400,0,0,0
17,"5/23/99",1,1810831,1,11,"Purchased since 1992",3000,0,0,2500,0,0
20,"5/23/99",1,1810931,1,11,"Purchased since 1992",6000,0,0,2000,0,0
23,"5/23/99",1,1811031,1,11,"Purchased since 1992",10000,10000,0,0,0,0
26,"5/23/99",1,1811131,1,1,"Purchased before 1992",6000,0,0,0,0,0
27,"5/23/99",1,1811231,3,2,"Inherited",200,0,0,0,0,0
325,"7/06/99",1,1820131,1,11,"Purchased since 1992",16000,6000,700,0,0,0
324,"6/27/99",1,1820131,1,1,"Purchased before 1992",2000,0,800,0,0,0
354,"7/06/99",1,1820141,2,1,"Purchased before 1992",200,0,0,0,0,0
326,"7/06/99",1,1820231,1,1,"Purchased before 1992",700,0,0,0,0,0
355,"7/06/99",1,1820241,1,1,"Purchased before 1992",500,0,0,0,0,0
362,"7/06/99",1,1820252,1,11,"Purchased since 1992",1000,0,0,0,0,0
363,"7/06/99",1,1820252,1,4,"Obtained as dowry",4000,0,0,0,0,0
327,"7/06/99",1,1820331,1,11,"Purchased since 1992",400,0,0,0,0,0
364,"7/06/99",1,1820351,1,1,"Purchased before 1992",2800,0,0,0,0,0
328,"7/06/99",1,1820431,1,11,"Purchased since 1992",1000,0,0,0,0,0
357,"7/06/99",1,1820441,1,1,"Purchased before 1992",600,0,0,0,0,0
331,"7/06/99",1,1820531,1,12,"Sale since 1992",0,0,0,1500,0,0
329,"7/06/99",1,1820531,1,1,"Purchased before 1992",1300,0,0,0,0,0
330,"7/06/99",1,1820531,1,11,"Purchased since 1992",0,0,0,1500,0,0
332,"7/06/99",1,1820531,1,2,"Inherited",700,0,0,0,0,0
358,"7/06/99",1,1820541,1,2,"Inherited",1000,0,0,0,0,0
333,"7/06/99",1,1820631,4,11,"Purchased since 1992",0,0,0,2000,0,0
334,"7/06/99",1,1820631,4,2,"Inherited",1400,0,0,0,0,0
335,"7/06/99",1,1820731,2,1,"Purchased before 1992",1000,0,0,0,0,0
336,"7/06/99",1,1820732,1,11,"Purchased since 1992",900,0,0,0,0,0
338,"7/06/99",1,1820831,1,11,"Purchased since 1992",6000,6000,0,0,0,0
337,"7/06/99",1,1820831,1,1,"Purchased before 1992",1000,0,0,0,0,0
339,"7/06/99",1,1820931,1,1,"Purchased before 1992",500,0,0,0,0,0
340,"7/06/99",1,1820931,1,2,"Inherited",500,0,0,0,0,0
341,"7/06/99",1,1821031,1,1,"Purchased before 1992",4000,0,700,0,0,0
342,"7/06/99",1,1821131,1,1,"Purchased before 1992",500,0,0,0,0,0
343,"7/06/99",1,1821131,1,2,"Inherited",500,0,0,0,0,0
344,"7/06/99",1,1821231,1,1,"Purchased before 1992",1000,0,0,0,0,0
20,"9/16/99",1,1830131,1,11,"Purchased since 1992",1200,0,400,0,0,0
19,"9/11/99",1,1830131,1,1,"Purchased before 1992",600,0,0,0,0,0
54,"9/16/99",1,1830141,3,11,"Purchased since 1992",1000,0,0,0,0,0
53,"9/16/99",1,1830141,1,1,"Purchased before 1992",6000,0,0,0,0,0
63,"9/16/99",1,1830151,1,1,"Purchased before 1992",8000,0,0,0,0,0
64,"9/16/99",1,1830151,1,4,"Obtained as dowry",0,0,1000,0,0,0
21,"9/16/99",1,1830231,1,11,"Purchased since 1992",9000,0,800,0,0,0
55,"9/16/99",1,1830241,1,11,"Purchased since 1992",600,0,0,0,0,0
56,"9/16/99",1,1830242,1,11,"Purchased since 1992",500,0,0,0,0,0
66,"9/16/99",1,1830251,1,2,"Inherited",0,0,400,0,0,0
65,"9/16/99",1,1830251,1,1,"Purchased before 1992",5500,0,0,0,0,0
23,"9/16/99",1,1830331,1,11,"Purchased since 1992",3500,0,0,0,0,0
22,"9/16/99",1,1830331,1,1,"Purchased before 1992",0,0,0,1500,0,0
57,"9/16/99",1,1830341,1,1,"Purchased before 1992",1800,0,0,0,0,0
67,"9/16/99",1,1830351,1,1,"Purchased before 1992",900,0,0,0,0,0
24,"9/16/99",1,1830431,1,1,"Purchased before 1992",400,0,0,0,0,0
25,"9/16/99",1,1830431,1,11,"Purchased since 1992",400,0,0,0,0,0
68,"9/16/99",1,1830459,1,11,"Purchased since 1992",130000,0,0,0,0,0
69,"9/16/99",1,1830459,3,11,"Purchased since 1992",0,0,30000,0,0,0
26,"9/16/99",1,1830531,1,11,"Purchased since 1992",1300,0,0,0,0,0
59,"9/16/99",1,1830541,1,1,"Purchased before 1992",800,0,0,0,0,0
60,"9/16/99",1,1830541,1,11,"Purchased since 1992",700,0,0,2000,0,0
62,"9/16/99",1,1830543,1,11,"Purchased since 1992",400,0,0,0,0,0
28,"9/16/99",1,1830631,1,11,"Purchased since 1992",2000,0,200,0,0,0
1.79769313486232e+308,"11/18/99",1,1830631,2,11,"",0,1500,0,0,0,0
27,"9/16/99",1,1830631,1,1,"Purchased before 1992",1000,0,0,0,0,0
30,"9/16/99",1,1830731,1,11,"Purchased since 1992",7400,6000,0,1200,0,0
29,"9/16/99",1,1830731,1,1,"Purchased before 1992",600,0,0,0,0,0
32,"9/16/99",1,1830831,1,11,"Purchased since 1992",0,0,1400,0,0,0
31,"9/16/99",1,1830831,1,1,"Purchased before 1992",11000,0,0,0,0,0
33,"9/16/99",1,1830931,1,11,"Purchased since 1992",1600,6000,0,0,0,0
34,"9/16/99",1,1831031,1,1,"Purchased before 1992",1000,0,0,0,0,0
35,"9/16/99",1,1831031,1,11,"Purchased since 1992",6000,0,0,1900,0,0
36,"9/16/99",1,1831031,1,12,"Sale since 1992",0,0,0,1900,0,0
38,"9/16/99",1,1831131,1,11,"Purchased since 1992",500,0,0,0,0,0
37,"9/16/99",1,1831131,1,1,"Purchased before 1992",2000,0,0,0,0,0
40,"9/16/99",1,1831231,1,11,"Purchased since 1992",0,0,600,0,0,0
39,"9/16/99",1,1831231,1,1,"Purchased before 1992",2000,0,0,0,0,0
40,"9/17/99",1,1840149,1,11,"Purchased since 1992",600,0,0,0,0,0
39,"9/17/99",1,1840149,1,1,"Purchased before 1992",600,0,0,0,0,0
48,"9/17/99",1,1840159,1,11,"Purchased since 1992",600,0,0,0,0,0
47,"9/17/99",1,1840159,1,1,"Purchased before 1992",1200,0,0,0,0,0
42,"9/17/99",1,1840249,1,11,"Purchased since 1992",500,0,0,0,0,0
41,"9/17/99",1,1840249,1,1,"Purchased before 1992",1500,0,0,0,0,0
49,"9/17/99",1,1840259,1,1,"Purchased before 1992",3500,0,0,0,0,0
50,"9/17/99",1,1840259,1,11,"Purchased since 1992",8500,0,0,0,0,0
43,"9/17/99",1,1840349,1,1,"Purchased before 1992",600,0,0,0,0,0
44,"9/17/99",1,1840349,1,11,"Purchased since 1992",600,0,0,0,0,0
51,"9/17/99",1,1840359,1,1,"Purchased before 1992",22000,0,0,0,0,0
45,"9/17/99",1,1840449,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"9/17/99",1,1840459,1,11,"Purchased since 1992",22000,0,1000,0,0,0
52,"9/17/99",1,1840459,1,1,"Purchased before 1992",8000,0,0,0,0,0
46,"9/17/99",1,1840549,1,11,"Purchased since 1992",4000,0,0,0,0,0
54,"9/17/99",1,1840559,1,11,"Purchased since 1992",5000,0,0,0,0,0
27,"9/17/99",1,1841539,1,11,"Purchased since 1992",2000,0,600,0,0,0
26,"9/17/99",1,1841539,1,1,"Purchased before 1992",6000,0,0,0,0,0
43,"9/19/99",1,1910141,1,1,"Purchased before 1992",15000,0,0,0,0,0
45,"9/19/99",1,1910151,1,11,"Purchased since 1992",20000,0,0,0,0,0
23,"9/12/99",1,1910231,1,11,"Purchased since 1992",12000,0,0,0,0,0
44,"9/19/99",1,1910241,1,11,"Purchased since 1992",4000,0,0,0,0,0
51,"9/19/99",1,1910251,1,1,"Purchased before 1992",15000,0,0,0,0,0
25,"9/19/99",1,1910331,1,11,"Purchased since 1992",12000,0,0,0,0,0
26,"9/19/99",1,1910431,1,1,"Purchased before 1992",30000,0,0,0,0,0
47,"9/19/99",1,1910441,1,1,"Purchased before 1992",15000,0,0,0,0,0
48,"9/19/99",1,1910441,1,11,"Purchased since 1992",0,0,0,800,0,0
49,"9/19/99",1,1910441,5,11,"Purchased since 1992",0,0,0,4000,0,0
27,"9/19/99",1,1910531,1,11,"Purchased since 1992",25000,10000,0,0,0,0
50,"9/19/99",1,1910541,1,1,"Purchased before 1992",50000,0,0,0,0,0
28,"9/19/99",1,1910631,1,1,"Purchased before 1992",20000,0,0,0,0,0
46,"9/19/99",1,1910641,1,1,"Purchased before 1992",15000,0,0,0,0,0
29,"9/19/99",1,1910731,1,11,"Purchased since 1992",35000,0,0,0,0,0
30,"9/19/99",1,1910831,1,1,"Purchased before 1992",30000,5000,0,0,0,0
31,"9/19/99",1,1910931,1,1,"Purchased before 1992",8000,0,0,0,0,0
32,"9/19/99",1,1911031,1,1,"Purchased before 1992",20000,12000,0,0,0,0
33,"9/19/99",1,1911231,1,1,"Purchased before 1992",20000,0,0,0,0,0
34,"9/19/99",1,1911331,1,11,"Purchased since 1992",12000,0,0,0,0,0
35,"9/19/99",1,1911431,1,1,"Purchased before 1992",12000,0,0,0,0,0
368,"7/04/99",1,1920131,3,2,"Inherited",30000,0,0,0,0,0
393,"7/04/99",1,1920141,1,1,"Purchased before 1992",10000,0,0,0,0,0
394,"7/04/99",1,1920141,1,11,"Purchased since 1992",5000,0,0,0,0,0
399,"7/04/99",1,1920151,1,1,"Purchased before 1992",70000,0,0,0,0,0
369,"7/04/99",1,1920231,1,1,"Purchased before 1992",25000,0,0,0,0,0
395,"7/04/99",1,1920241,1,11,"Purchased since 1992",7000,0,0,0,0,0
400,"7/04/99",1,1920251,1,2,"Inherited",25000,0,0,0,0,0
370,"7/04/99",1,1920331,1,1,"Purchased before 1992",20000,0,0,5000,0,0
401,"7/04/99",1,1920351,1,11,"Purchased since 1992",25000,0,0,0,0,0
371,"7/04/99",1,1920431,1,11,"Purchased since 1992",25000,0,0,20000,0,0
396,"7/04/99",1,1920441,1,11,"Purchased since 1992",45000,0,0,0,0,0
