"casenum","date","weight_","hhcode","pid","oedid","oedde","s12_4q22","s12_4q32","s12_4q42","s12_4q52","s12_4q62","s12_4q72"
115,"6/06/99",1,110111,5,3,"Obtained as gift",0,0,0,0,0,500
114,"6/06/99",1,110111,5,11,"Purchased since 1992",120,0,0,450,700,0
117,"6/06/99",1,110112,1,3,"Obtained as gift",0,0,0,600,0,0
118,"6/06/99",1,110112,1,4,"Obtained as dowry",0,0,0,0,0,4200
116,"6/06/99",1,110112,1,11,"Purchased since 1992",0,0,3000,600,0,0
146,"6/06/99",1,110141,1,4,"Obtained as dowry",0,0,0,0,0,3600
145,"6/06/99",1,110141,1,11,"Purchased since 1992",300,0,850,1500,0,0
157,"6/06/99",1,110151,1,4,"Obtained as dowry",0,0,0,0,0,9000
155,"6/06/99",1,110151,1,11,"Purchased since 1992",650,0,5000,1500,450,1800
156,"6/06/99",1,110151,1,2,"Inherited",0,0,3000,500,0,0
120,"6/06/99",1,110211,1,11,"Purchased since 1992",0,0,0,10000,0,0
119,"6/06/99",1,110211,1,1,"Purchased before 1992",0,0,0,200,0,300
147,"6/06/99",1,110241,1,11,"Purchased since 1992",225,0,0,350,0,320
159,"6/06/99",1,110251,1,11,"Purchased since 1992",1500,0,7000,4000,0,46450
158,"6/06/99",1,110251,1,1,"Purchased before 1992",0,0,10000,3500,8000,0
160,"6/06/99",1,110251,1,5,"Obtained from other sources",0,0,0,0,4000,0
122,"6/06/99",1,110311,2,11,"Purchased since 1992",0,0,850,400,0,450
121,"6/06/99",1,110311,2,1,"Purchased before 1992",0,0,0,500,0,0
148,"6/06/99",1,110341,1,11,"Purchased since 1992",150,0,2500,2000,350,2100
149,"6/06/99",1,110341,1,2,"Inherited",0,0,3500,0,0,0
161,"6/06/99",1,110351,1,11,"Purchased since 1992",425,700,12000,3000,10000,12900
162,"6/06/99",1,110351,1,2,"Inherited",0,0,20000,0,0,0
164,"6/06/99",1,110352,1,2,"Inherited",0,0,7500,3500,0,750
163,"6/06/99",1,110352,1,11,"Purchased since 1992",400,500,8000,4000,0,0
165,"6/06/99",1,110352,1,4,"Obtained as dowry",0,0,0,0,0,9000
123,"6/06/99",1,110411,1,1,"Purchased before 1992",0,0,0,0,0,750
125,"6/06/99",1,110411,1,2,"Inherited",0,0,0,500,0,0
124,"6/06/99",1,110411,1,11,"Purchased since 1992",700,0,4400,2100,0,7500
126,"6/06/99",1,110411,1,3,"Obtained as gift",0,0,0,700,0,0
150,"6/06/99",1,110441,1,11,"Purchased since 1992",90,0,0,600,0,300
166,"6/06/99",1,110459,1,1,"Purchased before 1992",0,0,8000,2000,0,2050
167,"6/06/99",1,110459,1,11,"Purchased since 1992",100,0,0,0,0,0
128,"6/06/99",1,110511,1,2,"Inherited",0,0,1250,650,0,3000
127,"6/06/99",1,110511,1,11,"Purchased since 1992",750,0,3000,1500,0,480
151,"6/06/99",1,110541,1,11,"Purchased since 1992",600,0,550,650,0,0
154,"6/06/99",1,110542,1,4,"Obtained as dowry",0,0,0,0,0,3900
152,"6/06/99",1,110542,1,11,"Purchased since 1992",0,0,0,70,220,0
153,"6/06/99",1,110542,1,2,"Inherited",0,0,600,300,0,400
129,"6/06/99",1,110611,1,11,"Purchased since 1992",500,0,10000,2500,300,0
130,"6/06/99",1,110612,1,1,"Purchased before 1992",0,0,0,0,0,6450
132,"6/06/99",1,110612,1,3,"Obtained as gift",0,0,0,0,1000,0
131,"6/06/99",1,110612,1,11,"Purchased since 1992",325,0,3500,2000,0,12000
134,"6/06/99",1,110711,1,11,"Purchased since 1992",0,0,500,1000,0,0
135,"6/06/99",1,110711,1,3,"Obtained as gift",0,0,0,0,0,900
133,"6/06/99",1,110711,1,1,"Purchased before 1992",3500,1050,0,0,0,0
137,"6/06/99",1,110811,1,2,"Inherited",0,2000,2000,1200,0,450
136,"6/06/99",1,110811,1,11,"Purchased since 1992",350,0,2000,550,0,0
138,"6/06/99",1,110911,1,11,"Purchased since 1992",150,0,350,600,0,75
139,"6/06/99",1,111011,1,11,"Purchased since 1992",300,0,3600,1500,0,600
141,"6/06/99",1,111111,1,2,"Inherited",0,0,750,0,0,0
140,"6/06/99",1,111111,1,11,"Purchased since 1992",0,0,0,725,0,600
142,"6/06/99",1,111111,1,3,"Obtained as gift",0,0,0,0,0,200
144,"6/06/99",1,111211,1,2,"Inherited",0,0,0,0,0,2000
143,"6/06/99",1,111211,1,11,"Purchased since 1992",600,0,3300,2500,0,600
83,"7/23/99",1,120111,1,11,"Purchased since 1992",200,0,300,500,0,200
106,"7/23/99",1,120141,1,11,"Purchased since 1992",150,0,0,500,0,0
105,"7/23/99",1,120141,1,1,"Purchased before 1992",0,0,1000,0,0,0
116,"7/23/99",1,120151,1,11,"Purchased since 1992",250,0,500,550,0,8000
118,"7/23/99",1,120152,1,11,"Purchased since 1992",225,0,2000,800,0,1500
117,"7/23/99",1,120152,1,1,"Purchased before 1992",0,0,800,200,0,0
84,"7/23/99",1,120211,1,11,"Purchased since 1992",175,0,3500,300,0,0
109,"7/23/99",1,120241,1,2,"Inherited",0,0,1000,0,0,0
107,"7/23/99",1,120241,1,1,"Purchased before 1992",0,0,0,200,0,0
108,"7/23/99",1,120241,1,11,"Purchased since 1992",300,0,1500,1000,0,500
111,"7/23/99",1,120242,1,11,"Purchased since 1992",500,0,1200,300,0,0
110,"7/23/99",1,120242,1,1,"Purchased before 1992",0,0,0,200,0,0
121,"7/23/99",1,120351,1,2,"Inherited",120,0,0,0,0,0
123,"7/23/99",1,120351,7,3,"Obtained as gift",0,0,0,0,0,12000
122,"7/23/99",1,120351,1,3,"Obtained as gift",0,0,500,0,0,650
120,"7/23/99",1,120351,1,11,"Purchased since 1992",0,0,300,750,0,0
87,"7/23/99",1,120411,1,11,"Purchased since 1992",200,0,2500,700,0,1500
114,"7/23/99",1,120441,1,3,"Obtained as gift",0,0,0,0,0,500
113,"7/23/99",1,120441,1,11,"Purchased since 1992",150,0,1500,500,0,0
112,"7/23/99",1,120441,1,1,"Purchased before 1992",0,0,0,300,0,0
125,"7/23/99",1,120459,1,11,"Purchased since 1992",1200,0,2000,800,200,6750
124,"7/23/99",1,120459,1,1,"Purchased before 1992",0,0,3000,700,0,0
88,"7/23/99",1,120511,1,11,"Purchased since 1992",320,0,4000,1200,0,8000
89,"7/23/99",1,120511,9,4,"Obtained as dowry",0,0,0,0,0,18750
93,"7/23/99",1,120512,1,11,"Purchased since 1992",50,0,800,250,0,300
115,"7/23/99",1,120541,1,11,"Purchased since 1992",400,0,500,1000,0,1600
91,"7/23/99",1,120611,1,2,"Inherited",0,1000,50000,1000,0,0
90,"7/23/99",1,120611,1,11,"Purchased since 1992",375,0,0,500,0,0
92,"7/23/99",1,120611,1,3,"Obtained as gift",0,0,0,0,0,24750
94,"7/23/99",1,120711,1,11,"Purchased since 1992",150,300,1000,1000,150,4750
96,"7/23/99",1,120811,7,4,"Obtained as dowry",0,0,0,0,0,3600
95,"7/23/99",1,120811,1,11,"Purchased since 1992",375,0,1500,1500,200,0
98,"7/23/99",1,120911,5,1,"Purchased before 1992",0,0,1000,200,0,0
99,"7/23/99",1,120911,5,11,"Purchased since 1992",100,0,2000,200,600,2100
100,"7/23/99",1,120911,6,1,"Purchased before 1992",0,0,1000,200,0,0
97,"7/23/99",1,120911,1,11,"Purchased since 1992",100,0,2000,200,0,0
101,"7/23/99",1,120911,6,11,"Purchased since 1992",100,0,2000,200,0,0
102,"7/23/99",1,121011,1,11,"Purchased since 1992",300,0,1000,850,0,750
103,"7/23/99",1,121111,1,11,"Purchased since 1992",550,0,2500,1500,1500,8000
104,"7/23/99",1,121211,1,11,"Purchased since 1992",250,0,700,1000,0,600
2,"8/03/99",1,130211,1,11,"Purchased since 1992",400,0,0,200,100,300
1,"8/03/99",1,130211,1,1,"Purchased before 1992",0,0,1000,300,0,0
40,"8/03/99",1,130251,1,11,"Purchased since 1992",500,0,700,1200,0,3750
41,"8/03/99",1,130251,1,2,"Inherited",350,0,3000,750,0,0
3,"8/03/99",1,130311,1,11,"Purchased since 1992",500,0,500,700,0,750
4,"8/03/99",1,130311,1,2,"Inherited",0,0,0,300,0,0
44,"8/03/99",1,130351,1,2,"Inherited",100,0,0,400,0,0
43,"8/03/99",1,130351,1,12,"Sale since 1992",0,0,0,0,0,3000
42,"8/03/99",1,130351,1,11,"Purchased since 1992",0,0,1200,910,0,1350
45,"8/03/99",1,130351,1,4,"Obtained as dowry",0,0,0,0,0,3000
46,"8/03/99",1,130352,1,11,"Purchased since 1992",150,0,600,1200,0,4500
47,"8/03/99",1,130352,1,12,"Sale since 1992",0,0,0,0,0,14000
48,"8/03/99",1,130352,1,2,"Inherited",100,0,1000,300,0,0
49,"8/03/99",1,130352,1,4,"Obtained as dowry",0,0,0,0,0,14000
51,"8/03/99",1,130353,1,3,"Obtained as gift",0,0,2000,0,5000,0
50,"8/03/99",1,130353,1,11,"Purchased since 1992",350,0,10200,2800,0,6500
52,"8/03/99",1,130354,1,11,"Purchased since 1992",200,0,0,850,1300,0
54,"8/03/99",1,130354,1,4,"Obtained as dowry",0,0,0,0,0,12000
53,"8/03/99",1,130354,1,2,"Inherited",350,0,2200,350,0,450
55,"8/03/99",1,130355,1,11,"Purchased since 1992",150,0,0,600,0,0
58,"8/03/99",1,130355,1,4,"Obtained as dowry",0,0,0,0,0,5300
57,"8/03/99",1,130355,1,2,"Inherited",200,0,600,300,0,0
56,"8/03/99",1,130355,1,12,"Sale since 1992",0,0,0,0,0,2000
5,"8/03/99",1,130411,1,11,"Purchased since 1992",150,0,350,450,0,300
30,"8/03/99",1,130441,1,1,"Purchased before 1992",0,0,0,1200,0,0
31,"8/03/99",1,130441,1,11,"Purchased since 1992",300,0,1050,800,0,5600
59,"8/03/99",1,130459,1,1,"Purchased before 1992",300,0,6000,800,0,0
60,"8/03/99",1,130459,1,11,"Purchased since 1992",350,200,4000,1200,1000,1200
35,"8/03/99",1,130542,1,14,"Loss due to  1998 flood",0,0,550,225,0,0
34,"8/03/99",1,130542,1,11,"Purchased since 1992",180,0,0,175,0,0
36,"8/03/99",1,130542,1,3,"Obtained as gift",0,0,0,0,0,600
6,"8/03/99",1,130611,1,11,"Purchased since 1992",125,0,0,500,0,150
7,"8/03/99",1,130711,1,1,"Purchased before 1992",0,0,1200,700,0,300
8,"8/03/99",1,130711,1,11,"Purchased since 1992",350,0,0,300,0,0
12,"8/03/99",1,130811,1,1,"Purchased before 1992",300,400,800,1200,0,0
13,"8/03/99",1,130811,1,11,"Purchased since 1992",250,0,500,800,0,800
16,"8/03/99",1,130911,4,3,"Obtained as gift",0,0,0,0,0,6000
14,"8/03/99",1,130911,1,1,"Purchased before 1992",1200,0,200,250,0,0
15,"8/03/99",1,130911,1,11,"Purchased since 1992",1300,0,0,300,0,350
19,"8/03/99",1,131011,1,2,"Inherited",0,0,1000,0,0,0
17,"8/03/99",1,131011,1,1,"Purchased before 1992",0,0,0,500,0,0
18,"8/03/99",1,131011,1,11,"Purchased since 1992",200,10000,0,350,0,0
21,"8/03/99",1,131111,1,11,"Purchased since 1992",450,0,2000,450,500,0
22,"8/03/99",1,131111,1,3,"Obtained as gift",0,0,0,0,0,3200
20,"8/03/99",1,131111,1,1,"Purchased before 1992",0,0,0,550,0,0
23,"8/03/99",1,131211,1,11,"Purchased since 1992",250,0,0,500,0,300
64,"6/19/99",1,210131,1,11,"Purchased since 1992",0,0,0,200,0,0
63,"6/19/99",1,210131,1,1,"Purchased before 1992",0,0,0,100,0,0
82,"6/19/99",1,210141,1,11,"Purchased since 1992",0,0,400,150,0,0
91,"6/19/99",1,210151,1,12,"Sale since 1992",0,0,0,0,0,550
92,"6/19/99",1,210151,1,5,"Obtained from other sources",0,0,0,0,0,160
90,"6/19/99",1,210151,1,11,"Purchased since 1992",800,0,10000,3500,3000,1140
65,"6/19/99",1,210231,1,11,"Purchased since 1992",0,0,0,500,0,0
83,"6/19/99",1,210241,5,11,"Purchased since 1992",0,0,600,500,0,0
67,"6/19/99",1,210331,1,2,"Inherited",0,0,200,0,0,0
68,"6/19/99",1,210331,1,3,"Obtained as gift",0,0,0,100,0,0
66,"6/19/99",1,210331,1,11,"Purchased since 1992",0,0,400,200,0,0
71,"6/19/99",1,210332,2,3,"Obtained as gift",0,0,0,0,0,180
69,"6/19/99",1,210332,1,11,"Purchased since 1992",150,0,350,300,0,0
84,"6/19/99",1,210341,1,11,"Purchased since 1992",0,0,2000,600,0,0
95,"6/19/99",1,210351,1,11,"Purchased since 1992",90,0,700,500,0,0
72,"6/19/99",1,210411,1,11,"Purchased since 1992",0,0,600,250,0,0
85,"6/19/99",1,210441,1,11,"Purchased since 1992",0,0,1450,260,0,330
86,"6/19/99",1,210441,1,12,"Sale since 1992",0,0,0,0,0,190
96,"6/19/99",1,210459,1,1,"Purchased before 1992",0,0,200,0,0,0
97,"6/19/99",1,210459,1,11,"Purchased since 1992",0,0,800,300,0,0
73,"6/19/99",1,210511,4,3,"Obtained as gift",0,0,0,0,0,3000
72,"6/19/99",1,210511,3,11,"Purchased since 1992",150,0,6000,300,0,0
88,"6/19/99",1,210541,1,12,"Sale since 1992",0,0,0,0,0,180
89,"6/19/99",1,210541,1,5,"Obtained from other sources",0,0,0,0,0,120
87,"6/19/99",1,210541,1,11,"Purchased since 1992",0,0,10000,0,0,540
74,"6/19/99",1,210611,1,11,"Purchased since 1992",0,0,400,150,0,0
75,"6/19/99",1,210731,1,1,"Purchased before 1992",0,0,2500,150,0,0
76,"6/19/99",1,210811,1,11,"Purchased since 1992",0,0,0,100,0,0
77,"6/19/99",1,210931,1,11,"Purchased since 1992",0,0,1000,300,0,0
78,"6/19/99",1,211031,1,11,"Purchased since 1992",0,0,3500,450,0,0
79,"6/19/99",1,211031,2,11,"Purchased since 1992",0,0,0,0,0,1200
80,"6/19/99",1,211131,1,11,"Purchased since 1992",0,0,350,150,0,0
81,"6/19/99",1,211231,1,11,"Purchased since 1992",0,0,450,150,0,0
73,"8/01/99",1,220111,1,11,"Purchased since 1992",150,0,1000,0,100,0
74,"8/04/99",1,220111,1,3,"Obtained as gift",0,0,0,3000,0,0
75,"8/04/99",1,220111,4,11,"Purchased since 1992",0,0,0,0,0,150
91,"8/04/99",1,220141,1,11,"Purchased since 1992",0,0,0,50,0,0
96,"8/04/99",1,220151,1,1,"Purchased before 1992",0,100,3000,800,0,0
97,"8/04/99",1,220151,1,11,"Purchased since 1992",150,0,2000,1200,0,0
76,"8/04/99",1,220211,1,11,"Purchased since 1992",200,0,1500,800,0,0
77,"8/04/99",1,220211,2,11,"Purchased since 1992",0,0,0,0,0,150
92,"8/04/99",1,220241,1,11,"Purchased since 1992",0,0,0,100,0,0
98,"8/04/99",1,220251,1,1,"Purchased before 1992",0,150,0,500,0,0
100,"8/04/99",1,220251,4,3,"Obtained as gift",0,0,0,0,0,3000
99,"8/04/99",1,220251,1,11,"Purchased since 1992",200,0,5000,4500,0,0
78,"8/04/99",1,220311,1,11,"Purchased since 1992",0,0,0,200,0,0
93,"8/04/99",1,220341,1,11,"Purchased since 1992",0,0,1500,300,0,0
101,"8/04/99",1,220351,1,1,"Purchased before 1992",0,150,1500,0,0,0
102,"8/04/99",1,220351,1,11,"Purchased since 1992",80,0,4500,3000,0,0
79,"8/04/99",1,220411,2,3,"Obtained as gift",0,0,0,150,0,0
80,"8/04/99",1,220412,1,11,"Purchased since 1992",40,0,0,150,0,0
94,"8/04/99",1,220441,1,11,"Purchased since 1992",100,0,300,200,0,0
104,"8/04/99",1,220459,1,11,"Purchased since 1992",150,0,3000,800,400,0
103,"8/04/99",1,220459,1,1,"Purchased before 1992",0,100,0,0,0,0
81,"8/04/99",1,220511,1,11,"Purchased since 1992",80,0,250,150,0,0
95,"8/04/99",1,220541,1,11,"Purchased since 1992",0,0,0,100,0,0
84,"8/04/99",1,220611,2,3,"Obtained as gift",0,0,0,0,0,8000
83,"8/04/99",1,220611,1,11,"Purchased since 1992",100,0,5000,1500,0,0
82,"8/04/99",1,220611,1,1,"Purchased before 1992",0,0,2000,500,0,0
85,"8/04/99",1,220711,2,11,"Purchased since 1992",0,0,0,100,0,0
86,"8/04/99",1,220911,1,11,"Purchased since 1992",50,0,0,300,0,0
87,"8/04/99",1,221011,1,11,"Purchased since 1992",0,0,250,350,0,0
88,"8/04/99",1,221111,5,11,"Purchased since 1992",0,0,0,100,0,0
89,"8/04/99",1,221112,1,11,"Purchased since 1992",0,0,0,200,0,0
90,"8/04/99",1,221211,2,11,"Purchased since 1992",0,0,350,60,0,0
287,"6/20/99",1,230111,2,11,"Purchased since 1992",0,0,0,60,0,0
306,"6/20/99",1,230141,1,11,"Purchased since 1992",193,0,600,400,0,0
313,"6/20/99",1,230151,2,1,"Purchased before 1992",0,0,0,0,0,250
312,"6/20/99",1,230151,1,11,"Purchased since 1992",250,0,1200,1000,0,0
314,"6/20/99",1,230152,1,11,"Purchased since 1992",0,0,250,300,0,0
315,"6/20/99",1,230152,2,3,"Obtained as gift",0,0,0,0,0,250
288,"6/20/99",1,230211,1,11,"Purchased since 1992",0,0,0,200,0,0
289,"6/20/99",1,230211,1,3,"Obtained as gift",0,0,800,0,0,0
307,"6/20/99",1,230241,1,11,"Purchased since 1992",140,0,0,300,0,0
318,"6/20/99",1,230251,2,1,"Purchased before 1992",0,0,0,0,0,1200
317,"6/20/99",1,230251,1,11,"Purchased since 1992",700,0,30000,2500,11000,0
316,"6/20/99",1,230251,1,1,"Purchased before 1992",0,0,0,500,0,0
290,"6/20/99",1,230311,1,11,"Purchased since 1992",0,0,0,500,0,0
320,"6/20/99",1,230351,2,2,"Inherited",0,0,300,0,0,0
319,"6/20/99",1,230351,2,11,"Purchased since 1992",40,0,0,100,0,0
321,"6/20/99",1,230352,1.79769313486232e+308,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
291,"6/20/99",1,230411,1,11,"Purchased since 1992",0,0,700,300,0,0
308,"6/20/99",1,230441,1,1,"Purchased before 1992",50,0,0,50,0,0
309,"6/20/99",1,230441,1,11,"Purchased since 1992",128,0,0,100,0,0
322,"6/20/99",1,230459,1,11,"Purchased since 1992",150,0,3000,250,0,0
292,"6/20/99",1,230511,1,1,"Purchased before 1992",0,0,1000,0,0,0
293,"6/20/99",1,230511,1,11,"Purchased since 1992",220,150,2000,600,0,0
310,"6/20/99",1,230541,1,11,"Purchased since 1992",125,0,0,80,0,0
311,"6/20/99",1,230541,2,2,"Inherited",0,0,0,0,0,150
294,"6/20/99",1,230611,1,1,"Purchased before 1992",0,100,0,0,0,0
295,"6/20/99",1,230611,1,11,"Purchased since 1992",80,0,1000,800,0,0
296,"6/20/99",1,230612,1,11,"Purchased since 1992",0,0,1500,3000,0,0
297,"6/20/99",1,230711,1,11,"Purchased since 1992",80,100,150,400,0,0
299,"6/20/99",1,230811,1,11,"Purchased since 1992",600,0,7000,600,500,300
298,"6/20/99",1,230811,1,1,"Purchased before 1992",0,300,3000,0,0,0
301,"6/20/99",1,231011,1,11,"Purchased since 1992",0,0,0,200,0,0
300,"6/20/99",1,231011,1,1,"Purchased before 1992",0,0,250,100,0,0
302,"6/20/99",1,231111,1,11,"Purchased since 1992",0,0,0,200,0,0
304,"6/20/99",1,231211,6,11,"Purchased since 1992",0,0,0,0,0,1000
303,"6/20/99",1,231211,1,11,"Purchased since 1992",250,0,1000,500,0,0
305,"6/20/99",1,231212,1,11,"Purchased since 1992",250,0,1000,700,0,0
56,"9/08/99",1,240149,1,11,"Purchased since 1992",0,0,400,500,0,0
57,"9/08/99",1,240149,2,11,"Purchased since 1992",0,0,0,0,0,150
64,"9/08/99",1,240159,1,11,"Purchased since 1992",300,0,6000,3000,0,0
63,"9/08/99",1,240159,1,1,"Purchased before 1992",0,250,0,0,0,0
65,"9/08/99",1,240159,2,3,"Obtained as gift",0,0,0,0,0,3000
58,"9/08/99",1,240249,1,11,"Purchased since 1992",0,0,600,1000,100,0
66,"9/08/99",1,240259,1,1,"Purchased before 1992",0,200,0,0,0,0
68,"9/08/99",1,240259,2,11,"Purchased since 1992",0,0,0,0,0,6000
67,"9/08/99",1,240259,1,11,"Purchased since 1992",250,0,9000,3000,100,0
59,"9/08/99",1,240349,1,11,"Purchased since 1992",0,0,5000,250,0,0
70,"9/08/99",1,240359,1,11,"Purchased since 1992",300,0,1500,2000,0,0
71,"9/08/99",1,240359,2,3,"Obtained as gift",0,0,0,0,0,2000
69,"9/08/99",1,240359,1,1,"Purchased before 1992",100,200,0,1000,0,0
61,"9/08/99",1,240449,2,3,"Obtained as gift",0,0,0,0,0,150
60,"9/08/99",1,240449,1,11,"Purchased since 1992",0,0,500,400,0,0
73,"9/08/99",1,240459,1,11,"Purchased since 1992",100,0,1500,400,0,0
72,"9/08/99",1,240459,1,1,"Purchased before 1992",0,150,500,0,0,0
62,"9/08/99",1,240549,1,11,"Purchased since 1992",30,0,350,500,0,0
75,"9/08/99",1,240559,1,11,"Purchased since 1992",150,0,11000,1000,0,0
74,"9/08/99",1,240559,1,1,"Purchased before 1992",100,200,1000,0,0,0
506,"6/27/99",1,310111,2,4,"Obtained as dowry",0,0,0,0,0,8000
505,"6/23/99",1,310111,1,1,"Purchased before 1992",0,0,700,300,500,0
528,"6/27/99",1,310141,2,3,"Obtained as gift",0,0,0,0,0,12000
526,"6/27/99",1,310141,1,1,"Purchased before 1992",0,0,2000,1500,0,0
527,"6/27/99",1,310141,1,11,"Purchased since 1992",250,0,4500,1800,0,0
533,"6/27/99",1,310151,1,1,"Purchased before 1992",200,0,25000,3000,6000,0
534,"6/27/99",1,310151,2,3,"Obtained as gift",0,0,0,0,0,7000
507,"6/27/99",1,310211,2,1,"Purchased before 1992",0,0,500,200,0,0
530,"6/27/99",1,310241,2,3,"Obtained as gift",0,0,0,0,0,15000
529,"6/27/99",1,310241,1,1,"Purchased before 1992",150,0,2500,600,15000,0
509,"6/27/99",1,310311,2,11,"Purchased since 1992",0,0,0,3000,9000,0
508,"6/27/99",1,310311,2,1,"Purchased before 1992",200,0,10000,1000,0,0
538,"6/27/99",1,310351,7,3,"Obtained as gift",0,0,0,0,0,30000
537,"6/27/99",1,310351,1,11,"Purchased since 1992",500,0,100000,12000,25000,0
531,"6/27/99",1,310441,2,11,"Purchased since 1992",1000,0,15000,1500,1000,7000
539,"6/27/99",1,310459,1,11,"Purchased since 1992",180,0,25000,1500,10000,0
541,"6/27/99",1,310459,2,3,"Obtained as gift",0,0,0,0,0,10000
540,"6/27/99",1,310459,2,11,"Purchased since 1992",0,0,0,0,0,1200
510,"6/27/99",1,310511,5,1,"Purchased before 1992",0,0,1500,700,900,3000
170,"9/12/99",1,310541,2,1,"Purchased before 1992",0,0,0,0,0,1000
169,"9/12/99",1,310541,1,11,"Purchased since 1992",7000,0,0,0,1000,0
168,"9/12/99",1,310541,1,1,"Purchased before 1992",0,0,1500,3000,0,0
512,"6/27/99",1,310611,2,3,"Obtained as gift",0,0,0,0,0,10000
513,"6/27/99",1,310611,5,3,"Obtained as gift",0,0,0,0,0,15000
511,"6/27/99",1,310611,1,11,"Purchased since 1992",250,0,15000,850,15000,0
532,"6/27/99",1,310641,1,1,"Purchased before 1992",0,0,3500,1200,12000,5000
514,"6/27/99",1,310711,1,1,"Purchased before 1992",0,0,300,250,0,0
515,"6/27/99",1,310811,1,1,"Purchased before 1992",0,0,500,450,0,2000
516,"6/27/99",1,310911,1,1,"Purchased before 1992",0,0,400,300,0,0
517,"6/27/99",1,311011,1,11,"Purchased since 1992",0,0,1000,250,0,1000
520,"6/27/99",1,311111,7,4,"Obtained as dowry",0,0,0,0,0,15000
519,"6/27/99",1,311111,6,3,"Obtained as gift",0,0,0,0,8000,0
518,"6/27/99",1,311111,6,1,"Purchased before 1992",250,0,1500,400,0,0
522,"6/27/99",1,311211,1,11,"Purchased since 1992",0,0,3000,0,0,0
521,"6/27/99",1,311211,1,1,"Purchased before 1992",300,0,2500,1500,0,10000
523,"6/27/99",1,311211,7,3,"Obtained as gift",0,0,0,0,0,12000
525,"6/27/99",1,311411,1,11,"Purchased since 1992",0,0,6000,1000,8200,4000
524,"6/27/99",1,311411,1,1,"Purchased before 1992",250,0,300,600,0,0
2,"7/14/99",1,320111,1,11,"Purchased since 1992",300,0,0,0,250,0
1,"7/07/99",1,320111,1,1,"Purchased before 1992",0,0,2500,1500,0,0
40,"7/14/99",1,320141,2,3,"Obtained as gift",0,0,0,0,0,3000
39,"7/14/99",1,320141,1,11,"Purchased since 1992",120,0,0,0,0,0
38,"7/14/99",1,320141,1,1,"Purchased before 1992",0,0,2500,600,0,0
41,"7/14/99",1,320142,1,1,"Purchased before 1992",0,0,1000,0,0,0
43,"7/14/99",1,320142,2,12,"Sale since 1992",0,0,0,0,0,3000
44,"7/14/99",1,320142,2,3,"Obtained as gift",0,0,0,0,0,3200
42,"7/14/99",1,320142,1,11,"Purchased since 1992",0,0,1300,600,0,0
66,"7/14/99",1,320151,1,11,"Purchased since 1992",1200,0,20000,1800,15000,0
68,"7/14/99",1,320152,1,11,"Purchased since 1992",600,0,0,280,0,0
69,"7/14/99",1,320152,2,11,"Sale since 1992",0,0,0,0,0,7000
70,"7/14/99",1,320152,2,3,"Obtained as gift",0,0,0,0,0,3000
67,"7/14/99",1,320152,1,1,"Purchased before 1992",0,0,5000,600,0,0
71,"7/14/99",1,320152,3,4,"Obtained as dowry",0,0,0,0,0,5000
72,"7/14/99",1,320153,1,11,"Purchased since 1992",0,0,0,2500,0,0
74,"7/14/99",1,320153,2,3,"Obtained as gift",0,0,0,0,0,70000
73,"7/14/99",1,320153,1,3,"Obtained as gift",0,0,50000,0,15000,0
77,"7/14/99",1,320154,2,3,"Obtained as gift",0,0,0,0,0,48000
76,"7/14/99",1,320154,1,3,"Obtained as gift",0,0,55000,2500,0,0
75,"7/14/99",1,320154,1,11,"Purchased since 1992",0,0,0,1000,4000,0
4,"7/14/99",1,320211,2,11,"Purchased since 1992",500,0,0,0,0,11000
3,"7/14/99",1,320211,2,1,"Purchased before 1992",0,0,3000,450,0,0
45,"7/14/99",1,320241,1,1,"Purchased before 1992",200,0,3000,500,10000,0
46,"7/14/99",1,320241,1,11,"Purchased since 1992",800,0,45000,1500,0,0
47,"7/14/99",1,320241,2,12,"Sale since 1992",0,0,0,0,0,28000
79,"7/14/99",1,320251,1,11,"Purchased since 1992",0,0,0,1200,10000,0
80,"7/14/99",1,320251,2,1,"Purchased before 1992",0,0,0,0,0,4000
78,"7/14/99",1,320251,1,1,"Purchased before 1992",600,0,25000,1800,0,0
7,"7/14/99",1,320311,1,11,"Purchased since 1992",0,0,4000,500,0,0
8,"7/14/99",1,320311,2,1,"Purchased before 1992",0,0,0,0,0,2000
6,"7/14/99",1,320311,1,1,"Purchased before 1992",500,0,3000,700,0,0
9,"7/14/99",1,320311,5,1,"Purchased before 1992",0,0,0,0,0,1200
51,"7/14/99",1,320341,2,11,"Purchased since 1992",0,0,0,0,0,13500
49,"7/14/99",1,320341,1,11,"Purchased since 1992",0,0,0,2500,0,0
50,"7/14/99",1,320341,1,12,"Sale since 1992",0,0,0,0,5000,0
48,"7/14/99",1,320341,1,1,"Purchased before 1992",500,0,25000,1500,0,0
1.79769313486232e+308,"",1.79769313486232e+308,320411,2,2,"",1.79769313486232e+308,1.79769313486232e+308,2500,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"",1.79769313486232e+308,320411,1,11,"",1.79769313486232e+308,1.79769313486232e+308,1000,550,1.79769313486232e+308,1.79769313486232e+308
