"casenum","date","weight_","hhcode","pid","oedid","oedde","s12_4q22","s12_4q32","s12_4q42","s12_4q52","s12_4q62","s12_4q72"
795,"7/12/99",1,821011,1,3,"Obtained as gift",0,0,0,0,2800,0
799,"7/12/99",1,821012,1,11,"Purchased since 1992",1000,0,2000,600,0,0
798,"7/12/99",1,821012,1,1,"Purchased before 1992",500,0,0,0,0,0
800,"7/12/99",1,821012,2,11,"Purchased since 1992",0,0,0,0,0,300
801,"7/12/99",1,821012,2,3,"Obtained as gift",0,0,0,0,0,400
805,"7/12/99",1,821111,7,3,"Obtained as gift",0,0,0,0,0,400
804,"7/12/99",1,821111,2,3,"Obtained as gift",0,0,0,0,0,600
803,"7/12/99",1,821111,1,11,"Purchased since 1992",0,0,500,300,0,0
802,"7/12/99",1,821111,1,1,"Purchased before 1992",400,0,2500,800,0,0
807,"7/12/99",1,821211,1,11,"Purchased since 1992",0,0,4000,700,0,0
811,"7/12/99",1,821211,6,3,"Obtained as gift",0,0,0,0,0,500
806,"7/12/99",1,821211,1,1,"Purchased before 1992",150,0,16000,1500,0,0
808,"7/12/99",1,821211,2,1,"Purchased before 1992",0,0,0,0,0,2000
809,"7/12/99",1,821211,2,11,"Purchased since 1992",0,0,0,0,0,8000
810,"7/12/99",1,821211,2,3,"Obtained as gift",0,0,0,0,0,200
144,"7/15/99",1,830111,3,3,"Obtained as gift",0,0,0,0,0,200
143,"7/15/99",1,830111,2,3,"Obtained as gift",0,0,0,0,0,300
141,"7/15/99",1,830111,1,1,"Purchased before 1992",100,300,1200,500,0,0
142,"7/15/99",1,830111,1,11,"Purchased since 1992",0,0,0,100,0,0
208,"7/15/99",1,830151,1,11,"Purchased since 1992",0,0,10000,1000,7400,0
209,"7/15/99",1,830151,2,1,"Purchased before 1992",0,0,0,0,0,8000
213,"7/15/99",1,830151,3,11,"Purchased since 1992",0,0,0,0,0,2000
207,"7/15/99",1,830151,1,1,"Purchased before 1992",300,700,15000,1500,0,0
212,"7/15/99",1,830151,3,1,"Purchased before 1992",0,0,0,0,0,6000
211,"7/15/99",1,830151,2,3,"Obtained as gift",0,0,0,0,0,700
210,"7/15/99",1,830151,2,11,"Purchased since 1992",0,0,0,0,0,2000
145,"7/15/99",1,830211,1,1,"Purchased before 1992",0,250,1300,500,0,0
146,"7/15/99",1,830211,1,11,"Purchased since 1992",0,0,1200,300,0,0
217,"7/15/99",1,830251,2,5,"Obtained from other sources",100,0,0,0,0,0
216,"7/15/99",1,830251,2,3,"Obtained as gift",0,0,0,0,0,300
214,"7/15/99",1,830251,2,11,"Purchased since 1992",0,0,0,200,0,0
215,"7/15/99",1,830251,2,2,"Inherited",200,400,1800,400,0,0
149,"7/15/99",1,830311,1,3,"Obtained as gift",0,0,0,0,0,400
148,"7/15/99",1,830311,1,11,"Purchased since 1992",0,0,0,300,0,0
147,"7/15/99",1,830311,1,1,"Purchased before 1992",300,0,800,300,0,0
220,"7/15/99",1,830351,2,1,"Purchased before 1992",0,0,0,0,0,1000
218,"7/15/99",1,830351,1,1,"Purchased before 1992",300,0,7000,1000,0,0
221,"7/15/99",1,830351,2,3,"Obtained as gift",0,0,0,0,0,200
219,"7/15/99",1,830351,1,11,"Purchased since 1992",0,0,0,300,0,0
150,"7/15/99",1,830411,1,1,"Purchased before 1992",200,0,2000,400,200,0
151,"7/15/99",1,830411,1,11,"Purchased since 1992",0,0,0,500,0,0
153,"7/15/99",1,830411,2,3,"Obtained as gift",0,0,0,0,0,200
152,"7/15/99",1,830411,1,3,"Obtained as gift",0,300,0,0,0,0
203,"7/15/99",1,830441,2,2,"Inherited",0,0,0,0,0,200
202,"7/15/99",1,830441,2,11,"Purchased since 1992",0,0,0,0,0,500
199,"7/15/99",1,830441,1,1,"Purchased before 1992",900,0,200,600,0,0
200,"7/15/99",1,830441,1,11,"Purchased since 1992",200,0,0,300,0,0
201,"7/15/99",1,830441,5,1,"Purchased before 1992",0,0,0,0,0,400
228,"7/15/99",1,830459,9,3,"Obtained as gift",0,0,0,0,0,600
223,"7/15/99",1,830459,1,11,"Purchased since 1992",0,0,6000,400,8000,0
227,"7/15/99",1,830459,3,3,"Obtained as gift",0,0,0,0,0,4000
225,"7/15/99",1,830459,2,3,"Obtained as gift",0,0,0,0,0,2000
224,"7/15/99",1,830459,2,1,"Purchased before 1992",0,0,0,0,0,5000
222,"7/15/99",1,830459,1,1,"Purchased before 1992",150,800,12000,1200,0,0
226,"7/15/99",1,830459,3,11,"Purchased since 1992",0,0,0,0,0,8000
158,"7/15/99",1,830611,2,2,"Inherited",0,0,0,0,0,300
154,"7/15/99",1,830611,1,1,"Purchased before 1992",300,0,2000,500,0,0
155,"7/15/99",1,830611,1,11,"Purchased since 1992",0,0,500,200,0,0
156,"7/15/99",1,830611,1,2,"Inherited",0,400,0,0,0,0
157,"7/15/99",1,830611,2,1,"Purchased before 1992",0,0,0,0,0,400
159,"7/15/99",1,830711,1,1,"Purchased before 1992",300,400,2000,700,0,0
163,"7/15/99",1,830711,3,3,"Obtained as gift",0,0,0,0,0,400
161,"7/15/99",1,830711,2,1,"Purchased before 1992",0,0,0,0,0,400
162,"7/15/99",1,830711,2,3,"Obtained as gift",0,0,0,0,0,300
160,"7/15/99",1,830711,1,11,"Purchased since 1992",0,0,500,200,300,0
166,"7/15/99",1,830811,2,3,"Obtained as gift",0,0,0,0,0,300
165,"7/15/99",1,830811,1,11,"Purchased since 1992",0,0,0,100,0,0
164,"7/15/99",1,830811,1,1,"Purchased before 1992",0,0,800,300,0,0
168,"7/15/99",1,830911,1,11,"Purchased since 1992",0,0,3000,0,200,0
169,"7/15/99",1,830911,1,2,"Inherited",0,700,0,0,0,0
170,"7/15/99",1,830911,8,3,"Obtained as gift",0,0,0,0,0,400
167,"7/15/99",1,830911,1,1,"Purchased before 1992",200,0,5000,0,0,0
175,"7/15/99",1,831011,2,11,"Purchased since 1992",0,0,0,0,0,300
172,"7/15/99",1,831011,1,11,"Purchased since 1992",0,0,7000,700,9000,0
178,"7/15/99",1,831011,6,11,"Purchased since 1992",0,0,0,0,0,4000
176,"7/15/99",1,831011,2,3,"Obtained as gift",0,0,0,0,0,1000
173,"7/15/99",1,831011,1,2,"Inherited",0,800,0,0,0,0
171,"7/15/99",1,831011,1,1,"Purchased before 1992",0,0,18000,1500,0,0
177,"7/15/99",1,831011,6,1,"Purchased before 1992",0,0,0,0,0,8000
174,"7/15/99",1,831011,2,1,"Purchased before 1992",0,0,0,0,0,4000
179,"7/15/99",1,831012,1,11,"Purchased since 1992",0,0,10000,900,0,0
182,"7/15/99",1,831012,2,3,"Obtained as gift",0,0,0,0,0,12000
181,"7/15/99",1,831012,2,11,"Purchased since 1992",0,0,0,0,0,600
180,"7/15/99",1,831012,1,2,"Inherited",0,0,500,0,0,0
185,"7/15/99",1,831111,2,3,"Obtained as gift",0,0,0,0,0,400
184,"7/15/99",1,831111,1,11,"Purchased since 1992",0,0,0,100,0,0
183,"7/15/99",1,831111,1,1,"Purchased before 1992",300,400,1600,600,0,0
189,"7/15/99",1,831211,2,11,"Purchased since 1992",0,0,0,0,0,1300
186,"7/15/99",1,831211,1,1,"Purchased before 1992",300,400,4000,700,200,0
191,"7/15/99",1,831211,3,1,"Purchased before 1992",0,0,0,0,0,2000
192,"7/15/99",1,831211,3,11,"Purchased since 1992",0,0,0,0,0,6000
190,"7/15/99",1,831211,2,3,"Obtained as gift",0,0,0,0,0,500
187,"7/15/99",1,831211,1,11,"Purchased since 1992",0,0,0,200,300,0
188,"7/15/99",1,831211,2,1,"Purchased before 1992",0,0,0,0,0,1200
857,"7/12/99",1,910121,1,11,"Purchased since 1992",350,0,4500,1200,450,2950
874,"7/12/99",1,910141,1,11,"Purchased since 1992",260,0,450,500,0,350
879,"7/12/99",1,910151,1,11,"Purchased since 1992",220,0,140,800,0,150
858,"7/12/99",1,910221,1,11,"Purchased since 1992",234,0,2456,1562,0,285
859,"7/12/99",1,910222,1,11,"Purchased since 1992",1500,0,1000,2200,0,1500
875,"7/12/99",1,910241,1,11,"Purchased since 1992",240,0,120,600,0,150
880,"7/12/99",1,910251,1,11,"Purchased since 1992",300,0,2000,2500,0,1000
860,"7/12/99",1,910321,1,11,"Purchased since 1992",164,0,146,228,0,324
861,"7/12/99",1,910322,1,11,"Purchased since 1992",120,0,85,430,0,0
876,"7/12/99",1,910341,1,11,"Purchased since 1992",100,0,6500,3000,0,350
884,"7/12/99",1,910352,1,2,"Inherited",0,0,1000,0,0,0
885,"7/12/99",1,910352,1,3,"Obtained as gift",0,0,0,0,4000,4500
883,"7/12/99",1,910352,1,11,"Purchased since 1992",150,0,1250,1200,0,0
862,"7/12/99",1,910421,1,11,"Purchased since 1992",175,0,120,650,0,250
877,"7/12/99",1,910441,1,11,"Purchased since 1992",200,0,6000,1000,0,2000
886,"7/12/99",1,910459,1,1,"Purchased before 1992",0,0,1500,2000,0,2500
887,"7/12/99",1,910459,1,11,"Purchased since 1992",300,0,0,0,0,0
863,"7/12/99",1,910521,1,11,"Purchased since 1992",100,0,120,800,0,0
878,"7/12/99",1,910541,1,11,"Purchased since 1992",300,0,2500,600,0,250
864,"7/12/99",1,910622,1,11,"Purchased since 1992",230,0,0,450,0,0
865,"7/12/99",1,910721,1,11,"Purchased since 1992",120,0,250,550,0,0
866,"7/12/99",1,910722,1,11,"Purchased since 1992",175,0,300,350,0,0
867,"7/12/99",1,910821,1,11,"Purchased since 1992",35,0,500,300,0,0
868,"7/12/99",1,910822,1,11,"Purchased since 1992",50,0,400,450,0,200
869,"7/12/99",1,910921,1,11,"Purchased since 1992",2000,0,10000,1000,0,3500
870,"7/12/99",1,911021,1,11,"Purchased since 1992",170,0,150,950,0,0
871,"7/12/99",1,911121,1,11,"Purchased since 1992",250,0,350,400,0,150
872,"7/12/99",1,911221,1,11,"Purchased since 1992",500,0,13000,3000,800,10000
873,"7/12/99",1,911221,1,3,"Obtained as gift",0,0,2000,0,0,0
276,"6/10/99",1,920121,1,11,"Purchased since 1992",0,0,844,382,0,0
277,"6/13/99",1,920221,1,11,"Purchased since 1992",142,0,950,1050,0,375
294,"6/13/99",1,920251,1,11,"Purchased since 1992",152,0,2850,2000,0,0
278,"6/13/99",1,920321,1,11,"Purchased since 1992",162,0,1268,634,0,0
291,"6/13/99",1,920341,1,11,"Purchased since 1992",96,0,382,274,228,0
297,"6/13/99",1,920351,1,2,"Inherited",345,0,5624,2380,0,4000
298,"6/13/99",1,920352,1,11,"Purchased since 1992",128,0,5256,568,846,3242
299,"6/13/99",1,920352,1,2,"Inherited",256,0,7348,1174,4252,6374
301,"6/13/99",1,920353,1,2,"Inherited",0,0,5945,956,758,3538
300,"6/13/99",1,920353,1,11,"Purchased since 1992",248,0,0,0,0,0
279,"6/13/99",1,920421,1,11,"Purchased since 1992",150,0,3200,480,0,2500
302,"6/13/99",1,920459,1,11,"Purchased since 1992",142,0,1254,2228,1078,254
280,"6/13/99",1,920521,1,11,"Purchased since 1992",164,0,674,334,132,0
293,"6/13/99",1,920541,4,11,"Purchased since 1992",110,0,0,220,800,70
281,"6/13/99",1,920621,1,11,"Purchased since 1992",650,0,800,372,0,0
282,"6/13/99",1,920721,1,1,"Purchased before 1992",800,0,0,0,0,0
283,"6/13/99",1,920721,1,11,"Purchased since 1992",0,0,3000,800,0,80
284,"6/13/99",1,920821,1,11,"Purchased since 1992",250,0,350,950,250,4000
285,"6/13/99",1,920921,1,11,"Purchased since 1992",230,0,12000,900,0,1200
286,"6/13/99",1,921021,1,11,"Purchased since 1992",130,0,800,330,0,120
287,"6/13/99",1,921121,1,11,"Purchased since 1992",120,0,120,485,0,350
288,"6/13/99",1,921221,1,11,"Purchased since 1992",430,0,1250,255,0,262
105,"5/31/99",1,930121,1,11,"Purchased since 1992",100,0,750,350,0,1000
119,"5/31/99",1,930141,1,11,"Purchased since 1992",90,0,0,80,0,0
125,"5/31/99",1,930151,1,11,"Purchased since 1992",0,0,0,300,6000,1200
106,"5/31/99",1,930221,1,11,"Purchased since 1992",150,100,80,60,0,0
120,"5/31/99",1,930241,1,11,"Purchased since 1992",40,0,0,60,0,50
126,"5/31/99",1,930251,1,11,"Purchased since 1992",240,0,650,80,0,0
107,"5/31/99",1,930321,1,11,"Purchased since 1992",60,0,0,70,0,3000
121,"5/31/99",1,930341,1,11,"Purchased since 1992",50,0,0,60,0,0
122,"5/31/99",1,930342,1,11,"Purchased since 1992",0,0,0,120,0,0
127,"5/31/99",1,930351,1,11,"Purchased since 1992",150,0,4000,130,350,1000
108,"5/31/99",1,930421,1,12,"Sale since 1992",250,300,200,140,150,60
123,"5/31/99",1,930441,1,1,"Purchased before 1992",0,0,0,60,0,0
129,"5/31/99",1,930459,1,11,"Purchased since 1992",250,0,2200,350,250,200
109,"5/31/99",1,930521,1,12,"Sale since 1992",0,0,0,65,0,0
124,"5/31/99",1,930541,1,11,"Purchased since 1992",60,0,0,45,0,0
110,"5/31/99",1,930621,1,11,"Purchased since 1992",150,0,350,170,200,150
111,"5/31/99",1,930721,1,11,"Purchased since 1992",240,0,320,140,0,0
112,"5/31/99",1,930821,1,11,"Purchased since 1992",150,0,350,70,0,150
113,"5/31/99",1,930921,1,11,"Purchased since 1992",130,0,150,550,0,0
114,"5/31/99",1,931021,1,11,"Purchased since 1992",210,0,12000,660,0,2000
115,"5/31/99",1,931022,1,11,"Purchased since 1992",135,0,800,145,0,1200
116,"5/31/99",1,931121,1,11,"Purchased since 1992",100,0,350,150,3500,400
117,"5/31/99",1,931221,1,11,"Purchased since 1992",70,0,150,130,0,400
118,"5/31/99",1,931222,1,11,"Purchased since 1992",1500,0,1200,172,0,0
77,"5/28/99",1,1010121,2,3,"Obtained as gift",0,0,0,0,0,800
76,"5/27/99",1,1010121,1,11,"Purchased since 1992",200,0,0,500,0,0
110,"5/28/99",1,1010141,1,1,"Purchased before 1992",200,0,500,0,0,0
111,"5/28/99",1,1010141,1,11,"Purchased since 1992",0,0,0,300,0,0
112,"5/28/99",1,1010141,1,3,"Obtained as gift",0,0,0,300,0,0
113,"5/28/99",1,1010141,1,4,"Obtained as dowry",0,0,0,200,0,0
123,"5/28/99",1,1010151,4,3,"Obtained as gift",0,0,0,500,0,0
122,"5/28/99",1,1010151,4,2,"Inherited",0,0,0,500,0,0
121,"5/28/99",1,1010151,4,11,"Purchased since 1992",350,0,0,200,0,0
124,"5/28/99",1,1010152,1,11,"Purchased since 1992",0,0,0,500,0,0
171,"9/12/99",1,1010153,1,11,"Purchased since 1992",50,0,500,300,0,0
172,"9/12/99",1,1010153,1,3,"Obtained as gift",0,0,0,900,0,0
80,"5/28/99",1,1010221,2,3,"Obtained as gift",0,0,0,400,0,1500
78,"5/28/99",1,1010221,1,11,"Purchased since 1992",0,0,800,500,0,0
79,"5/28/99",1,1010221,1,2,"Inherited",200,0,0,0,0,0
127,"5/28/99",1,1010251,1,2,"Inherited",50,0,0,200,0,0
126,"5/28/99",1,1010251,1,11,"Purchased since 1992",200,0,600,500,0,0
128,"5/28/99",1,1010251,1,3,"Obtained as gift",0,0,0,300,0,0
125,"5/28/99",1,1010251,1,1,"Purchased before 1992",0,0,400,800,0,0
83,"5/28/99",1,1010321,1,3,"Obtained as gift",0,0,0,500,0,0
81,"5/28/99",1,1010321,1,1,"Purchased before 1992",150,0,500,300,0,0
82,"5/28/99",1,1010321,1,11,"Purchased since 1992",150,0,300,500,250,0
115,"5/28/99",1,1010341,1,11,"Purchased since 1992",100,0,0,250,0,0
114,"5/28/99",1,1010341,1,1,"Purchased before 1992",0,0,0,100,0,0
129,"5/28/99",1,1010351,1,1,"Purchased before 1992",200,0,0,900,0,0
130,"5/28/99",1,1010351,1,11,"Purchased since 1992",0,0,800,900,400,0
86,"5/28/99",1,1010421,2,3,"Obtained as gift",0,0,0,0,0,1500
85,"5/28/99",1,1010421,1,11,"Purchased since 1992",0,0,0,1500,3000,0
84,"5/28/99",1,1010421,1,1,"Purchased before 1992",0,0,0,500,0,0
88,"5/28/99",1,1010422,2,2,"Inherited",0,0,0,0,0,2000
89,"5/28/99",1,1010422,2,3,"Obtained as gift",0,0,0,1000,0,0
87,"5/28/99",1,1010422,1,11,"Purchased since 1992",0,0,1000,1000,0,0
117,"5/28/99",1,1010441,1,2,"Inherited",0,0,0,300,0,0
116,"5/28/99",1,1010441,1,11,"Purchased since 1992",150,0,0,200,0,0
118,"5/28/99",1,1010441,6,2,"Inherited",0,0,0,0,0,2000
132,"5/28/99",1,1010459,1,11,"Purchased since 1992",300,0,300,500,0,0
131,"5/28/99",1,1010459,1,1,"Purchased before 1992",0,0,0,250,0,0
119,"5/28/99",1,1010542,1,11,"Purchased since 1992",0,0,500,800,0,0
120,"5/28/99",1,1010542,2,3,"Obtained as gift",0,0,0,0,0,800
92,"5/28/99",1,1010621,3,11,"Purchased since 1992",0,0,0,0,0,1326
90,"5/28/99",1,1010621,1,1,"Purchased before 1992",0,0,0,400,0,0
91,"5/28/99",1,1010621,1,11,"Purchased since 1992",250,0,500,600,0,0
93,"5/28/99",1,1010821,1,1,"Purchased before 1992",0,0,500,300,0,0
94,"5/28/99",1,1010821,1,11,"Purchased since 1992",50,0,0,200,0,0
96,"5/28/99",1,1010921,1,11,"Purchased since 1992",0,0,500,700,0,0
98,"5/28/99",1,1010921,2,3,"Obtained as gift",0,0,0,0,0,1500
97,"5/28/99",1,1010921,1,2,"Inherited",100,0,0,0,0,0
95,"5/28/99",1,1010921,1,1,"Purchased before 1992",0,0,0,200,0,0
100,"5/28/99",1,1011021,1,11,"Purchased since 1992",0,0,0,300,0,0
99,"5/28/99",1,1011021,1,1,"Purchased before 1992",0,0,0,200,0,0
104,"5/28/99",1,1011121,2,3,"Obtained as gift",0,0,0,0,0,800
102,"5/28/99",1,1011121,1,11,"Purchased since 1992",100,0,800,500,0,0
101,"5/28/99",1,1011121,1,1,"Purchased before 1992",0,0,0,500,0,0
103,"5/28/99",1,1011121,1,3,"Obtained as gift",0,0,0,500,0,0
105,"5/28/99",1,1011121,8,3,"Obtained as gift",0,0,0,0,0,1500
106,"5/28/99",1,1011221,1,1,"Purchased before 1992",0,0,500,250,0,0
107,"5/28/99",1,1011221,1,11,"Purchased since 1992",0,0,1000,500,0,0
108,"5/28/99",1,1011221,1,3,"Obtained as gift",0,0,0,450,0,0
109,"5/28/99",1,1011221,2,3,"Obtained as gift",0,0,0,0,0,2500
150,"9/12/99",1,1020121,1,1,"Purchased before 1992",100,0,0,200,0,0
153,"9/12/99",1,1020121,16,3,"Obtained as gift",0,0,0,300,0,280
152,"9/12/99",1,1020121,14,3,"Obtained as gift",0,0,0,200,0,350
151,"9/12/99",1,1020121,1,11,"Purchased since 1992",100,0,500,300,0,0
192,"6/03/99",1,1020122,1,11,"Purchased since 1992",2500,0,1200,500,0,0
193,"6/09/99",1,1020122,2,3,"Obtained as gift",0,0,0,0,0,450
194,"6/09/99",1,1020123,1,11,"Purchased since 1992",150,0,500,500,0,0
195,"6/09/99",1,1020123,2,3,"Obtained as gift",0,0,0,0,0,1350
232,"6/09/99",1,1020141,1,1,"Purchased before 1992",100,0,0,0,0,0
233,"6/09/99",1,1020141,1,11,"Purchased since 1992",100,0,500,100,0,0
234,"6/09/99",1,1020141,2,3,"Obtained as gift",0,0,0,400,0,350
247,"6/09/99",1,1020151,2,3,"Obtained as gift",0,0,0,0,0,350
245,"6/09/99",1,1020151,1,1,"Purchased before 1992",150,0,300,150,0,0
246,"6/09/99",1,1020151,1,11,"Purchased since 1992",0,0,500,350,0,0
198,"6/09/99",1,1020221,2,3,"Obtained as gift",0,0,0,0,0,1800
197,"6/09/99",1,1020221,1,11,"Purchased since 1992",150,0,500,1000,500,0
196,"6/09/99",1,1020221,1,1,"Purchased before 1992",100,0,400,500,0,0
235,"6/09/99",1,1020241,1,1,"Purchased before 1992",0,0,0,200,0,0
237,"6/09/99",1,1020241,2,3,"Obtained as gift",0,0,0,0,0,150
236,"6/09/99",1,1020241,1,11,"Purchased since 1992",250,0,500,300,0,0
248,"6/09/99",1,1020251,1,1,"Purchased before 1992",150,0,800,400,0,0
249,"6/09/99",1,1020251,1,11,"Purchased since 1992",0,0,400,200,0,0
250,"6/09/99",1,1020251,2,3,"Obtained as gift",0,0,0,0,0,900
199,"6/09/99",1,1020321,1,1,"Purchased before 1992",0,0,500,300,0,0
201,"6/09/99",1,1020321,2,3,"Obtained as gift",0,0,0,0,0,950
200,"6/09/99",1,1020321,1,11,"Purchased since 1992",200,0,1000,500,0,0
239,"6/09/99",1,1020341,1,11,"Purchased since 1992",750,0,400,200,0,0
238,"6/09/99",1,1020341,1,1,"Purchased before 1992",0,0,400,300,0,0
252,"6/09/99",1,1020351,1,11,"Purchased since 1992",250,0,700,400,0,0
253,"6/09/99",1,1020351,6,3,"Obtained as gift",0,0,0,0,0,250
251,"6/09/99",1,1020351,1,1,"Purchased before 1992",0,0,500,400,0,0
202,"6/09/99",1,1020421,1,1,"Purchased before 1992",100,0,300,400,0,0
204,"6/09/99",1,1020421,7,3,"Obtained as gift",0,0,0,300,0,450
203,"6/09/99",1,1020421,1,11,"Purchased since 1992",150,0,700,300,250,0
206,"6/09/99",1,1020422,2,3,"Obtained as gift",0,0,0,200,0,450
205,"6/09/99",1,1020422,1,11,"Purchased since 1992",250,0,500,300,3500,0
241,"6/09/99",1,1020441,1,3,"Obtained as gift",0,0,0,500,0,0
240,"6/09/99",1,1020441,1,11,"Purchased since 1992",150,0,500,200,0,0
242,"6/09/99",1,1020441,2,3,"Obtained as gift",0,0,0,0,0,450
257,"6/09/99",1,1020459,3,3,"Obtained as gift",0,0,0,0,0,600
255,"6/09/99",1,1020459,1,11,"Purchased since 1992",150,0,500,400,0,0
256,"6/09/99",1,1020459,2,3,"Obtained as gift",0,0,0,0,0,250
254,"6/09/99",1,1020459,1,1,"Purchased before 1992",0,0,0,200,0,0
208,"6/09/99",1,1020521,1,11,"Purchased since 1992",50,0,500,300,0,0
209,"6/09/99",1,1020521,2,3,"Obtained as gift",0,0,0,0,0,350
207,"6/09/99",1,1020521,1,1,"Purchased before 1992",100,0,300,200,0,0
243,"6/09/99",1,1020541,1,11,"Purchased since 1992",200,0,1500,300,0,0
244,"6/09/99",1,1020541,2,3,"Obtained as gift",0,0,0,500,0,200
211,"6/09/99",1,1020621,1,11,"Purchased since 1992",500,0,800,300,0,0
212,"6/09/99",1,1020621,2,3,"Obtained as gift",0,0,0,0,0,1500
210,"6/09/99",1,1020621,1,1,"Purchased before 1992",0,0,0,200,0,0
214,"6/09/99",1,1020622,2,3,"Obtained as gift",0,0,0,500,0,1800
213,"6/09/99",1,1020622,1,11,"Purchased since 1992",350,0,500,200,2500,0
217,"6/09/99",1,1020721,2,3,"Obtained as gift",0,0,0,0,0,1450
216,"6/09/99",1,1020721,1,2,"Inherited",100,0,0,300,0,0
215,"6/09/99",1,1020721,1,11,"Purchased since 1992",100,0,500,200,0,0
218,"6/09/99",1,1020821,1,1,"Purchased before 1992",100,0,0,200,0,0
220,"6/09/99",1,1020821,2,3,"Obtained as gift",0,0,0,300,0,350
219,"6/09/99",1,1020821,1,11,"Purchased since 1992",50,0,500,300,0,0
222,"6/09/99",1,1020921,1,11,"Purchased since 1992",250,0,300,400,0,0
223,"6/09/99",1,1020921,6,3,"Obtained as gift",0,0,0,0,0,450
221,"6/09/99",1,1020921,1,1,"Purchased before 1992",0,0,200,100,0,0
225,"6/09/99",1,1021021,2,3,"Obtained as gift",0,0,0,0,0,175
224,"6/09/99",1,1021021,1,11,"Purchased since 1992",100,0,300,400,0,0
227,"6/09/99",1,1021121,1,11,"Purchased since 1992",200,0,500,100,0,0
226,"6/09/99",1,1021121,1,1,"Purchased before 1992",0,0,300,200,0,0
228,"6/09/99",1,1021121,2,3,"Obtained as gift",0,0,0,200,0,180
229,"6/09/99",1,1021221,1,1,"Purchased before 1992",150,0,300,400,0,0
230,"6/09/99",1,1021221,1,11,"Purchased since 1992",0,0,500,100,0,0
231,"6/09/99",1,1021221,2,3,"Obtained as gift",0,0,0,0,0,280
277,"8/12/99",1,1030121,1,1,"Purchased before 1992",150,0,0,200,0,0
279,"8/12/99",1,1030121,2,3,"Obtained as gift",0,0,0,0,0,450
278,"8/12/99",1,1030121,1,11,"Purchased since 1992",400,0,2400,600,1200,0
310,"8/12/99",1,1030141,1,1,"Purchased before 1992",0,0,0,150,0,0
312,"8/12/99",1,1030141,6,3,"Obtained as gift",0,0,0,0,0,350
311,"8/12/99",1,1030141,1,11,"Purchased since 1992",0,0,0,200,0,0
331,"8/12/99",1,1030151,1,3,"Obtained as gift",0,0,0,0,0,3500
330,"8/12/99",1,1030151,1,11,"Purchased since 1992",0,0,15000,1000,5500,0
329,"8/12/99",1,1030151,1,1,"Purchased before 1992",0,0,0,2000,0,0
281,"8/12/99",1,1030221,1,11,".",0,0,200,200,0,0
280,"8/12/99",1,1030221,1,1,"Purchased before 1992",0,0,0,100,0,0
282,"8/12/99",1,1030222,1,1,"Purchased before 1992",0,0,200,0,0,0
283,"8/12/99",1,1030222,1,2,"Inherited",100,0,0,0,0,0
332,"8/12/99",1,1030251,1,11,"Purchased since 1992",0,0,0,0,500,0
333,"8/12/99",1,1030251,1,2,"Inherited",100,0,1500,300,0,0
286,"8/12/99",1,1030321,2,3,"Obtained as gift",0,0,0,0,0,350
285,"8/12/99",1,1030321,1,11,"Purchased since 1992",0,0,500,400,0,0
284,"8/12/99",1,1030321,1,1,"Purchased before 1992",100,0,0,200,0,0
318,"8/12/99",1,1030341,11,3,"Obtained as gift",0,0,0,500,0,1800
316,"8/12/99",1,1030341,1,1,"Purchased before 1992",100,0,500,200,0,0
317,"8/12/99",1,1030341,1,11,"Purchased since 1992",50,0,1300,300,0,0
319,"8/12/99",1,1030342,1,11,"Purchased since 1992",0,0,800,200,0,0
321,"8/12/99",1,1030342,2,3,"Obtained as gift",0,0,0,0,0,4500
320,"8/12/99",1,1030342,1,3,"Obtained as gift",0,0,0,300,0,0
335,"8/12/99",1,1030351,1,11,"Purchased since 1992",0,0,200,200,0,0
336,"8/12/99",1,1030351,2,3,"Obtained as gift",0,0,0,0,0,450
337,"8/12/99",1,1030351,6,3,"Obtained as gift",0,0,0,0,0,900
334,"8/12/99",1,1030351,1,1,"Purchased before 1992",150,0,300,200,0,0
338,"8/12/99",1,1030352,1,11,"Purchased since 1992",200,0,800,500,1500,0
339,"8/12/99",1,1030352,1,3,"Obtained as gift",0,0,0,500,0,0
340,"8/12/99",1,1030352,2,3,"Obtained as gift",0,0,0,0,0,1800
288,"8/12/99",1,1030421,1,11,"Purchased since 1992",100,0,1300,400,1200,0
289,"8/12/99",1,1030421,2,3,"Obtained as gift",0,0,0,0,0,950
287,"8/12/99",1,1030421,1,1,"Purchased before 1992",150,0,500,400,0,0
341,"8/12/99",1,1030459,1,11,"Purchased since 1992",0,0,1200,300,1800,0
343,"8/12/99",1,1030459,2,3,"Obtained as gift",0,0,0,0,0,1800
342,"8/12/99",1,1030459,1,2,"Inherited",100,0,600,200,0,0
291,"8/12/99",1,1030521,1,11,"Purchased since 1992",0,0,300,400,0,0
290,"8/12/99",1,1030521,1,1,"Purchased before 1992",0,0,0,300,0,0
326,"8/12/99",1,1030541,1,1,"Purchased before 1992",50,0,0,150,0,0
327,"8/12/99",1,1030541,1,11,"Purchased since 1992",0,0,0,100,0,0
328,"8/12/99",1,1030541,2,3,"Obtained as gift",0,0,0,0,0,500
293,"8/12/99",1,1030621,1,11,"Purchased since 1992",250,0,500,500,0,0
294,"8/12/99",1,1030621,2,3,"Obtained as gift",0,0,0,0,0,450
292,"8/12/99",1,1030621,1,1,"Purchased before 1992",0,0,300,400,0,0
296,"8/12/99",1,1030721,1,11,"Purchased since 1992",150,0,700,300,450,0
