"casenum","date","weight_","hhcode","actvtysl","s6_2q2","s6_2q3","s6_2q4","s6_2q5","s6_2q6","s6_2q7","s6_2q8","s6_2q9","s6_2q10","s6_2q11","s6_2q12","s6_2q13","s6_2q14","s6_2q15","s6_2q16","s6_2q17"
41,"5/14/99",1,1520141,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
47,"5/14/99",1,1520151,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
29,"5/14/99",1,1520221,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
42,"5/14/99",1,1520241,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,500,1,1.79769313486232e+308,2,200,1,1.79769313486232e+308
48,"5/14/99",1,1520251,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
49,"5/14/99",1,1520252,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
30,"5/14/99",1,1520321,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"5/14/99",1,1520341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"5/14/99",1,1520342,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,200,1,1.79769313486232e+308
50,"5/14/99",1,1520351,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,150000,0,1.79769313486232e+308
51,"5/14/99",1,1520351,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,200,1,1.79769313486232e+308
52,"5/14/99",1,1520352,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,6000,1,1.79769313486232e+308,2,200,1,1.79769313486232e+308
53,"5/14/99",1,1520353,1,2,35000,0,1.79769313486232e+308,2,6000,1,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2500,1,1.79769313486232e+308
31,"5/14/99",1,1520421,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
45,"5/14/99",1,1520441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
54,"5/14/99",1,1520459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
32,"5/14/99",1,1520521,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"5/14/99",1,1520541,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,120,3,1.79769313486232e+308,2,100,1,1.79769313486232e+308
65,"9/10/99",1,1520621,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
33,"5/14/99",1,1520622,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2500,6,1.79769313486232e+308,2,2000,6,1.79769313486232e+308
34,"5/14/99",1,1520721,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1200,6,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
35,"5/14/99",1,1520821,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
36,"5/14/99",1,1520921,1,2,6000,0,1.79769313486232e+308,2,2000,0,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2000,3,1.79769313486232e+308
37,"5/14/99",1,1520921,2,2,100000,0,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,2000,3,1
38,"5/14/99",1,1521021,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,500,1,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
71,"9/10/99",1,1521121,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
39,"5/14/99",1,1521122,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
40,"5/14/99",1,1521221,1,2,6000,0,1.79769313486232e+308,2,1500,1,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,100,0,1.79769313486232e+308
65,"8/08/99",1,1530121,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
78,"8/08/99",1,1530141,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,200,1,1.79769313486232e+308
79,"8/08/99",1,1530141,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,200,1,1.79769313486232e+308
84,"8/08/99",1,1530151,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
66,"8/08/99",1,1530221,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
67,"8/08/99",1,1530222,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
80,"8/08/99",1,1530241,1,2,5000,16,1.79769313486232e+308,2,6000,3,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1,200,1,1.79769313486232e+308
85,"8/08/99",1,1530251,1,2,4000,16,1.79769313486232e+308,2,3000,1,1.79769313486232e+308,2,1000,1,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
68,"8/08/99",1,1530321,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,5000,1,6,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1500,1,1.79769313486232e+308
81,"8/08/99",1,1530341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
86,"8/08/99",1,1530351,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
82,"8/08/99",1,1530441,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
87,"8/08/99",1,1530459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
69,"8/08/99",1,1530521,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
83,"8/08/99",1,1530541,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1000,16,1.79769313486232e+308
70,"8/08/99",1,1530621,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,150,1,1.79769313486232e+308
71,"8/08/99",1,1530821,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1350,1,1.79769313486232e+308
72,"8/08/99",1,1530821,2,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,80,1,1.79769313486232e+308
73,"8/08/99",1,1530921,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
74,"8/08/99",1,1531021,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
75,"8/08/99",1,1531121,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
76,"8/08/99",1,1531122,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,100,1,1.79769313486232e+308
77,"8/08/99",1,1531221,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
125,"6/14/99",1,1610121,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
141,"6/14/99",1,1610141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
148,"6/14/99",1,1610151,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
124,"6/14/99",1,1610221,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
142,"6/14/99",1,1610241,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
149,"6/14/99",1,1610251,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,400,1,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
150,"6/14/99",1,1610252,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,1500,2,1.79769313486232e+308,2,600,2,1.79769313486232e+308
143,"6/14/99",1,1610341,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
144,"6/14/99",1,1610342,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
151,"6/14/99",1,1610351,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
125,"6/14/99",1,1610421,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
145,"6/14/99",1,1610441,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
152,"6/14/99",1,1610459,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,600,1,1.79769313486232e+308
126,"6/14/99",1,1610521,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
146,"6/14/99",1,1610541,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,500,1,0
147,"6/14/99",1,1610542,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
127,"6/14/99",1,1610621,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
128,"6/14/99",1,1610721,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,100,1,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
129,"6/14/99",1,1610722,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
130,"6/14/99",1,1610821,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
131,"6/14/99",1,1610822,1,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,3,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,2,100,1,1.79769313486232e+308
132,"6/14/99",1,1610921,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
133,"6/14/99",1,1610922,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
134,"6/14/99",1,1610923,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
135,"6/14/99",1,1610924,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
136,"6/14/99",1,1611021,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
137,"6/14/99",1,1611022,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
138,"6/14/99",1,1611121,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
139,"6/14/99",1,1611221,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
140,"6/14/99",1,1611222,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
