"casenum","date","weight_","hhcode","pid","respid","s13_1q3","s13_1q4","s13_1q5","s13_1q6","s13_1q7","s13_1q8","s13_1q9","s13_1q10","s13_1q11"
5,"5/23/99",1,2530341,4,2,1,16,0,0,8,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
93,"9/12/99",1,2530351,9,2,1,17,0,0,2,15,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
94,"9/12/99",1,2530351,10,2,1,17,0,0,29,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"5/23/99",1,2530441,5,9,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"5/23/99",1,2530441,6,9,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"5/23/99",1,2530441,8,9,1,18,75000,0,6.48000001907349,5,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"5/23/99",1,2530441,9,9,1,16,6000,0,4.8600001335144,73,2,1993,2
36,"5/23/99",1,2530459,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"5/23/99",1,2530541,2,2,1,12,0,0,13,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"5/23/99",1,2530541,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"5/23/99",1,2530541,5,2,1,15,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"5/23/99",1,2530641,3,3,1,16,0,0,8,0,1,1989,3
14,"5/23/99",1,2530741,2,2,1,16,0,0,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"5/23/99",1,2530741,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"5/23/99",1,2530841,3,3,1,14,0,0,13,64,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"5/23/99",1,2530941,5,5,1,20,800,0,20,42,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"5/23/99",1,2531041,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"5/23/99",1,2531041,7,4,1,17,15000,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"5/23/99",1,2531141,7,8,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"5/23/99",1,2531141,8,8,1,15,0,0,1.62000000476837,24,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,".",1.79769313486232e+308,2531141,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
22,"5/23/99",1,2531241,2,2,1,16,0,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"5/23/99",1,2531341,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
24,"5/23/99",1,2531441,2,2,1,11,280,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
25,"5/23/99",1,2531441,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
26,"5/23/99",1,2531441,7,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
27,"5/23/99",1,2531541,1,1,1,18,0,0,9,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/18/99",1,2531541,4,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
28,"5/23/99",1,2531641,2,2,1,15,0,0,25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
29,"5/23/99",1,2531641,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
30,"5/23/99",1,2531641,8,2,1,14,0,0,4.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
31,"5/23/99",1,2531741,3,3,1,11,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"7/07/99",1,2540149,2,2,1,17,0,0,200,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"9/12/99",1,2540159,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"9/12/99",1,2540249,2,2,1,12,0,600,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"9/12/99",1,2540249,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"9/12/99",1,2540259,4,4,1,17,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"9/12/99",1,2540349,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"9/12/99",1,2540359,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"9/12/99",1,2540359,9,2,1,18,10000,0,8,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"9/12/99",1,2540449,2,2,1,14,0,0,5.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"9/12/99",1,2540449,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
22,"9/12/99",1,2540459,2,2,1,11,0,0,5.5,200,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"9/12/99",1,2540549,2,2,1,15,2500,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"9/12/99",1,2540559,2,2,1,18,0,0,2,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"9/12/99",1,2540649,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"9/12/99",1,2540749,2,2,1,18,5000,0,3,24,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"9/12/99",1,2540849,2,2,1,14,6000,0,7,20,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"9/12/99",1,2540949,2,2,1,15,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"9/12/99",1,2541049,2,1,1,12,0,0,1.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"9/12/99",1,2541149,1,1,1,18,0,0,4,2,1,1998,6
14,"9/12/99",1,2541249,2,2,1,14,1000,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"9/12/99",1,2541349,2,2,1,16,11000,0,9.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"9/12/99",1,2541449,2,2,1,13,0,0,6,84,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"9/12/99",1,2541549,2,2,1,13,15000,0,2.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
49,"7/14/99",1,2610141,2,2,1,17,0,0,15,15,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
74,"7/14/99",1,2610151,6,6,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
75,"7/14/99",1,2610152,2,2,1,20,5000,0,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
50,"7/14/99",1,2610241,2,2,1,18,1400,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
76,"7/14/99",1,2610251,2,2,1,19,4000,0,0.5,25,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
77,"7/14/99",1,2610252,2,2,1,19,3500,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
78,"7/14/99",1,2610252,4,4,1,18,4000,0,12,0,2,1980,2
79,"7/14/99",1,2610253,2,2,1,18,7000,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
51,"7/14/99",1,2610341,6,6,1,16,5000,0,95,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
80,"7/14/99",1,2610351,4,4,1,16,8000,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
52,"7/14/99",1,2610441,10,10,1,14,0,0,0.300000011920929,40,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
53,"7/14/99",1,2610441,11,11,1,15,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
81,"7/14/99",1,2610459,4,4,1,20,20000,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
54,"7/14/99",1,2610541,2,2,1,15,700,0,28,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
55,"7/14/99",1,2610541,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
56,"7/14/99",1,2610541,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
57,"7/14/99",1,2610641,2,2,1,19,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
58,"7/14/99",1,2610741,2,2,1,17,0,0,1.20000004768372,120,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
59,"7/14/99",1,2610741,3,3,1,14,10000,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
60,"7/14/99",1,2610841,2,2,1,18,0,0,6,21,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
61,"7/14/99",1,2610841,3,3,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
62,"7/14/99",1,2610941,2,2,1,20,6000,0,120,12,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
63,"7/14/99",1,2611041,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
64,"7/14/99",1,2611141,2,2,1,19,9000,0,2,26,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
65,"7/14/99",1,2611241,2,2,1,17,2400,0,0.200000002980232,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
66,"7/14/99",1,2611242,2,2,1,17,5000,0,8,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
67,"7/14/99",1,2611341,2,2,1,19,0,0,5,25,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
68,"7/14/99",1,2611441,2,2,1,19,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
69,"7/14/99",1,2611541,2,2,1,17,0,0,5,21,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
70,"7/14/99",1,2611541,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
71,"7/14/99",1,2611641,2,2,1,15,0,0,15,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
72,"7/14/99",1,2611741,2,2,1,16,1000,0,22,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
73,"7/14/99",1,2611741,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"5/20/99",1,2620141,2,2,1,15,0,0,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"5/11/99",1,2620141,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/30/99",1,2620141,8,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"5/11/99",1,2620141,9,2,1,19,8000,0,6,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"5/11/99",1,2620141,10,2,1,17,5000,0,45,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"5/11/99",1,2620241,6,6,1,17,3000,0,0.300000011920929,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
30,"5/13/99",1,2620251,2,2,1,15,2500,0,0.100000001490116,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
31,"5/13/99",1,2620251,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
32,"5/13/99",1,2620251,7,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"5/13/99",1,2620341,2,2,1,13,0,0,40,0,1,1984,3
33,"5/13/99",1,2620351,5,5,1,18,0,0,1,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"5/13/99",1,2620441,2,2,1,16,0,0,0.300000011920929,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
34,"5/13/99",1,2620459,2,2,1,16,2000,0,0.699999988079071,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"5/13/99",1,2620541,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"5/13/99",1,2620641,2,2,1,14,0,0,0.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"5/13/99",1,2620641,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"5/13/99",1,2620641,8,8,1,14,3000,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"5/13/99",1,2620741,2,2,1,15,4500,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"5/13/99",1,2620841,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"5/13/99",1,2620941,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"5/13/99",1,2621041,2,2,1,13,1500,0,0.100000001490116,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"5/13/99",1,2621141,2,2,1,15,4000,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"5/13/99",1,2621141,3,2,1,15,0,0,4,0,1,1972,8
19,"5/13/99",1,2621241,5,5,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"5/13/99",1,2621341,2,2,1,18,3000,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"5/13/99",1,2621341,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
22,"5/13/99",1,2621441,2,2,1,15,0,0,0.600000023841858,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"5/13/99",1,2621541,2,2,1,16,1600,0,11,24,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
24,"5/13/99",1,2621541,6,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
25,"5/13/99",1,2621641,4,4,1,18,1200,0,4,36,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
26,"5/13/99",1,2621641,6,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
28,"5/13/99",1,2621741,3,3,1,14,0,0,10,25,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
29,"5/13/99",1,2621741,7,7,1,14,6500,0,0.25,8,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
183,"6/17/99",1,2630141,2,2,1,15,0,0,1.20000004768372,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
184,"6/17/99",1,2630141,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
197,"6/17/99",1,2630151,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
198,"6/17/99",1,2630152,2,2,1,15,20000,0,40,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
185,"6/17/99",1,2630241,2,2,1,16,0,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
199,"6/17/99",1,2630251,2,2,1,16,0,0,10,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
200,"6/17/99",1,2630251,6,1.79769313486232e+308,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
201,"6/17/99",1,2630251,7,1.79769313486232e+308,1,17,9000,0,6,10,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
186,"6/17/99",1,2630341,2,2,1,16,1800,0,28,62,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
187,"6/17/99",1,2630441,2,2,1,16,2000,0,0.200000002980232,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
202,"6/17/99",1,2630459,2,2,1,16,0,0,6,21,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
188,"6/17/99",1,2630641,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
189,"6/17/99",1,2630841,1,1,1,18,3000,0,40,0,1,1991,2
190,"6/17/99",1,2631141,2,2,1,18,5000,0,0.200000002980232,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
191,"6/17/99",1,2631241,2,2,1,17,2000,0,60,20,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
192,"6/17/99",1,2631241,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
193,"6/17/99",1,2631341,2,2,1,16,1000,0,0.200000002980232,10,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
194,"6/17/99",1,2631341,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
195,"6/17/99",1,2631541,2,2,1,18,3500,0,0.200000002980232,20,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
196,"6/17/99",1,2631741,1,1,1,23,0,0,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1,"5/20/99",1,2710141,2,2,1,16,0,0,15,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"5/29/99",1,2710141,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
25,"5/29/99",1,2710151,11,11,1,20,0,0,25,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"5/29/99",1,2710241,2,2,1,15,0,0,7,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
26,"5/29/99",1,2710251,2,2,1,13,0,0,16,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
4,"5/29/99",1,2710341,4,4,1,14,3000,0,0.200000002980232,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
27,"5/29/99",1,2710351,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"5/29/99",1,2710441,2,2,1,14,0,0,100,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
28,"5/29/99",1,2710459,2,2,1,15,0,0,16,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"5/29/99",1,2710541,2,2,1,19,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/18/99",1,2710541,3,2,1,18,0,0,0,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"5/29/99",1,2710641,2,2,1,14,0,0,3,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"5/29/99",1,2710642,2,2,1,16,0,0,350,42,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
9,"5/29/99",1,2710741,2,1,1,14,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
10,"5/29/99",1,2710741,6,1,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
11,"5/29/99",1,2710841,2,2,1,15,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
12,"5/29/99",1,2710941,2,2,1,14,0,0,45,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
1.79769313486232e+308,"8/18/99",1,2710941,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
13,"5/29/99",1,2711041,2,2,1,12,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
14,"5/29/99",1,2711041,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"5/29/99",1,2711141,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"5/29/99",1,2711141,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
17,"5/29/99",1,2711241,2,2,1,21,4000,0,1.5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"5/29/99",1,2711341,2,2,1,16,0,0,4,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"5/29/99",1,2711341,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
20,"5/29/99",1,2711341,5,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"5/29/99",1,2711541,2,2,1,20,0,0,13,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
22,"5/29/99",1,2711541,4,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
23,"5/29/99",1,2711641,4,4,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
24,"5/29/99",1,2711741,7,7,1,16,0,0,5,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
70,"6/19/99",1,2720141,2,2,1,18,0,0,12,0,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
71,"6/27/99",1,2720141,3,2,2,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
