"casenum","date","weight_","hhcode","crisisid","crisisde","loss","hcf1","hcf2","exp"
42,"7/13/99",1,2610641,5,"Death of cow/buffalo",11000,1,1.79769313486232e+308,1.79769313486232e+308
43,"7/13/99",1,2610741,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"7/13/99",1,2610841,5,"Death of cow/buffalo",3500,1,1.79769313486232e+308,1.79769313486232e+308
45,"7/13/99",1,2610841,8,"Huge expenditure due to illness",1.79769313486232e+308,2,1.79769313486232e+308,1200
46,"7/13/99",1,2610941,3,"Burglery/Theft",500,1,1.79769313486232e+308,1.79769313486232e+308
47,"7/13/99",1,2610941,8,"Huge expenditure due to illness",750,2,1.79769313486232e+308,350
48,"7/13/99",1,2611041,8,"Huge expenditure due to illness",350,2,4,1000
49,"7/13/99",1,2611041,9,"Loss of money",500,1,1.79769313486232e+308,1.79769313486232e+308
50,"7/13/99",1,2611141,3,"Burglery/Theft",650,1,1.79769313486232e+308,1.79769313486232e+308
51,"7/13/99",1,2611141,9,"Loss of money",2000,2,1.79769313486232e+308,2000
52,"7/13/99",1,2611241,8,"Huge expenditure due to illness",550,4,2,4500
53,"7/13/99",1,2611241,9,"Loss of money",620,1,1.79769313486232e+308,1.79769313486232e+308
54,"7/13/99",1,2611242,7,"Damage to house/land due to cyclone",750,2,1.79769313486232e+308,350
55,"7/13/99",1,2611341,3,"Burglery/Theft",22000,1,1.79769313486232e+308,1.79769313486232e+308
56,"7/13/99",1,2611341,8,"Huge expenditure due to illness",1.79769313486232e+308,2,4,2500
57,"7/13/99",1,2611441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
58,"7/13/99",1,2611541,7,"Damage to house/land due to cyclone",1000,2,1.79769313486232e+308,1000
59,"7/13/99",1,2611541,8,"Huge expenditure due to illness",300,2,1.79769313486232e+308,1000
60,"7/13/99",1,2611641,8,"Huge expenditure due to illness",1.79769313486232e+308,4,1.79769313486232e+308,10000
61,"7/13/99",1,2611741,7,"Damage to house/land due to cyclone",1000,2,1.79769313486232e+308,500
62,"7/13/99",1,2611741,24,"Expenditure for daughter's marriage",1.79769313486232e+308,3,1.79769313486232e+308,27000
1,"5/19/99",1,2620141,2,"Crop damage",1200,2,1.79769313486232e+308,1.79769313486232e+308
2,"5/11/99",1,2620141,7,"Damage to house/land due to cyclone",1500,2,1.79769313486232e+308,1.79769313486232e+308
3,"5/11/99",1,2620141,8,"Huge expenditure due to illness",2500,2,4,2500
4,"5/11/99",1,2620241,3,"Burglery/Theft",120,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"5/13/99",1,2620241,7,"Damage to house/land due to cyclone",2500,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
6,"5/13/99",1,2620241,8,"Huge expenditure due to illness",1300,2,15,1300
42,"5/13/99",1,2620251,3,"Burglery/Theft",2000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
43,"5/13/99",1,2620251,7,"Damage to house/land due to cyclone",2000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
44,"5/13/99",1,2620251,8,"Huge expenditure due to illness",22000,3,2,22000
45,"5/13/99",1,2620251,9,"Loss of money",36000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
46,"5/13/99",1,2620251,27,"Burning of house by fire",1400,3,1.79769313486232e+308,1400
7,"5/13/99",1,2620341,1,"Death of primary income eraner",1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308
8,"5/13/99",1,2620341,7,"Damage to house/land due to cyclone",260,2,1.79769313486232e+308,260
9,"5/13/99",1,2620341,13,"Unnatural death of family member",1.79769313486232e+308,1,1.79769313486232e+308,1.79769313486232e+308
10,"5/13/99",1,2620341,24,"Expenditure for daughter's marriage",1.79769313486232e+308,1,6,5000
47,"5/13/99",1,2620351,2,"Crop damage",7000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
48,"5/13/99",1,2620351,8,"Huge expenditure due to illness",3500,2,1.79769313486232e+308,3500
49,"5/13/99",1,2620351,12,"Land related litigation",1.79769313486232e+308,2,1.79769313486232e+308,2000
11,"5/13/99",1,2620441,7,"Damage to house/land due to cyclone",250,2,1.79769313486232e+308,200
12,"5/13/99",1,2620441,8,"Huge expenditure due to illness",850,2,15,850
50,"5/13/99",1,2620459,7,"Damage to house/land due to cyclone",340,2,1.79769313486232e+308,340
51,"5/13/99",1,2620459,8,"Huge expenditure due to illness",2000,2,23,2000
13,"5/13/99",1,2620541,7,"Damage to house/land due to cyclone",300,1,1.79769313486232e+308,1.79769313486232e+308
14,"5/13/99",1,2620541,8,"Huge expenditure due to illness",600,15,1.79769313486232e+308,600
15,"5/13/99",1,2620641,5,"Death of cow/buffalo",2000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
16,"5/13/99",1,2620641,7,"Damage to house/land due to cyclone",400,4,1.79769313486232e+308,400
17,"5/13/99",1,2620641,24,"Expenditure for daughter's marriage",11000,6,2,1.79769313486232e+308
18,"5/13/99",1,2620741,7,"Damage to house/land due to cyclone",600,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
19,"5/13/99",1,2620741,8,"Huge expenditure due to illness",500,2,1.79769313486232e+308,500
20,"5/13/99",1,2620741,9,"Loss of money",1500,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"5/13/99",1,2620841,8,"Huge expenditure due to illness",600,11,22,600
22,"5/13/99",1,2620941,8,"Huge expenditure due to illness",4000,15,1.79769313486232e+308,4000
23,"5/13/99",1,2621041,8,"Huge expenditure due to illness",1.79769313486232e+308,22,1.79769313486232e+308,400
24,"5/13/99",1,2621141,7,"Damage to house/land due to cyclone",560,2,19,450
25,"5/13/99",1,2621141,8,"Huge expenditure due to illness",800,2,1.79769313486232e+308,800
26,"5/13/99",1,2621141,9,"Loss of money",1000,23,1.79769313486232e+308,1000
27,"5/13/99",1,2621241,7,"Damage to house/land due to cyclone",750,2,1.79769313486232e+308,450
28,"5/13/99",1,2621241,8,"Huge expenditure due to illness",800,2,7,800
29,"5/13/99",1,2621341,2,"Crop damage",2000,7,2,1.79769313486232e+308
30,"5/13/99",1,2621341,7,"Damage to house/land due to cyclone",450,2,1.79769313486232e+308,450
31,"5/13/99",1,2621341,8,"Huge expenditure due to illness",6000,7,22,6000
32,"5/13/99",1,2621441,4,"Theft of cow/buffalo",3000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
33,"5/13/99",1,2621441,7,"Damage to house/land due to cyclone",250,2,1.79769313486232e+308,250
34,"5/13/99",1,2621541,7,"Damage to house/land due to cyclone",1200,23,1.79769313486232e+308,1200
35,"5/13/99",1,2621541,8,"Huge expenditure due to illness",1.79769313486232e+308,2,1.79769313486232e+308,500
36,"5/13/99",1,2621541,9,"Loss of money",1000,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
37,"5/13/99",1,2621641,3,"Burglery/Theft",500,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
38,"5/13/99",1,2621641,7,"Damage to house/land due to cyclone",600,22,1.79769313486232e+308,600
39,"5/13/99",1,2621641,8,"Huge expenditure due to illness",1.79769313486232e+308,22,1.79769313486232e+308,4500
40,"5/13/99",1,2621741,7,"Damage to house/land due to cyclone",600,2,2,600
41,"5/13/99",1,2621741,8,"Huge expenditure due to illness",1.79769313486232e+308,2,1.79769313486232e+308,3000
161,"6/17/99",1,2630141,2,"Crop damage",2800,1,1.79769313486232e+308,1.79769313486232e+308
162,"6/17/99",1,2630141,7,"Damage to house/land due to cyclone",700,1,1.79769313486232e+308,1.79769313486232e+308
181,"6/17/99",1,2630151,2,"Crop damage",10100,2,1.79769313486232e+308,10100
182,"6/17/99",1,2630151,6,"Damage to house/land due to erosion",65000,1,1.79769313486232e+308,1.79769313486232e+308
183,"6/17/99",1,2630151,7,"Damage to house/land due to cyclone",7000,2,1.79769313486232e+308,7000
184,"6/17/99",1,2630151,8,"Huge expenditure due to illness",9000,2,1.79769313486232e+308,9000
185,"6/17/99",1,2630152,2,"Crop damage",9000,2,1.79769313486232e+308,9000
186,"6/17/99",1,2630152,6,"Damage to house/land due to erosion",30000,1,1.79769313486232e+308,1.79769313486232e+308
163,"6/17/99",1,2630241,2,"Crop damage",700,2,1.79769313486232e+308,1.79769313486232e+308
164,"6/17/99",1,2630241,7,"Damage to house/land due to cyclone",500,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
165,"6/17/99",1,2630241,24,"Expenditure for daughter's marriage",7000,4,1.79769313486232e+308,7000
187,"6/17/99",1,2630251,2,"Crop damage",3600,1,1.79769313486232e+308,1.79769313486232e+308
188,"6/17/99",1,2630251,6,"Damage to house/land due to erosion",66000,1,1.79769313486232e+308,1.79769313486232e+308
189,"6/17/99",1,2630251,7,"Damage to house/land due to cyclone",2000,2,1.79769313486232e+308,2000
190,"6/17/99",1,2630251,8,"Huge expenditure due to illness",6500,2,4,6500
191,"6/17/99",1,2630251,12,"Land related litigation",3000,2,1.79769313486232e+308,3000
192,"6/17/99",1,2630251,24,"Expenditure for daughter's marriage",4500,4,1.79769313486232e+308,4500
166,"6/17/99",1,2630341,7,"Damage to house/land due to cyclone",500,1,1.79769313486232e+308,1.79769313486232e+308
167,"6/17/99",1,2630441,2,"Crop damage",1200,1,1.79769313486232e+308,1.79769313486232e+308
168,"6/17/99",1,2630441,7,"Damage to house/land due to cyclone",300,2,1.79769313486232e+308,300
169,"6/17/99",1,2630441,8,"Huge expenditure due to illness",1800,2,1.79769313486232e+308,1800
193,"6/17/99",1,2630459,7,"Damage to house/land due to cyclone",550,2,1.79769313486232e+308,500
170,"6/17/99",1,2630641,8,"Huge expenditure due to illness",1200,15,22,1200
171,"6/17/99",1,2630841,7,"Damage to house/land due to cyclone",500,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
172,"6/17/99",1,2630841,9,"Loss of money",300,2,1.79769313486232e+308,1.79769313486232e+308
173,"6/17/99",1,2631141,9,"Loss of money",600,2,1.79769313486232e+308,600
174,"6/17/99",1,2631241,6,"Damage to house/land due to erosion",40000,1,1.79769313486232e+308,1.79769313486232e+308
175,"6/17/99",1,2631241,7,"Damage to house/land due to cyclone",350,2,1.79769313486232e+308,350
176,"6/17/99",1,2631341,7,"Damage to house/land due to cyclone",1200,2,4,1200
177,"6/17/99",1,2631541,2,"Crop damage",2400,1,1.79769313486232e+308,1.79769313486232e+308
178,"6/17/99",1,2631541,7,"Damage to house/land due to cyclone",300,2,1.79769313486232e+308,300
179,"6/17/99",1,2631741,2,"Crop damage",1000,1,1.79769313486232e+308,1.79769313486232e+308
180,"6/17/99",1,2631741,7,"Damage to house/land due to cyclone",350,1,1.79769313486232e+308,1.79769313486232e+308
1,"5/20/99",1,2710141,8,"Huge expenditure due to illness",0,2,1.79769313486232e+308,6000
19,"5/05/99",1,2710151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
2,"5/05/99",1,2710241,30,"Others",2,2,1.79769313486232e+308,15000
20,"5/05/99",1,2710251,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
3,"5/05/99",1,2710341,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
21,"5/05/99",1,2710351,30,"Others",0,3,1.79769313486232e+308,50000
4,"5/05/99",1,2710441,8,"Huge expenditure due to illness",1.79769313486232e+308,2,4,5000
22,"5/05/99",1,2710459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
5,"5/05/99",1,2710541,4,"Theft of cow/buffalo",5000,1,1.79769313486232e+308,0
6,"5/05/99",1,2710641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
7,"5/05/99",1,2710642,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
8,"5/05/99",1,2710741,8,"Huge expenditure due to illness",1.79769313486232e+308,12,1.79769313486232e+308,3500
9,"5/05/99",1,2710841,8,"Huge expenditure due to illness",0,2,7,2000
10,"5/05/99",1,2710941,8,"Huge expenditure due to illness",1.79769313486232e+308,2,1.79769313486232e+308,3000
11,"5/05/99",1,2711041,8,"Huge expenditure due to illness",1500,2,1.79769313486232e+308,1500
12,"5/05/99",1,2711041,24,"Expenditure for daughter's marriage",1.79769313486232e+308,2,25,2000
13,"5/05/99",1,2711141,15,"Undue harrassment by police",1.79769313486232e+308,2,1.79769313486232e+308,3000
14,"5/05/99",1,2711241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
15,"5/05/99",1,2711341,8,"Huge expenditure due to illness",0,2,1.79769313486232e+308,15000
16,"5/05/99",1,2711541,12,"Land related litigation",1.79769313486232e+308,2,1.79769313486232e+308,5000
17,"5/05/99",1,2711641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
18,"5/05/99",1,2711741,8,"Huge expenditure due to illness",0,2,1.79769313486232e+308,500
67,"6/18/99",1,2720141,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
88,"6/27/99",1,2720151,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
68,"6/27/99",1,2720241,8,"Huge expenditure due to illness",1.79769313486232e+308,2,1.79769313486232e+308,15000
89,"6/27/99",1,2720251,8,"Huge expenditure due to illness",1.79769313486232e+308,2,1.79769313486232e+308,2000
69,"6/27/99",1,2720341,24,"Expenditure for daughter's marriage",1.79769313486232e+308,3,1.79769313486232e+308,110000
70,"6/27/99",1,2720342,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
71,"6/27/99",1,2720343,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
72,"6/27/99",1,2720344,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
90,"6/27/99",1,2720351,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
73,"6/27/99",1,2720441,8,"Huge expenditure due to illness",1.79769313486232e+308,2,1.79769313486232e+308,7000
91,"6/27/99",1,2720459,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
74,"6/27/99",1,2720541,8,"Huge expenditure due to illness",1500,7,1.79769313486232e+308,1000
75,"6/27/99",1,2720641,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
76,"6/27/99",1,2720741,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
77,"6/27/99",1,2720841,8,"Huge expenditure due to illness",1.79769313486232e+308,2,1.79769313486232e+308,12000
78,"6/27/99",1,2720941,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
79,"6/27/99",1,2720942,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
80,"6/27/99",1,2721041,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
81,"6/27/99",1,2721141,24,"Expenditure for daughter's marriage",1.79769313486232e+308,2,1.79769313486232e+308,10000
82,"6/27/99",1,2721241,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
83,"6/27/99",1,2721341,30,"Others",5000,1,1.79769313486232e+308,1.79769313486232e+308
84,"6/27/99",1,2721441,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
85,"6/27/99",1,2721541,1.79769313486232e+308,"",1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308,1.79769313486232e+308
86,"6/27/99",1,2721641,8,"Huge expenditure due to illness",1.79769313486232e+308,2,1.79769313486232e+308,15000
87,"6/27/99",1,2721741,30,"Others",1.79769313486232e+308,2,1.79769313486232e+308,20000
